PdVId;PdVName;PdVTypeID;PdVOpeningHours;PdVAddressLine1;PdVHousenumber;PdVStreet;PdVPostCode;PdVTown;PdVPostCodeExtension;PdVLatitude;PdVLongitude;PdVPostalRegion;PdVEasyAutomate;ZdAId;point_geo;ServiceType;pdvtypename
DEP-7-510560;Du Point Du Jour;7;Lundi-Dimanche;;23;Place Marcel Pagnol;92100;BOULOGNE-BILLANCOURT;;48.833713;2.257209;92012;0;0;48.833713, 2.257209;Vente;Commerce de proximité
DEP-7-530454;Civette De La Coupol;7;Lundi-Dimanche;;3;Place des Marseillais;94220;CHARENTON-LE-PONT;;48.826213;2.405888;94018;0;0;48.826213, 2.405888;Vente;Commerce de proximité
DEP-7-530307;Le Voltaire;7;Lundi-Dimanche;;1;Place Voltaire;92290;CHÂTENAY-MALABRY;;48.766195;2.279202;92019;0;0;48.766195, 2.279202;Vente;Commerce de proximité
DEP-7-530641;Au Fil Des Jours;7;Lundi-Dimanche;;102;Avenue de Paris;92320;CHÂTILLON;;48.807741;2.295376;92020;0;0;48.807741, 2.295376;Vente;Commerce de proximité
DEP-7-530535;Le Cardinal;7;Lundi-Dimanche;;71;Rue Pierre Mendés France;91380;CHILLY-MAZARIN;;48.694327;2.310768;91161;0;0;48.694327, 2.310768;Vente;Commerce de proximité
DEP-7-510621;Tbc De La République;7;Lundi-Dimanche;;1;Place de la République - François Mitterrand;92110;CLICHY;;48.902898;2.313073;92024;0;0;48.902898, 2.313073;Vente;Commerce de proximité
DEP-7-510664;Le Chiquito;7;Lundi-Dimanche;;3;Rue De Colombes;92400;COURBEVOIE;;48.897418;2.256369;92026;0;0;48.897418, 2.256369;Vente;Commerce de proximité
DEP-7-520623;Le Balto;7;Lundi-Dimanche;;229;Avenue Jean Jaures;93700;DRANCY;;48.915476;2.460007;93029;0;0;48.915476, 2.460007;Vente;Commerce de proximité
DEP-7-510640;Le Mozart;7;Lundi-Dimanche;;11bis;Rue Mozart;92230;GENNEVILLIERS;;48.92874;2.285148;92036;0;0;48.92874, 2.285148;Vente;Commerce de proximité
DEP-7-510682;Le Diplomate;7;;;60;rue jean-pierre timbaud;92230;GENNEVILLIERS;;48.933584;2.297188;92036;0;0;48.933584, 2.297188;Vente;Commerce de proximité
DEP-7-510276;Tabac Du Centre;7;Lundi-Dimanche;;68;Rue du Gouverneur Général Eboué;92130;ISSY-LES-MOULINEAUX;;48.825399;2.268041;92040;0;0;48.825399, 2.268041;Vente;Commerce de proximité
DEP-7-520285;Café Du Musée;7;Lundi-Dimanche;;110;Avenue du 8 Mai 1945;93150;LE BLANC-MESNIL;;48.946532;2.436705;93007;0;0;48.946532, 2.436705;Vente;Commerce de proximité
DEP-7-520658;Tabac Du Parc;7;;;48;Avenue Ledru-Rollin;94170;LE PERREUX-SUR-MARNE;;48.841036;2.498192;94058;0;0;48.841036, 2.498192;Vente;Commerce de proximité
DEP-7-510551;Le Café Des Sports;7;Lundi-Dimanche;;34;Rue Rivay;92300;LEVALLOIS-PERRET;;48.893458;2.290323;92044;0;0;48.893458, 2.290323;Vente;Commerce de proximité
DEP-7-530630;Le Week End;7;Lundi-Dimanche;;31;Avenue des Dahlias;94240;L'HAŸ-LES-ROSES;;48.777917;2.352546;94038;0;0;48.777917, 2.352546;Vente;Commerce de proximité
DEP-7-540123;Au Petit Robinson;7;Lundi-Dimanche;;1;Avenue Henri Barbusse;94240;L'HAŸ-LES-ROSES;;48.779795;2.327894;94038;0;0;48.779795, 2.327894;Vente;Commerce de proximité
DEP-7-530616;La Civette;7;Lundi-Dimanche;;29;Avenue de la République;94700;MAISONS-ALFORT;;48.802441;2.433;94046;0;0;48.802441, 2.433;Vente;Commerce de proximité
DEP-7-520340;Tabac-Presse;7;Lundi-Dimanche;;35;Boulevard Aristide Briand;93100;MONTREUIL;;48.870101;2.44998;93048;0;0;48.870101, 2.44998;Vente;Commerce de proximité
DEP-7-530576;Le Disque Bleu;7;;;8;Avenue Henri Ginoux;92120;MONTROUGE;;48.815058;2.320729;92049;0;0;48.815058, 2.320729;Vente;Commerce de proximité
DEP-7-540199;Kiosque De La Mairie;7;Lundi-Dimanche;;133;Avenue Achille Peretti;92200;NEUILLY-SUR-SEINE;;48.88426;2.269076;92051;0;0;48.88426, 2.269076;Vente;Commerce de proximité
DEP-7-530256;Le Ventadour;7;;;46;Rue des Petits Champs;75002;PARIS;;48.86739;2.334462;75102;0;0;48.86739, 2.334462;Vente;Commerce de proximité
DEP-7-530525;Cherche Midi Presse;7;;;52;Rue du Cherche-Midi;75006;PARIS;;48.849165;2.325585;75106;0;0;48.849165, 2.325585;Vente;Commerce de proximité
DEP-7-530595;Tabac Des Ministères;7;Lundi-Dimanche;;45;Rue Vaneau;75007;PARIS;;48.851393;2.319276;75107;0;0;48.851393, 2.319276;Vente;Commerce de proximité
DEP-7-520349;Le Lutétia;7;Lundi-Dimanche;;156;Rue la Fayette;75010;PARIS;;48.879124;2.356719;75110;0;0;48.879124, 2.356719;Vente;Commerce de proximité
DEP-7-520495;Le Balto;7;;;125;Boulevard de Magenta;75010;PARIS;;48.880303;2.35213;75110;0;0;48.880303, 2.35213;Vente;Commerce de proximité
DEP-7-530249;Tabac Tolbiac;7;Lundi-Dimanche;;34;Rue de Tolbiac;75013;PARIS;;48.82847;2.372673;75113;0;0;48.82847, 2.372673;Vente;Commerce de proximité
DEP-7-530392;Le Narval;7;Lundi-Dimanche;;58;Rue Jeanne d'Arc;75013;PARIS;;48.831514;2.366237;75113;0;0;48.831514, 2.366237;Vente;Commerce de proximité
DEP-7-530555;Civette Nationale;7;;;10;Place Pinel;75013;PARIS;;48.833642;2.361778;75113;0;0;48.833642, 2.361778;Vente;Commerce de proximité
DEP-7-510544;Tabac Art Et Galerie;7;Lundi-Dimanche;;177;Rue de Vaugirard;75015;PARIS;;48.843126;2.313502;75115;0;0;48.843126, 2.313502;Vente;Commerce de proximité
DEP-7-540480;Le Brazza;7;Lundi-Dimanche;;296;Rue de Vaugirard;75015;PARIS;;48.838279;2.298186;75115;0;0;48.838279, 2.298186;Vente;Commerce de proximité
DEP-7-510634;La Parisienne;7;;;57;Avenue Mozart;75016;PARIS;;48.854733;2.269597;75116;0;0;48.854733, 2.269597;Vente;Commerce de proximité
DEP-7-540260;Tabac Presse;7;Lundi-Dimanche;;36;Avenue Simon Bolivar;75019;PARIS;;48.87516;2.382603;75119;0;0;48.87516, 2.382603;Vente;Commerce de proximité
DEP-7-520112;Le Fuégo;7;Lundi-Dimanche;;80;Avenue Lénine (Pierrefitte-sur-Seine);93380;SAINT-DENIS;;48.957902;2.358401;93066;0;0;48.957902, 2.358401;Vente;Commerce de proximité
DEP-7-520410;Le Balto;7;Lundi-Dimanche;;1;Rue de Paris;93380;SAINT-DENIS;;48.963423;2.359349;93066;0;0;48.963423, 2.359349;Vente;Commerce de proximité
DEP-7-540176;Le Khedive;7;Lundi-Dimanche;;3;Place Victor Hugo;93200;SAINT-DENIS;;48.935725;2.358232;93066;0;0;48.935725, 2.358232;Vente;Commerce de proximité
DEP-7-520707;Rougemont Presse;7;Lundi-Dimanche;;2;Rue Pierre Brossolette;93270;SEVRAN;;48.933571;2.511027;93071;0;0;48.933571, 2.511027;Vente;Commerce de proximité
DEP-7-540626;Au Soleil Levant;7;Lundi-Dimanche;;83;Avenue Victor Hugo;92170;VANVES;;48.825328;2.292138;92075;0;0;48.825328, 2.292138;Vente;Commerce de proximité
DEP-7-520704;Le Rallye;7;Lundi-Dimanche;;17;Rue du Général de Gaulle;94350;VILLIERS-SUR-MARNE;;48.82674;2.538995;94079;0;0;48.82674, 2.538995;Vente;Commerce de proximité
DEP-7-540640;Le Bergerac;7;Lundi-Dimanche;;108;Rue Etienne Dolet;94140;ALFORTVILLE;;48.790207;2.42575;94002;0;0;48.790207, 2.42575;Vente;Commerce de proximité
DEP-7-530573;La Royale;7;Lundi-Dimanche;;122;Rue Marius Sidobre;94110;ARCUEIL;;48.80678;2.335989;94003;0;0;48.80678, 2.335989;Vente;Commerce de proximité
DEP-7-510654;Le Renitas;7;;;102;Avenue d’Argenteuil;92600;ASNIÈRES-SUR-SEINE;;48.914921;2.283115;92004;0;0;48.914921, 2.283115;Vente;Commerce de proximité
DEP-7-520703;Tabac Le Jaurès;7;;;203;Avenue Jean Jaures;93000;BOBIGNY;;48.909887;2.437219;93008;0;0;48.909887, 2.437219;Vente;Commerce de proximité
DEP-7-520458;Tabac Suzanne;7;Lundi-Dimanche;;24;Avenue Suzanne Buisson;93140;BONDY;;48.913787;2.480715;93010;0;0;48.913787, 2.480715;Vente;Commerce de proximité
DEP-7-520681;Tabac Du Centre;7;Lundi-Dimanche;;64;Rue Jules Guesde;93140;BONDY;;48.903208;2.479534;93010;0;0;48.903208, 2.479534;Vente;Commerce de proximité
DEP-7-520520;La Navette De Bry;7;Lundi-Dimanche;;1;Place Daguerre;94360;BRY-SUR-MARNE;;48.8344;2.519495;94015;0;0;48.8344, 2.519495;Vente;Commerce de proximité
DEP-7-510237;La Belle Colombes;7;Lundi-Dimanche;;125;Avenue de Stalingrad;92700;COLOMBES;;48.931824;2.266467;92025;0;0;48.931824, 2.266467;Vente;Commerce de proximité
DEP-7-520727;Les Mortefontaines;7;Lundi-Dimanche;;63;Avenue Mathieu Chazotte;95170;DEUIL-LA-BARRE;;48.971396;2.320979;95197;0;0;48.971396, 2.320979;Vente;Commerce de proximité
DEP-7-520613;Tabac Le Val;7;Lundi-Dimanche;;10;Avenue du Val de Fontenay;94120;FONTENAY-SOUS-BOIS;;48.853548;2.488092;94033;0;0;48.853548, 2.488092;Vente;Commerce de proximité
DEP-7-520685;L'Imprévu;7;;;1;Avenue Paul Vaillant-Couturier;93120;LA COURNEUVE;;48.91822;2.407618;93027;0;0;48.91822, 2.407618;Vente;Commerce de proximité
DEP-7-520338;Les Copains;7;;;213;Avenue Paul Vaillant Couturier;93150;LE BLANC-MESNIL;;48.923985;2.462867;93007;0;0;48.923985, 2.462867;Vente;Commerce de proximité
DEP-7-530574;Tabac La Plume Veroute;7;Lundi-Dimanche;;25;Avenue Charles Gide;94270;LE KREMLIN-BICÊTRE;;48.806977;2.353682;94043;0;0;48.806977, 2.353682;Vente;Commerce de proximité
DEP-7-510401;Tabac Du Marché;7;;;10;Avenue de la Libération;92350;LE PLESSIS-ROBINSON;;48.776907;2.256164;92060;0;0;48.776907, 2.256164;Vente;Commerce de proximité
DEP-7-530261;Tabac Des Arcades;7;Lundi-Dimanche;;163;Rue Pdt Francois Mitterrand;91160;LONGJUMEAU;;48.690083;2.288936;91345;0;0;48.690083, 2.288936;Vente;Commerce de proximité
DEP-7-510431;Café De La Gare;7;Lundi-Dimanche;;19;Rue Banès;92190;MEUDON;;48.808169;2.240946;92048;0;0;48.808169, 2.240946;Vente;Commerce de proximité
DEP-7-520720;Tabac De La Paix;7;Lundi-Dimanche;;148;Rue des Ruffins;93100;MONTREUIL;;48.861075;2.474454;93048;0;0;48.861075, 2.474454;Vente;Commerce de proximité
DEP-7-510645;La Civette De L'Ile;7;Lundi-Dimanche;;27;Boulevard du Général Leclerc;92000;NANTERRE;;48.89748;2.194316;92050;0;0;48.89748, 2.194316;Vente;Commerce de proximité
DEP-7-510473;La Royale;7;Lundi-Dimanche;;91;Rue Perronet;92200;NEUILLY-SUR-SEINE;;48.88697;2.270318;92051;0;0;48.88697, 2.270318;Vente;Commerce de proximité
DEP-7-520564;Le Magnanou;7;Lundi-Dimanche;;33;Avenue Galliéni;93130;NOISY-LE-SEC;;48.899684;2.464469;93053;0;0;48.899684, 2.464469;Vente;Commerce de proximité
DEP-7-530494;Le Tabac Du Chatelet;7;;;8;Rue Saint-Denis;75001;PARIS;;48.858423;2.347554;75101;0;0;48.858423, 2.347554;Vente;Commerce de proximité
DEP-7-520469;Le Tabac De Rivoli;7;;;44;Rue de Rivoli;75004;PARIS;;48.856728;2.355227;75104;0;0;48.856728, 2.355227;Vente;Commerce de proximité
DEP-7-520574;Le Saint-Louis;7;Lundi-Dimanche;;37;Rue des Deux Ponts;75004;PARIS;;48.852335;2.356874;75104;0;0;48.852335, 2.356874;Vente;Commerce de proximité
DEP-7-530380;Le Mirbel;7;;;4;Rue de Mirbel;75005;PARIS;;48.840813;2.352403;75105;0;0;48.840813, 2.352403;Vente;Commerce de proximité
DEP-7-530598;Civette St Michel;7;;;137;Boulevard Saint-Michel;75005;PARIS;;48.841817;2.338028;75105;0;0;48.841817, 2.338028;Vente;Commerce de proximité
DEP-7-530635;La Civette Brea;7;;;54;Rue Notre-Dame des Champs;75006;PARIS;;48.843782;2.330756;75106;0;0;48.843782, 2.330756;Vente;Commerce de proximité
DEP-7-530524;Tabac Cave À Cigare;7;;;20;Avenue Bosquet;75007;PARIS;;48.858449;2.303398;75107;0;0;48.858449, 2.303398;Vente;Commerce de proximité
DEP-7-540491;Aux Ministères;7;Lundi-Dimanche;;53;Avenue de Ségur;75007;PARIS;;48.849802;2.308432;75107;0;0;48.849802, 2.308432;Vente;Commerce de proximité
DEP-7-510497;Le Pot À Tabac;7;;;28;Rue de la Pépinière;75008;PARIS;;48.875024;2.32037;75108;0;0;48.875024, 2.32037;Vente;Commerce de proximité
DEP-7-520376;Le Gallia;7;Lundi-Dimanche;;39;Rue Saint-Ambroise;75011;PARIS;;48.863036;2.379096;75111;0;0;48.863036, 2.379096;Vente;Commerce de proximité
DEP-7-520612;Le Royal Tabac;7;;;58;Avenue Ledru-Rollin;75012;PARIS;;48.84842;2.372516;75112;0;0;48.84842, 2.372516;Vente;Commerce de proximité
DEP-7-530552;Tabac - Presse;7;;;129;Boulevard Masséna;75013;PARIS;;48.819006;2.361861;75113;0;0;48.819006, 2.361861;Vente;Commerce de proximité
DEP-7-510365;Le Wilson;7;;;75;Rue Labrouste;75015;PARIS;;48.831697;2.306182;75115;0;0;48.831697, 2.306182;Vente;Commerce de proximité
DEP-7-510566;Kennedy Eiffel;7;Lundi-Dimanche;;16;Avenue du Président Kennedy;75016;PARIS;;48.857096;2.286648;75116;0;0;48.857096, 2.286648;Vente;Commerce de proximité
DEP-7-510507;Le Carolène;7;;;56;Rue Berzélius;75017;PARIS;;48.894351;2.319844;75117;0;0;48.894351, 2.319844;Vente;Commerce de proximité
DEP-7-510589;Le Rallye;7;;;29;Rue Brochant;75017;PARIS;;48.889431;2.318442;75117;0;0;48.889431, 2.318442;Vente;Commerce de proximité
DEP-7-510479;Le Rallye;7;;;79;Boulevard Barbès;75018;PARIS;;48.89144;2.349398;75118;0;0;48.89144, 2.349398;Vente;Commerce de proximité
DEP-7-510648;La Rotonde Hébertine;7;;;3;Place Hébert;75018;PARIS;;48.892973;2.363359;75118;0;0;48.892973, 2.363359;Vente;Commerce de proximité
DEP-7-510580;L'Orangerie;7;Lundi-Dimanche;;33;Rue Jean Jaurès;92800;PUTEAUX;;48.884001;2.245416;92062;0;0;48.884001, 2.245416;Vente;Commerce de proximité
DEP-2-600011;Tabac De La Gare;2;Lundi-Samedi;EVRY;24;Cours Blaise Pascal;91000;ÉVRY-COURCOURONNES;;48.626706;2.430279;91228;0;0;48.626706, 2.430279;Vente;Commerce de proximité
DEP-2-600032;Tabac Le Marigny;2;;;2;Avenue du Président Wilson;94450;LIMEIL-BRÉVANNES;;48.751351;2.491027;94044;0;0;48.751351, 2.491027;Vente;Commerce de proximité
DEP-2-600038;Le Passage;2;;;27;Rue de la Gare;91800;BRUNOY;;48.698915;2.505811;91114;0;0;48.698915, 2.505811;Vente;Commerce de proximité
DEP-2-600065;Tabac Presse;2;;;2;Place Pierre Bérégovoy;93420;VILLEPINTE;;48.946715;2.556042;93078;0;0;48.946715, 2.556042;Vente;Commerce de proximité
DEP-2-600071;Grain De Cafe;2;;;15;Rue de Versailles;78150;LE CHESNAY-ROCQUENCOURT;;48.817348;2.127668;78158;0;0;48.817348, 2.127668;Vente;Commerce de proximité
DEP-2-600086;Civette Des Erables;2;;;25;Rue des Erables;78150;LE CHESNAY-ROCQUENCOURT;;48.834378;2.118412;78158;0;0;48.834378, 2.118412;Vente;Commerce de proximité
DEP-2-600104;Au Maryland;2;;;7;Rue de Gisors;95300;PONTOISE;;49.051885;2.096564;95500;0;0;49.051885, 2.096564;Vente;Commerce de proximité
DEP-2-600105;Le Saint Laurent;2;;;9;Rue des Linandes Beiges;95000;CERGY;;49.043725;2.068249;95127;0;0;49.043725, 2.068249;Vente;Commerce de proximité
DEP-2-600108;La Tabatiere;2;;;23;Mail Mendès France;95490;VAURÉAL;;49.023369;2.029107;95637;0;0;49.023369, 2.029107;Vente;Commerce de proximité
DEP-2-600139;Le Teminus;2;Lundi-Samedi;14 Pl. du 8 Mai 1945;;Rue de la Marne;78200;MANTES-LA-JOLIE;;48.98678;1.712308;78361;0;0;48.98678, 1.712308;Vente;Commerce de proximité
DEP-2-600146;Tabac De La Mairie;2;;;28;Rue Grande;77300;FONTAINEBLEAU;;48.404487;2.700992;77186;0;0;48.404487, 2.700992;Vente;Commerce de proximité
DEP-2-600163;Pezet Philippe;2;;;9;Rue d'Athènes;78990;ÉLANCOURT;;48.792507;1.971978;78208;0;0;48.792507, 1.971978;Vente;Commerce de proximité
DEP-2-600172;Herreruela;2;Lundi-Samedi;;43;Avenue de Chevincourt;78114;MAGNY-LES-HAMEAUX;;48.718624;2.101574;78356;0;0;48.718624, 2.101574;Vente;Commerce de proximité
DEP-2-600178;Chou Anthony;2;;;36;Rue Georges Haussmann;78280;GUYANCOURT;;48.766971;2.078497;78297;0;0;48.766971, 2.078497;Vente;Commerce de proximité
DEP-2-600201;Tabac Presse Cadet De Vaux;2;Lundi-Samedi;C.COMMERCIAL CADET DE VAUX;3;Avenue Carnot;95130;FRANCONVILLE;;48.990367;2.230639;95252;0;0;48.990367, 2.230639;Vente;Commerce de proximité
DEP-2-600225;Le Balto;2;;;30;Rue de Paris;95420;MAGNY-EN-VEXIN;;49.154501;1.786892;95355;0;0;49.154501, 1.786892;Vente;Commerce de proximité
DEP-2-600231;Au Bon Accueil;2;;;33;Avenue de l'Europe;78200;MAGNANVILLE;;48.966823;1.681621;78354;0;0;48.966823, 1.681621;Vente;Commerce de proximité
DEP-2-600247;Presse Tabac;2;;;54;Rue de Stalingrad;95120;ERMONT;;48.985826;2.256485;95219;0;0;48.985826, 2.256485;Vente;Commerce de proximité
DEP-2-600252;L'Escale;2;;;105;Boulevard de la République;92420;VAUCRESSON;;48.837289;2.153154;92076;0;0;48.837289, 2.153154;Vente;Commerce de proximité
DEP-2-600261;Tabac Des Meurisier;2;;;2;Rue Maurice Ravel;95280;JOUY-LE-MOUTIER;;49.010775;2.028458;95323;0;0;49.010775, 2.028458;Vente;Commerce de proximité
DEP-2-600284;Au Chapeau Rouge;2;Lundi-Samedi;;2;Rue de l'Armée Patton;91640;BRIIS-SOUS-FORGES;;48.624182;2.12474;91111;0;0;48.624182, 2.12474;Vente;Commerce de proximité
DEP-2-600337;Tabac Du Vert Galant;2;;;11;Avenue de la Gare;93420;VILLEPINTE;;48.945366;2.565321;93078;0;0;48.945366, 2.565321;Vente;Commerce de proximité
DEP-2-600352;Le Borneo;2;;;32bis;Route de Fleury;91170;VIRY-CHÂTILLON;;48.656006;2.370791;91687;0;0;48.656006, 2.370791;Vente;Commerce de proximité
DEP-2-600359;Le Tabac De La Gare;2;;;;Place du 8 Mai 1945;95190;GOUSSAINVILLE;;49.023947;2.462996;95280;0;0;49.023947, 2.462996;Vente;Commerce de proximité
DEP-2-600372;Auchan;2;Lundi-Samedi;;28;Avenue de Paris;95230;SOISY-SOUS-MONTMORENCY;;48.990842;2.290215;95598;0;0;48.990842, 2.290215;Vente;Commerce de proximité
DEP-2-600375;"Le ""37""";2;;;37;Rue de Paris;77140;NEMOURS;;48.267117;2.693946;77333;0;0;48.267117, 2.693946;Vente;Commerce de proximité
DEP-2-600376;Snc Zhang Yang;2;Mardi-Dimanche;;23;Rue des Eglantiers;91700;SAINTE-GENEVIÈVE-DES-BOIS;;48.638747;2.330972;91549;0;0;48.638747, 2.330972;Vente;Commerce de proximité
DEP-2-600388;Kuoch;2;;;22;Rue Pierre Semard;78190;TRAPPES;;48.774976;2.005408;78621;0;0;48.774976, 2.005408;Vente;Commerce de proximité
DEP-2-600389;Le Celtique;2;;;7;Place du 8 Mai 1945;95480;PIERRELAYE;;49.019664;2.153712;95488;0;0;49.019664, 2.153712;Vente;Commerce de proximité
DEP-2-600394;Tabac Du Moulin;2;;Centre Commercial Leclerc;28;Route de Grigny;91170;VIRY-CHÂTILLON;;48.66357;2.37646;91687;0;0;48.66357, 2.37646;Vente;Commerce de proximité
DEP-2-600396;Le Renouveau;2;;Centre commercial;10;Place de la Gare;95370;MONTIGNY-LÈS-CORMEILLES;;49.001619;2.21303;95424;0;0;49.001619, 2.21303;Vente;Commerce de proximité
DEP-2-600509;La Civette Saint Pierre;2;Lundi-Samedi;;24;Avenue de Saint-Cloud;78000;VERSAILLES;;48.804632;2.131704;78646;0;0;48.804632, 2.131704;Vente;Commerce de proximité
DEP-2-600631;Wu Jinyong;2;;;1;Passage des Lombards;78180;MONTIGNY-LE-BRETONNEUX;;48.78422;2.04464;78423;0;0;48.78422, 2.04464;Vente;Commerce de proximité
DEP-2-601265;Lam Lan Anh;2;Lundi-Mercredi & Vendredi-Dimanche;;7;Boulevard Martin Luther King;78190;TRAPPES;;48.773074;1.987889;78621;0;0;48.773074, 1.987889;Vente;Commerce de proximité
DEP-2-601271;Le Cafe Des Sports;2;LundiMercredi-Dimanche;;19;Rue de la Pecherie;77120;COULOMMIERS;;48.812482;3.08323;77131;0;0;48.812482, 3.08323;Vente;Commerce de proximité
DEP-2-601282;Le Longchamp;2;Mardi-Dimanche;;29;Rue Beaurepaire;77120;COULOMMIERS;;48.813715;3.083808;77131;0;0;48.813715, 3.083808;Vente;Commerce de proximité
DEP-2-601317;Le Batavia;2;;;115;Boulevard Roger Salengro;78711;MANTES-LA-VILLE;;48.982274;1.697751;78362;0;0;48.982274, 1.697751;Vente;Commerce de proximité
DEP-2-601318;Le Soulier D'Or;2;;;16;Rue Jean Hoet;78200;MANTES-LA-JOLIE;;48.996931;1.710845;78361;0;0;48.996931, 1.710845;Vente;Commerce de proximité
DEP-2-601325;Bar Tabac De La Mairie;2;;;72;Rue Désiré Thoison;77130;CANNES-ÉCLUSE;;48.364804;2.982717;77061;0;0;48.364804, 2.982717;Vente;Commerce de proximité
DEP-2-601337;Cafe Le Marly;2;;;8;Rue Carnot;78160;MARLY-LE-ROI;;48.87126;2.095573;78372;0;0;48.87126, 2.095573;Vente;Commerce de proximité
DEP-2-601339;Accueil Gare;2;;;;Place de la Gare;77100;MEAUX;;48.95723;2.873923;77284;0;0;48.95723, 2.873923;Vente;Commerce de proximité
DEP-2-601340;Le Cathec;2;;;61;Rue Pierre Trouvé;78660;ABLIS;;48.516789;1.835311;78003;0;0;48.516789, 1.835311;Vente;Commerce de proximité
DEP-2-601349;Tabac Le Sully;2;;;1;Rue Régine Pernoud;78710;ROSNY-SUR-SEINE;;48.999458;1.638402;78531;0;0;48.999458, 1.638402;Vente;Commerce de proximité
DEP-2-601351;Tabac Presse Papiers Freneuse;2;Mardi-Dimanche;;2bis;Rue Charles de Gaulle;78840;FRENEUSE;;49.040476;1.593635;78255;0;0;49.040476, 1.593635;Vente;Commerce de proximité
DEP-2-601353;Tabac Presse Andresy;2;Lundi-Samedi;;55;Avenue des Robaresses;78570;ANDRÉSY;;48.990063;2.057723;78015;0;0;48.990063, 2.057723;Vente;Commerce de proximité
DEP-2-601356;Le Fontenoy;2;Lundi-Samedi;;160;Rue Paul Doumer;78510;TRIEL-SUR-SEINE;;48.979787;2.003966;78624;0;0;48.979787, 2.003966;Vente;Commerce de proximité
DEP-2-601361;Le Viking;2;Mardi-Dimanche;;6;Avenue du Marechal Foch;78630;ORGEVAL;;48.91987;1.975875;78466;0;0;48.91987, 1.975875;Vente;Commerce de proximité
DEP-2-601371;Les Cigares Du Pharaon;2;;;60b;Avenue de la Jonchere;77600;CHANTELOUP-EN-BRIE;;48.856459;2.739361;77085;0;0;48.856459, 2.739361;Vente;Commerce de proximité
DEP-2-601385;Defosse Cyril;2;;Centre commercial Intermarche;;Rue Vincent Van Gogh;78114;MAGNY-LES-HAMEAUX;;48.72397;2.084313;78356;0;0;48.72397, 2.084313;Vente;Commerce de proximité
DEP-2-601390;Chambourcy Presse;2;Mardi-Dimanche;;1;Place de la Mairie;78240;CHAMBOURCY;;48.905848;2.039342;78133;0;0;48.905848, 2.039342;Vente;Commerce de proximité
DEP-2-601391;Tabac Civette De Medicis;2;;C.CIAL WESTFIELD CARRE SENART;122;Avenue Pierre Point;77127;LIEUSAINT;;48.628257;2.560084;77251;0;0;48.628257, 2.560084;Vente;Commerce de proximité
DEP-2-601397;Tabac Des Hbm;2;;;4;Rue de Bricquebec;94190;VILLENEUVE-SAINT-GEORGES;;48.740227;2.453532;94078;0;0;48.740227, 2.453532;Vente;Commerce de proximité
DEP-2-601399;Tabac Au Papyrus;2;;;43;Avenue Henri Dunant;77100;MEAUX;;48.950428;2.894019;77284;0;0;48.950428, 2.894019;Vente;Commerce de proximité
DEP-2-601406;La Ferte Presse;2;;;2;Place de l’Hotel de Ville;77260;LA FERTÉ-SOUS-JOUARRE;;48.95037;3.129531;77183;0;0;48.95037, 3.129531;Vente;Commerce de proximité
DEP-2-601414;Le Relais Du Monte Cristo;2;Mardi-Dimanche;;2;Avenue du Général Leclerc;78230;LE PECQ;;48.887213;2.101776;78481;0;0;48.887213, 2.101776;Vente;Commerce de proximité
DEP-2-601423;Tabac La Havane Cc Ulis 2;2;Lundi-Samedi;Centre Commercial Ulis 2;;Les Ulis 2;91940;LES ULIS;;48.675764;2.175444;91692;0;0;48.675764, 2.175444;Vente;Commerce de proximité
DEP-2-601425;Tabac Arthur Rimbaud;2;;;10;Place Arthur Rimbaud;94450;LIMEIL-BRÉVANNES;;48.751803;2.473489;94044;0;0;48.751803, 2.473489;Vente;Commerce de proximité
DEP-2-601431;Le Khedive;2;Lundi-Samedi;;32;Rue Louis Moreau;91150;ÉTAMPES;;48.435964;2.160363;91223;0;0;48.435964, 2.160363;Vente;Commerce de proximité
DEP-2-601442;Tabacado;2;;;1;Rue de Paris;77220;TOURNAN-EN-BRIE;;48.740272;2.765139;77470;0;0;48.740272, 2.765139;Vente;Commerce de proximité
DEP-2-601447;Cafe De La Gare;2;;;2;Avenue Fernand Fourcade;95560;MONTSOULT;;49.066562;2.321751;95430;0;0;49.066562, 2.321751;Vente;Commerce de proximité
DEP-2-601451;Neau Sotheavy;2;;;8bis;Rue Jean Jaurès;77410;CLAYE-SOUILLY;;48.944644;2.681761;77118;0;0;48.944644, 2.681761;Vente;Commerce de proximité
