PdEId;PdEVersion;ZdCId;ZdCVersion;ZdAId;ZdAVersion;ArRId;ArRVersion;ArTId;ArTVersion;ArRGeopoint;ArTGeopoint
;;72506;72506;45038;45038-72506;19122;1385144-45038;50141897;1582272-1385144;48.91121893406604, 2.49107948947591;48.91120941979837, 2.490956791579736
;;72810;72810;44731;44731-72810;17117;17117-44731;50180107;1772367-17117;48.70230799245759, 2.536652650615438;48.70230793967834, 2.5366390622315804
;;72810;72810;44731;44731-72810;17118;1383827-44731;50180108;1772366-1383827;48.7024516896408, 2.5365970211383218;48.70245163685522, 2.5365834327171615
;;72854;72854;55152;55152-72854;14978;14978-55152;50190028;1640848-14978;48.731119671464576, 2.568484424571134;48.731110579089965, 2.5684573070562404
;;72864;72864;55107;55107-72864;14848;1467372-55107;50190013;1480161-1467372;48.7383415512292, 2.5536571078775534;48.738332455542846, 2.553629989194728
;;63183;63183;56446;56446-63183;17331;1383848-56446;50190454;1604931-1383848;48.71835888579004, 2.4999314251506566;48.71834977774494, 2.499904326198598
;;63183;63183;56446;56446-63183;17383;17383-56446;50180252;1772231-17383;48.71866622324356, 2.500295498518501;48.71872013103647, 2.5002813897822582
;;63136;63136;53861;53861-63136;17053;1395817-53861;50180087;1772387-1395817;48.71295103961354, 2.464209881660834;48.71295103961354, 2.464209881660834
;;63136;63136;53861;53861-63136;17052;1468057-53861;50190288;1605038-1468057;48.712978876283636, 2.4643998801124947;48.71296982113897, 2.4643863812240903
;;69650;69650;56512;56512-69650;17101;1383663-56512;50190327;1605010-1383663;48.74491726154162, 2.4763803190935425;48.74491714225524, 2.476353120281553
;;63129;63129;56444;56444-63129;17305;1256659-56444;50181134;1771831-1256659;48.7131995768798, 2.46950811962801;48.71320881270978, 2.4695623929007238
;;63112;1383317;56583;1383316-1383317;20536;1395554-1383316;50180307;1772185-1395554;48.7114196998418, 2.4882821594845375;48.71143774646058, 2.4882955740388786
;;63112;1383317;56583;1383316-1383317;20536;1395554-1383316;50190439;1640785-1395554;48.7114196998418, 2.4882821594845375;48.71141058909731, 2.488255066161705
;;69641;69641;56508;56508-69641;17078;1467813-56508;50190651;1640751-1467813;48.74206876801374, 2.4894641641612667;48.74205965777762, 2.4894370547321234
;;63148;63148;56436;56436-63148;17278;1383092-56436;50181132;1771833-1383092;48.71515945477439, 2.4754008562760914;48.71515058015309, 2.4754281298909393
;;69666;1300841;56502;1300840-1300841;17084;1467369-1300840;50190299;1605032-1467369;48.747752833436344, 2.4810441403401713;48.747752715212684, 2.481016940040625
;;65712;843875;54810;843878-843875;14563;1463933-843878;50196966;1827341-1463933;48.98389293564613, 2.4592036115428284;48.98391030360827, 2.459066805235606
;;72757;72757;57286;57286-72757;19071;1208669-57286;50185303;1467563-1208669;48.95217162329443, 2.4867599735926507;48.952162514162275, 2.486732755123045
;;66052;66052;46357;46357-66052;14623;1351283-46357;50196928;1827374-1351283;48.9959638637882, 2.426963468276166;48.99597292085867, 2.426977034155444
;;66052;66052;46358;46358-66052;14635;1185918-46358;50196943;1827361-1185918;48.996628967834816, 2.4278375859963117;48.996669593868, 2.4278713034900172
;;66149;1319874;54827;1319873-1319874;14618;904052-1319873;50196927;1827375-904052;49.000162512367865, 2.4286938509806535;49.00009989516578, 2.428762873814384
;;66188;843904;54825;843905-843904;14610;1377676-843905;50196915;1827386-1377676;49.00163201833667, 2.4238394815230864;49.001659452869276, 2.4239348481460086
;;72672;1487023;42196;1487022-1487023;19134;1319588-1487022;50184658;1444995-1319588;48.936190772811266, 2.4950257366292377;48.93607295164949, 2.494808481095054
;;72672;1487023;42196;1487022-1487023;19182;1319584-1487022;50184657;1444999-1319584;48.93555422145467, 2.4933529881253396;48.93554511367879, 2.493325777195848
;;72711;72711;57284;57284-72711;19521;1377588-57284;50196745;1827497-1377588;48.94391662968112, 2.4952920289562326;48.94392562198836, 2.4952919416984183
;;72711;72711;57284;57284-72711;19521;1377588-57284;50184908;1467695-1377588;48.94391662968112, 2.4952920289562326;48.94390752241606, 2.4952648133123967
;;72711;72711;57284;57284-72711;19413;1377593-57284;50184906;1682162-1377593;48.94466327829828, 2.4953530447008316;48.94465411357919, 2.4953121770088247
;;72711;72711;57284;57284-72711;19343;1377585-57284;50184905;1467698-1377585;48.943926369062275, 2.4954694106232442;48.94391726183757, 2.495442194943254
;;65879;65879;54813;54813-65879;14572;1377462-54813;50196870;1827413-1377462;48.99033260955455, 2.4360166642653684;48.990331581757985, 2.4357980470320784
;;61886;61886;44984;44984-61886;30380;1465027-44984;50169009;1702128-1465027;48.52227038791942, 2.5708391882490056;48.52227033902697, 2.5708256464749994
;;62089;62089;55258;55258-62089;30374;30374-55258;50191581;1640920-30374;48.553730762915194, 2.5263669252319447;48.5537217135879, 2.5263534566527
;;62014;1284909;55259;1284908-1284909;30377;1284906-1284908;50191411;1483370-1284906;48.542162016114034, 2.5263088604343444;48.54215291272997, 2.5262818479715143
;;62014;1284909;55259;1284908-1284909;30376;1284907-1284908;50191410;1637265-1284907;48.54218938018286, 2.52640344475394;48.542180276820474, 2.526376432260591
;;61917;1284834;55254;1284835-1284834;30401;1284836-1284835;50191405;1641001-1284836;48.52691170267843, 2.544107198468729;48.52690265516598, 2.544093733715975
;;61726;61726;55221;55221-61726;30313;1466922-55221;50191333;1641033-1466922;48.47632440846641, 2.555316634936643;48.47631536186293, 2.555303181226306
;;61691;61691;55205;55205-61691;30322;1466886-55205;50191313;1641042-1466886;48.45983747325505, 2.530459998067382;48.45983741975987, 2.5304464724312377
;;61626;61626;55264;55264-61626;30405;1466857-55264;50191291;1641053-1466857;48.43150496741636, 2.5852750210299744;48.43150487291236, 2.5852479842380474
;;61894;1375797;55234;1375796-1375797;427301;1109455-1375796;50191288;1641055-1109455;48.52348147199798, 2.560076540717908;48.52347242626978, 2.5600630740914294
;;61739;61739;55224;55224-61739;30365;1466851-55224;50191549;1640936-1466851;48.48112984799054, 2.54855073425856;48.48112080065458, 2.5485372804826922
;;61731;61731;55261;55261-61731;30360;1466785-55261;50191204;1483750-1466785;48.478420926648106, 2.5053698459567055;48.47841181804866, 2.5053428699232785
;;61753;61753;55223;55223-61753;30346;30346-55223;50191202;1483754-30346;48.485946055731716, 2.5353959997425144;48.48584937586994, 2.535978766375262
;;427295;898856;45082;1237222-898856;30389;1466741-1237222;50169421;1702113-1466741;48.52073954146389, 2.565462083953536;48.52073049632611, 2.5654486171022945
;;427295;898856;45082;1237222-898856;30388;1284406-1237222;50191295;1641050-1284406;48.52057410138113, 2.564501990807371;48.52056505613339, 2.5644885241641573
;;61884;61884;55250;55250-61884;30452;30452-55250;50191173;1483804-30452;48.522000773934394, 2.539653893370847;48.521991673435494, 2.5396268889749356
;;61884;61884;55250;55250-61884;30452;30452-55250;50169225;1315356-30452;48.522000773934394, 2.539653893370847;48.522000773934394, 2.539653893370847
;;62201;1317606;55249;1317605-1317606;30300;1466725-1317605;50169456;1702112-1466725;48.5704082304658, 2.530797663873171;48.57039918176207, 2.5307841902424815
;;61648;61648;55263;55263-61648;30286;1466682-55263;50191074;1637464-1466682;48.44066709088347, 2.561283805390544;48.44065799472036, 2.5612568390548396
;;61648;61648;55263;55263-61648;30285;30285-55263;50191073;1484002-30285;48.44058562523223, 2.561149274385599;48.440576529037976, 2.5611223081149994
;;61655;1327492;55215;1327493-1327492;30440;1466679-1327493;50191072;1484004-1466679;48.442805490841266, 2.5581153918777413;48.44279639397319, 2.5580884249930236
;;62113;62113;55246;55246-62113;30279;30279-55246;50191065;1641166-30279;48.55726962145332, 2.5318096562068715;48.55726057276815, 2.531796185778722
;;62180;62180;55244;55244-62180;479409;1283824-55244;50169052;1315253-1283824;48.566615388744665, 2.5293542711706314;48.5666063398497, 2.529340798764277
;;61776;1337258;55268;1283770-1337258;477917;1337260-1283770;50169076;1315248-1337260;48.49379637549623, 2.5438263952259286;48.49379637549623, 2.5438263952259286
;;61776;1337258;55268;1283770-1337258;30276;1283769-1283770;50191060;1637470-1283769;48.49451567627889, 2.5437253978036587;48.494506576507305, 2.5436984068440878
;;61904;1283734;55243;1283731-1283734;30428;1283737-1283731;50169222;1315245-1283737;48.52493344526553, 2.54198461691213;48.52493334090492, 2.541957532044655
;;61904;1283734;55243;1283731-1283734;30428;1283737-1283731;50191057;1484030-1283737;48.52493344526553, 2.54198461691213;48.52493334090492, 2.541957532044655
;;61806;61806;55271;55271-61806;30402;1283610-55271;50191017;1641185-1283610;48.50715160818229, 2.535844529760696;48.50715155530253, 2.5358309919226363
;;61721;1489035;55220;1489034-1489035;30422;30422-1489034;50190978;1637512-30422;48.472467422113596, 2.555958121571128;48.472458324964315, 2.555931139825976
;;61704;1374359;55204;1374358-1374359;30251;1466110-1374358;50190947;1484212-1466110;48.465186241999824, 2.520442406751683;48.465186132725826, 2.520415352744728
;;62149;62149;55242;55242-62149;30246;1283315-55242;50190935;1641218-1283315;48.56249323767681, 2.5288085254805113;48.56248418868992, 2.528795054227977
;;61645;61645;55190;55190-61645;30436;1466037-55190;50190906;1484294-1466037;48.43784660263763, 2.59280990733822;48.437846509851, 2.592782867269602
;;427291;898855;427290;898637-898855;427289;898635-898637;50169459;1315089-898635;48.528822858628054, 2.5475171898055375;48.528822858628054, 2.5475171898055375
;;69040;69040;44537;44537-69040;13065;13065-44537;50195692;1779447-13065;48.97154432501784, 2.76406796006948;48.97150832927207, 2.7640544643989915
;;69040;69040;44537;44537-69040;13065;13065-44537;50178568;1408994-13065;48.97154432501784, 2.76406796006948;48.97155334410408, 2.764081578186602
;;68773;68773;54137;54137-68773;13212;1464500-54137;50196077;1779075-1464500;48.93297892304276, 2.7751210474159294;48.932969879273706, 2.775093788678419
;;68845;1494299;53726;1494298-1494299;13019;1494297-1494298;50195733;1779407-1494297;48.94489496760092, 2.6907543579984448;48.94487698277308, 2.690754464930407
;;63924;1562740;43401;1562741-1562740;5893;1562739-1562741;50194964;1720823-1562739;48.80181177311365, 2.085763330415169;48.801803404803024, 2.0858451697836133
;;61604;1490128;55754;1490127-1490128;30725;1432276-1490127;50191617;1482997-1432276;48.42348614962977, 2.739063109552935;48.423486090168026, 2.739036076660886
;;478454;1206810;478453;1206809-1206810;478452;1467329-1206809;50191614;1640906-1467329;48.423533245989866, 2.770556547214778;48.423524223435756, 2.7705430700175104
;;61497;61497;55725;55725-61497;30637;1432256-55725;50191613;1640907-1432256;48.39869881036755, 2.9514039942577774;48.39869880482999, 2.9513904841122485
;;61632;61632;55750;55750-61632;30700;1432250-55750;50191598;1483025-1432250;48.43387847636483, 2.7523144573515195;48.43387841992306, 2.7522874190983995
;;61571;61571;58125;58125-61571;30777;30777-58125;50191585;1483053-30777;48.415712269225125, 2.711491366903516;48.415703207036636, 2.711464387425366
;;61471;61471;44879;44879-61471;15928;882415-44879;50193207;1750539-882415;48.38990255442649, 2.9578561965885406;48.38990254933583, 2.9578418782288507
;;61471;61471;47150;47150-61471;15900;1432232-47150;50193185;1750561-1432232;48.38950632101609, 2.9568020961246364;48.38949731941259, 2.9567885957320024
;;61520;970164;58122;58122-970164;426237;849542-58122;50191574;1483071-849542;48.40270042481583, 2.725492877865478;48.40270036226093, 2.725465855676168
;;61525;1367218;47863;47863-1367218;30593;1326321-47863;50191572;1640924-1326321;48.40401979193721, 2.6912881104700173;48.40401972158818, 2.6912610876458443
;;61930;61930;55751;748623-61930;30716;1229833-748623;50191570;1640926-1229833;48.529270061521565, 2.7509023597313695;48.52927003314269, 2.7508888160173908
;;61930;61930;55751;748623-61930;30715;1229791-748623;50191571;1640925-1229791;48.52914505786784, 2.7513498993845644;48.52913600554635, 2.7513228546740676
;;61797;61797;43911;43911-61797;30562;30562-43911;50191563;1640931-30562;48.504027541110865, 2.8609451323242956;48.50402752526812, 2.860931595079344
;;61635;61635;55745;55745-61635;30692;30692-55745;50191554;1640935-30692;48.433291419720625, 2.7599555197293464;48.43329136501995, 2.7599284817702214
;;61462;1012658;55740;55740-1012658;21678;1432205-55740;50191539;1483139-1432205;48.386613268614454, 2.8507470789042957;48.38661323460071, 2.850720064865291
;;61751;1432203;44770;1432204-1432203;30558;1432200-1432204;50191537;1640939-1432200;48.48516339805135, 2.7003919221831088;48.485154367960405, 2.7003784412278056
;;61675;61675;55714;55714-61675;30599;1432191-55714;50191522;1640950-1432191;48.44851675144874, 2.766201196886176;48.448516698171844, 2.7661741510840554
;;485791;1431616;485790;1431612-1431616;30582;30582-1431612;50191515;1483186-30582;48.41268219157513, 2.69775091153878;48.41267312624063, 2.697723935984902
;;61531;61531;44701;44701-61531;15885;1213485-44701;50191504;1640959-1213485;48.406567313142816, 2.790858387030412;48.406567289313585, 2.7908448749077364
;;61508;1431637;58126;1431638-1431637;30779;30779-1431638;50191496;1483226-30779;48.40146588624781, 2.7207840043752025;48.401465822619826, 2.7207569828260105
;;61975;61975;488458;1492583-61975;488457;1492582-1492583;50199462;1492581-1492582;48.537256660370154, 2.6756303034704505;48.537256660370154, 2.6756303034704505
;;61975;61975;55552;55552-61975;30625;1285067-55552;50169499;1482835-1285067;48.53529381108612, 2.674978717658553;48.53528474143986, 2.6749516829729214
;;61771;61771;55701;748621-61771;30546;1432179-748621;50191486;1640966-1432179;48.49019312805092, 2.697209836774809;48.49019309355414, 2.6971963031765056
;;61532;61532;55668;55668-61532;30740;1249474-55668;50191421;1640993-1249474;48.407818925237216, 2.7213853542181257;48.40781886174657, 2.7213583294028614
;;421136;747214;59386;59386-747214;30730;1432147-59386;50191396;1483400-1432147;48.40915842027177, 2.724810536691741;48.409158357561665, 2.7247835111837873
;;480953;1257287;47132;47132-1257287;15856;1257281-47132;50191384;1641009-1257281;48.38719417126427, 2.8408446391816073;48.387194134994054, 2.8408176248508505
;;61509;861280;44168;861279-861280;15961;1432141-861279;50191379;1483430-1432141;48.40123705852256, 2.7987969444926533;48.40122801609791, 2.798769957411081
;;61491;1309081;44073;44073-1309081;16094;1466951-44073;50191356;1497192-1466951;48.398557517362086, 2.870897314255634;48.39854849133147, 2.870870316161673
;;61548;61548;43996;43996-61548;15963;1800987-43996;50191338;1641030-1800987;48.40929083776182, 2.784469454423594;48.40928181669054, 2.784455978489913
;;61548;61548;47135;715141-61548;16145;1276140-715141;50191434;1640983-1276140;48.41037318410772, 2.7859920083512324;48.410364163216855, 2.785978531878833
;;61688;61688;55706;55706-61688;30563;30563-55706;50191320;1483534-30563;48.45855698951317, 2.800957861368377;48.45855694415633, 2.8009308103633055
;;61603;1234613;55730;55730-1234613;30651;1432038-55730;50191258;1641072-1432038;48.42368674493948, 2.7529166710329736;48.42367772038273, 2.752903196824985
;;61569;61569;55671;55671-61569;30480;1432029-55671;50191253;1641076-1432029;48.41466464807515, 2.7172947686544022;48.41466458365272, 2.7172677403246386
;;61694;61694;55727;55727-61694;30644;1432020-55727;50191239;1483684-1432020;48.461426170606174, 2.8724606083506714;48.461426141542, 2.8724335558170493
;;485795;1432008;412399;1219457-1432008;15919;1431999-1219457;50191232;1641089-1431999;48.393984268852265, 2.8529146102215983;48.39398423533262, 2.852887592394733
;;61488;1432007;43648;1219454-1432007;16096;1213179-1219454;50191229;1483706-1213179;48.395685334529155, 2.8534772468987706;48.39567630451291, 2.8534502532701578
;;61488;1432007;43648;1219454-1432007;16097;1466811-1219454;50191230;1641091-1466811;48.39584742395196, 2.8535983802040454;48.395838410647045, 2.853584895861396
;;61736;1431756;55685;1431755-1431756;30511;30511-1431755;50190969;1641201-30511;48.479646375321316, 2.695904028205865;48.47963734468206, 2.695890549439254
;;61538;61538;55682;55682-61538;30767;1349550-55682;50191218;1483726-1349550;48.40779333084488, 2.7258446372853986;48.40778427186669, 2.7258176593974217
;;61538;61538;55682;55682-61538;30504;1349547-55682;50191217;1637383-1349547;48.407874424306144, 2.7258982647493735;48.4078653653407, 2.7258712868105426
;;462700;1014937;56101;1014942-1014937;16038;1431950-1014942;50191178;1641113-1431950;48.39355031019361, 2.8248714439359706;48.39354129360672, 2.824857965106912
;;61998;1285985;43366;1285984-1285985;30629;1285983-1285984;50191156;1641122-1285983;48.540226956418586, 2.6729703170520462;48.540217923609795, 2.672956826663326
;;61585;61585;55678;55678-61585;30492;1431911-55678;50191148;1641126-1431911;48.41813030262854, 2.729723651221599;48.418130271834244, 2.7297101361582126
;;61585;61585;55678;55678-61585;30491;1431914-55678;50191149;1483846-1431914;48.41821986652358, 2.7295474924957155;48.4181567990379, 2.7295072713177313
;;61690;61690;55723;55723-61690;30622;1431908-55723;50191147;1641127-1431908;48.45845027219994, 2.830755063240464;48.45845023363267, 2.8307280122665497
;;61780;61780;55752;55752-61780;30786;1431902-55752;50193065;1750678-1431902;48.497595794941766, 2.8038011768327316;48.49759575023417, 2.803774105702621
;;61805;61805;43264;43264-61805;30450;1229818-43264;50193053;1750690-1229818;48.50646020905793, 2.7900134853012553;48.5064601612091, 2.789986409609876
;;61805;61805;43264;43264-61805;30297;1431896-43264;50193052;1750691-1431896;48.506828679376554, 2.789808940115493;48.506828655429615, 2.78979540217482
;;61767;1091661;473279;1091662-1091661;30565;1376264-1091662;50191099;1483950-1376264;48.48702546515588, 2.7509810423223326;48.48702540841259, 2.750953976694775
;;61763;1088994;473189;1088846-1088994;30551;30551-1088846;50152523;1608818-30551;48.48740020480632, 2.69558844551106;48.48740020480632, 2.69558844551106
;;61474;1271953;47127;47127-1271953;16179;1271967-47127;50191075;1483998-1271967;48.39080916598461, 2.8037132874179442;48.3908091212533, 2.803686271258863
;;61657;61657;55712;55712-61657;411717;425417-55712;50191000;1641188-425417;48.44341593691439, 2.785303018436636;48.4434069161732, 2.7852895336065346
;;480611;1234643;47144;47144-1234643;30724;1431808-47144;50190995;1641193-1431808;48.421646795245, 2.737220532832932;48.42164676530492, 2.7372070168609723
;;61728;61728;55687;55687-61728;30513;719176-55687;50190979;1484152-719176;48.4773251534612, 2.7029262613329212;48.47731608975516, 2.7028992516718424
;;61647;1014904;55742;55742-1014904;30687;1431668-55742;50190842;1637588-1431668;48.440166050334646, 2.7562193908760646;48.44016599478293, 2.756192349383017
;;61519;61519;55669;55669-61519;30489;1431763-55669;50190971;1637517-1431763;48.40340772841247, 2.7279077325985144;48.40339866987345, 2.727880756605368
;;61609;61609;55729;55729-61609;30649;30649-55729;50190953;1641208-30649;48.42470195919498, 2.7610220360304494;48.424701904736956, 2.760995002489224
;;61609;61609;55729;55729-61609;30648;30648-55729;50190952;1641209-30648;48.424989816762576, 2.7610072101130663;48.424989762301195, 2.760980176423786
;;61505;1328503;55673;1328504-1328503;30484;1018884-1328504;50190942;1484222-1018884;48.400739833513015, 2.718112729896532;48.40073077272764, 2.718085756959833
;;61700;61700;42541;42541-61700;30641;30641-42541;50190938;1641216-30641;48.46339755339315, 2.857698068710567;48.46339753717996, 2.8576845419403067
;;61752;1249671;480524;1249667-1249671;480523;1249666-1249667;50191130;1483882-1249666;48.48617369303326, 2.712416774873435;48.48617362750293, 2.7123897097299876
;;61636;61636;55743;55743-61636;30689;1431677-55743;50190853;1641253-1431677;48.43410288357971, 2.765346018144328;48.434102856844305, 2.76533249895321
;;492096;1607898;415769;659151-1607898;30571;1431674-659151;50190844;1641259-1431674;48.40252105767431, 2.6927155897455637;48.40251202613742, 2.6927021312987254
;;426525;859094;426524;859092-859094;480169;1757916-859092;50191620;1482991-1757916;48.368299937938644, 2.840105154245968;48.3682999014994, 2.8400781496169265
;;426525;859094;426524;859092-859094;426523;1217101-859092;50191619;1640902-1217101;48.36852516757684, 2.840334011034805;48.36852514938406, 2.8403205086624
;;61499;61499;56072;56072-61499;15923;1012630-56072;50193227;1750519-1012630;48.39905958156944, 2.996392765709607;48.39905958115769, 2.996379255468838
;;61402;61402;56070;56070-61402;15920;1461535-56070;50193224;1750522-1461535;48.37656452611979, 2.874583994767366;48.37656451182947, 2.874570490320906
;;61452;1274451;55720;1274450-1274451;30615;1012720-1274450;50193217;1750529-1012720;48.38734892646588, 2.900154510243456;48.38734890371075, 2.9001274957999263
;;61442;61442;56068;56068-61442;15916;1461526-56068;50193205;1750541-1461526;48.386158645902945, 2.9543871053622546;48.38615864070522, 2.954373598437621
;;61429;61429;56067;56067-61429;480168;1461505-56067;50193196;1750550-1461505;48.384176727604064, 2.9479732743510754;48.38417671574548, 2.9479462615210754
;;61472;61472;56107;56107-61472;16068;1467286-56107;50191530;1640945-1467286;48.39065160685825, 2.811967337307007;48.3906515854338, 2.811953829264494
;;61472;61472;56107;56107-61472;16069;1213528-56107;50191531;1640944-1213528;48.39042675487864, 2.812008665424099;48.390426733458895, 2.8119951574393225
;;481077;1274452;481076;1274444-1274452;16119;1315958-1274444;50193193;1750553-1315958;48.387567345599116, 2.903166223299544;48.387567323530284, 2.9031392087425414
;;61323;61323;56085;56085-61323;15985;1461490-56085;50193189;1750557-1461490;48.334772231144484, 2.942368216105142;48.33476322096175, 2.9423412384783947
;;61449;1361502;56110;1361503-1361502;16093;1361501-1361503;50191462;1637232-1361501;48.38740520184784, 2.8659945379742324;48.387396174625046, 2.8659675464465635
;;61507;838021;47157;838004-838021;414453;1349556-838004;50193162;1750584-1349556;48.399502032637336, 2.9580098163400232;48.39950202306593, 2.957982795634917
;;61494;61494;56056;56056-61494;15888;15888-56056;50193159;1750587-15888;48.398622794140664, 2.965549171085409;48.39862279021473, 2.9655356609581385
;;61494;61494;56056;56056-61494;480033;1214435-56056;50193157;1750589-1214435;48.399000888679346, 2.9663730472089544;48.39900088101367, 2.966346026760003
;;61494;61494;56056;56056-61494;15887;15887-56056;50193158;1750588-15887;48.39855980994917, 2.9655221921238706;48.39855980602015, 2.9655086820127847
;;61578;61578;56054;56054-61578;15882;1012591-56054;50193153;1750593-1012591;48.415089874703774, 2.9802960616970875;48.415089872458054, 2.9802825473366727
;;61413;61413;56052;56052-61413;15878;15878-56052;50193150;1750596-15878;48.379703289889676, 2.8822745238368266;48.37970326306003, 2.8822475133282457
;;61400;61400;56047;56047-61400;15866;1370797-56047;50191340;1483502-1370797;48.37581820101934, 2.9295076912707314;48.3758091881817, 2.929480694797993
;;61400;61400;56047;56047-61400;15866;1370797-56047;50193134;1750612-1370797;48.37581820101934, 2.9295076912707314;48.3758091881817, 2.929480694797993
;;61557;61557;56025;56025-61557;15806;15806-56025;50193099;1750644-15806;48.41208787806968, 2.9368915322896054;48.41208787087869, 2.9368780187048453
;;61451;61451;47134;47134-61451;16090;1460093-47134;50191223;1641094-1460093;48.38755036712871, 2.8592810376452524;48.387541354413706, 2.8592675544560184
;;61617;1257435;56102;1257434-1257435;16115;1461179-1257434;50193090;1750653-1461179;48.42613873063739, 2.9897134091970146;48.42613872829035, 2.9896863747931084
;;61504;61504;56112;56112-61504;16100;1213133-56112;50191209;1483742-1213133;48.40049994779528, 2.834062555078065;48.400490913392225, 2.83403556231277
;;61097;1182279;56097;1182278-1182279;16023;1461151-1182278;50193072;1750671-1461151;48.183788376674485, 2.895561021102379;48.183788364772575, 2.8955475659545984
;;425737;834854;56028;56028-834854;15812;1461136-56028;50193060;1750683-1461136;48.374755054056884, 2.943445247355453;48.3747550411664, 2.943418239364388
;;61179;61179;56116;56116-61179;16122;1213579-56116;50193056;1750687-1213579;48.25269502069594, 2.897189486170704;48.25269499726286, 2.8971625407120247
;;61412;1086012;43144;1086011-1086012;471700;1077273-1086011;50117517;1639075-1077273;48.378681864624575, 2.8964165660836936;48.378681864624575, 2.8964165660836936
;;61412;1086012;473078;1086010-1086012;15832;1792094-1086010;50117186;1639171-1792094;48.3791232464556, 2.897036932998428;48.3791232464556, 2.897036932998428
;;61460;1349315;56073;1349316-1349315;15926;1349320-1349316;50193031;1750712-1349320;48.388203204435925, 2.9608418951388513;48.38820319550979, 2.960814880238241
;;61420;61420;56080;56080-61420;15940;1461080-56080;50193002;1750739-1461080;48.38126244253497, 2.9494887921681694;48.381262431021725, 2.9494617808344574
;;61383;61383;56027;56027-61383;15811;1213038-56027;50193000;1750741-1213038;48.370208515645544, 2.9574120657128966;48.37019951398122, 2.9573985701678116
;;61383;61383;56027;56027-61383;15810;1213576-56027;50193001;1750740-1213576;48.370640410957954, 2.957546745550931;48.37064040612015, 2.957533242610007
;;61437;61437;42791;42791-61437;7162;1031269-42791;50193747;1723105-1031269;48.38520244095118, 3.0235151325454463;48.38520244630657, 3.0234881191839786
;;61371;61371;56026;56026-61371;15808;1435153-56026;50192994;1750746-1435153;48.36369143693891, 2.9780876176288493;48.3636914319425, 2.9780606153106186
;;61485;61485;56021;56021-61485;15793;1460085-56021;50192981;1750757-1460085;48.395681220556554, 2.9666858856496927;48.39568121296214, 2.966658866906471
;;61428;61428;56023;56023-61428;15798;1461049-56023;50192974;1750764-1461049;48.38358103266734, 2.943786920451319;48.38358102626183, 2.943773414189774
;;61428;61428;56023;56023-61428;15797;1461052-56023;50192975;1750763-1461052;48.383833265446604, 2.9444754738705217;48.3838062119514, 2.9443404391679713
;;61591;818663;425033;818665-818663;9723;818664-818665;50192959;1750779-818664;48.41796341518688, 2.95931954824077;48.41796340591405, 2.959292518045053
;;61114;61114;56115;56115-61114;16120;1212993-56115;50192955;1750783-1212993;48.194291896203005, 2.898850873518598;48.19429188467606, 2.898837415693184
;;61535;61535;56134;56134-61535;16169;1327042-56134;50192953;1750785-1327042;48.40659732922542, 3.0185522202774915;48.40659733133838, 3.018538708100073
;;61466;61466;56109;56109-61466;16089;1466001-56109;50190871;1484358-1466001;48.389442849944295, 2.878416511015261;48.38943382556368, 2.878389516309971
;;61459;61459;56012;56012-61459;15774;1461012-56012;50192944;1750794-1461012;48.38822582315292, 2.9493065074789286;48.38821681490909, 2.9492795012452833
;;74261;1328907;59201;1328908-1328907;413651;596451-1328908;50194208;1793037-596451;48.55493323197311, 3.018320157124367;48.554924236450425, 3.018320153980524
;;411422;1119801;411421;1119800-1119801;471490;1076429-1119800;50117825;1638927-1076429;49.138441631272045, 2.489943949774739;49.138441631272045, 2.489943949774739
;;411486;1106601;473120;1087711-1106601;412645;482280-1087711;50118294;1638722-482280;48.29352359098708, 2.4015837732451306;48.29352359098708, 2.4015837732451306
;;411441;1091456;411440;1091408-1091456;471640;1077023-1091408;50117688;1200645-1077023;49.26411622874138, 2.4684970366214185;49.26411616823082, 2.468483300625014
;;411441;1091456;411440;1091408-1091456;472766;1081616-1091408;50116178;1639644-1081616;49.26418078820944, 2.4688672617705345;49.264180727741035, 2.4688535257565367
;;63320;1119733;47940;1119732-1119733;491414;1566174-1119732;50159050;1563467-1566174;48.73485498137642, 2.27405499755523;48.73485498137642, 2.27405499755523
;;63320;1119733;47940;1119732-1119733;491414;1566174-1119732;50121184;1566173-1566174;48.73485498137642, 2.27405499755523;48.73485498137642, 2.27405499755523
;;63320;1119733;47940;1119732-1119733;474055;1107288-1119732;50121183;1566177-1107288;48.73491760717025, 2.273999736421483;48.73491760717025, 2.273999736421483
;;60815;1333726;42892;1333721-1333726;8482;1395487-1333721;50205337;1740954-1395487;48.65701937534262, 2.410392497449528;48.65703736437857, 2.4103922946964125
;;63073;63073;48025;48025-63073;2535;765427-48025;50180399;1772108-765427;48.70979890526614, 2.4417492743328357;48.70979884167731, 2.441735684106831
;;411330;1098744;411329;1098743-1098744;471736;1077417-1098743;50117539;1639062-1077417;49.21397612920937, 2.417426216386669;49.21397612920937, 2.417426216386669
;;411330;1098744;411329;1098743-1098744;411328;1098762-1098743;50024576;411931-1098762;49.21379444048362, 2.41703714800457;49.21417024471812, 2.4181790514834187
;;411327;1097251;473888;1106429-1097251;471394;1609532-1106429;50117922;1638883-1609532;49.203459942269134, 2.374887265262128;49.203459942269134, 2.374887265262128
;;411327;1097251;411326;1097250-1097251;472775;1081652-1097250;50116200;1200407-1081652;49.203508687559534, 2.377356392419992;49.20350861666875, 2.3773426726298337
