PdEId;PdEVersion;ZdCId;ZdCVersion;ZdAId;ZdAVersion;ArRId;ArRVersion;ArTId;ArTVersion;ArRGeopoint;ArTGeopoint
;;63474;63474;42480;42480-63474;20806;1441399-42480;50202051;1661761-1441399;48.76027497923687, 1.943940047021386;48.76042007273583, 1.9440731613502154
;;427087;894221;426367;854872-894221;21018;1396646-854872;50201528;1661954-1396646;48.78494352364276, 2.0586189639115444;48.784898450706294, 2.0586061660256534
;;427087;894221;426367;854872-894221;21029;1396650-854872;50186261;1761941-1396650;48.78451580482179, 2.0579869640760404;48.78451559023415, 2.0579597459622447
;;63639;63639;44552;44552-63639;31849;1378865-44552;50201442;1662007-1378865;48.77295824571917, 1.6718113969430952;48.77314066923865, 1.6720381068894503
;;66062;66062;49082;49082-66062;5582;1591547-49082;50204504;1698049-1591547;48.99697307218616, 2.207623696177446;48.9969823344673, 2.2076645540065485
;;61151;61151;45050;45050-61151;16015;1352328-45050;50192251;1476212-1352328;48.23368199769221, 2.9190714648230776;48.23367298154676, 2.9190445428750276
;;61178;61178;45047;45047-61178;16012;1239777-45047;50193230;1750516-1239777;48.252564485086175, 2.927422514932862;48.25256447681537, 2.92740904223114
;;61068;1329042;55335;1329043-1329042;33648;1468652-1329043;50192236;1476240-1468652;48.15625106918919, 2.632823930289329;48.15625102734693, 2.6328104822881353
;;61163;61163;55434;55434-61163;425064;1468646-55434;50192234;1659717-1468646;48.24314163419602, 2.652586359749994;48.24313259705168, 2.6525729488477103
;;61098;61098;55299;55299-61098;33597;1468640-55299;50192232;1487577-1468640;48.18417278669181, 2.6759695793833385;48.184163714902375, 2.6759427243143716
;;61176;1363453;55437;1363452-1363453;33862;1468637-1363452;50192229;1659719-1468637;48.24950761254206, 2.852549678975824;48.24950759573965, 2.852536207072835
;;61368;1363345;55347;1363344-1363345;33996;1363346-1363344;50191567;1637176-1363346;48.36401683079353, 2.8396591264222777;48.364007797417045, 2.8396321514118745
;;61100;61100;55487;55487-61100;34089;1468613-55487;50192204;1637795-1468613;48.18574804681319, 2.7502894657738937;48.18574798989972, 2.750262554590673
;;61096;61096;55488;55488-61096;33940;1468601-55488;50192196;1637800-1468601;48.18453818820157, 2.7400421565881508;48.184529130989866, 2.7400152903345867
;;61230;61230;55413;55413-61230;34052;1468595-55413;50192195;1659740-1468595;48.273762646857776, 2.7064861868384065;48.273753616027086, 2.7064727589082405
;;61139;834918;55469;834911-834918;33918;821874-834911;50192183;1476336-821874;48.22682102426298, 2.71348044557886;48.226820958962435, 2.713453513488893
;;61170;61170;55438;55438-61170;33865;1468474-55438;50192179;1659749-1468474;48.2443587068891, 2.6994160533829272;48.244358672637404, 2.69940258286923
;;61393;61393;45779;45779-61393;33794;1467090-45779;50192133;1476437-1467090;48.37375864505324, 2.808192642514558;48.37374960458005, 2.8081656679142566
;;61393;61393;45779;45779-61393;33794;1467090-45779;50191452;1483302-1467090;48.37375864505324, 2.808192642514558;48.37374960458005, 2.8081656679142566
;;61434;61434;44699;44699-61434;16076;1213470-44699;50191503;1637213-1213470;48.38541698469596, 2.7813526713253176;48.38540793819365, 2.7813256953608154
;;61385;61385;55400;55400-61385;33791;1467252-55400;50192162;1659757-1467252;48.37163021149979, 2.8105634687270267;48.371630168328814, 2.810536462410932
;;61385;61385;55400;55400-61385;33791;1467252-55400;50191498;1640963-1467252;48.37163021149979, 2.8105634687270267;48.371630168328814, 2.810536462410932
;;61192;61192;55423;55423-61192;33835;1468444-55423;50192159;1659759-1468444;48.26080426569083, 2.702125079974765;48.2608042317482, 2.7021116052577714
;;61370;61370;44597;44597-61370;33676;821211-44597;50191480;1483252-821211;48.36295449621754, 2.8263908798088058;48.36295445665299, 2.8263638779329865
;;61203;61203;55462;55462-61203;425087;1469990-55462;50192146;1476415-1469990;48.264611045727584, 2.6498709851836724;48.26460196851483, 2.6498440936346404
;;61135;1361567;55379;1361568-1361567;33747;1468435-1361568;50192143;1659765-1468435;48.22317966656416, 2.8754198778278846;48.2231796523675, 2.875406412640314
;;485794;1431944;44441;44441-1431944;16150;1431938-44441;50191441;1640981-1431938;48.39744961029899, 2.798878985974776;48.397440590784235, 2.7988655106038838
;;61196;1353962;55460;1353961-1353962;33901;1469984-1353961;50192123;1659773-1469984;48.26259096181988, 2.693585077523986;48.26258192945262, 2.6935716546490642
;;61338;61338;55396;55396-61338;33787;1468367-55396;50192122;1659774-1468367;48.34282699018814, 2.772473852967761;48.34282693833641, 2.772446861463233
;;412042;452767;56044;56044-452767;15860;1246396-56044;50191250;1483664-1246396;48.382245011695595, 2.9542284280806093;48.38224500126239, 2.954201416241331
;;61079;1353789;57022;1353788-1353789;34106;1353790-1353788;50192101;1637854-1353790;48.17334576666983, 2.872308821513111;48.17333673949599, 2.872281938308588
;;61311;61311;56113;56113-61311;16105;1272632-56113;50191402;1483388-1272632;48.326678152013635, 2.867876019895327;48.326678121901764, 2.8678490365943126
;;425131;822374;44323;44323-822374;33669;821178-44323;50192094;1659788-821178;48.36979298511887, 2.8269894412124867;48.36979296540565, 2.8269759385195177
;;425131;822374;44323;44323-822374;33670;821193-44323;50191395;1483402-821193;48.36946022195873, 2.827071551499558;48.36946018254948, 2.827044546284372
;;61146;61146;55285;55285-61146;33570;1239794-55285;50192087;1476521-1239794;48.23194982612964, 2.688604980377948;48.23194979064574, 2.6885915130398756
;;61199;61199;55420;55420-61199;33830;821727-55420;50192085;1659791-821727;48.26372213347795, 2.699615598138238;48.26371310180249, 2.6996021739422247
;;61336;61336;55292;55292-61336;33580;1468326-55292;50192083;1659793-1468326;48.341827431622356, 2.6924220955560845;48.341827361528466, 2.692395104656798
;;61121;61121;44267;44267-61121;33974;822332-44267;50192079;1637867-822332;48.20305605211644, 2.9101943875740774;48.20304703375588, 2.910167482762686
;;61073;61073;55320;55320-61073;33628;1468306-55320;50192059;1476577-1468306;48.15902824892927, 2.72796950164279;48.15902818692785, 2.727942604095387
;;61142;61142;43936;43936-61142;33952;1461346-43936;50193244;1750503-1461346;48.22688168693292, 2.937099610745203;48.226881694099625, 2.9371130768900664
;;61142;61142;43936;43936-61142;16017;1213331-43936;50192046;1659808-1213331;48.226458893106276, 2.937288639424841;48.22645888595957, 2.937275173387865
;;61090;61090;55491;55491-61090;34094;1469947-55491;50192054;1659802-1469947;48.18040758660148, 2.74393734858823;48.18040752824013, 2.743910440133421
;;61212;61212;55501;55501-61212;15990;1349634-55501;50191342;1483498-1349634;48.2670836594983, 2.8712192937588443;48.26708363014705, 2.8711923409589675
;;61212;61212;55501;55501-61212;15990;1349634-55501;50193137;1750609-1349634;48.2670836594983, 2.8712192937588443;48.26708363014705, 2.8711923409589675
;;61212;61212;55501;55501-61212;15991;1349635-55501;50193136;1750610-1349635;48.26707430939935, 2.8708958821963244;48.26707427997439, 2.870868929401409
;;61265;61265;56093;56093-61265;425061;819826-56093;50193131;1750615-819826;48.292039177268606, 2.943204009143146;48.29203596436226, 2.9431834782973714
;;425991;1373407;47117;1373406-1373407;33938;1469944-1373406;50192041;1659812-1469944;48.18327806375999, 2.735810002421061;48.18327803365401, 2.735796547466854
;;61260;61260;55429;55429-61260;33848;1469941-55429;50192035;1476621-1469941;48.28614585824109, 2.7877233129473495;48.286145809862404, 2.787696350459848
;;61187;61187;55405;55405-61187;33799;1373408-55405;50192037;1659814-1373408;48.25656724575746, 2.817781111928974;48.25656722499336, 2.817767638234721
;;61158;61158;55377;55377-61158;16013;856967-55377;50191877;1659899-856967;48.23735307656818, 2.901330749426796;48.2373395660029, 2.901313938661761
;;61553;587989;55710;588004-587989;30499;1133577-588004;50191386;1483416-1133577;48.41348593183243, 2.7134766355584135;48.41347687008014, 2.7134496568806705
;;61553;587989;413439;587996-587989;426130;1133602-587996;50191296;1483576-1133602;48.41273306112889, 2.71094013633808;48.41272403173051, 2.7109266721460337
;;61749;61749;55696;55696-61749;462714;1014676-55696;50191368;1483452-1014676;48.48497559031743, 2.7044256638447983;48.48497552296622, 2.7043985993292066
;;74240;1352931;59172;1352930-1352931;41591;1352932-1352930;50191354;1483478-1352932;48.42937139393055, 2.748104534966496;48.4293713365293, 2.748077499036925
;;61543;1352915;53667;1352914-1352915;30477;1432122-1352914;50191351;1483484-1432122;48.40996273469023, 2.726373848792373;48.409962672336405, 2.7263468228690777
;;61688;61688;55706;55706-61688;30564;30564-55706;50191321;1483532-30564;48.45789997334192, 2.800784520869683;48.45789992794555, 2.8007574702031603
;;61765;61765;55703;55703-61765;30553;1432098-55703;50191319;1483536-1432098;48.48779178324776, 2.700999445537288;48.48779171511602, 2.700972379574045
;;61661;1351352;55715;55715-1351352;30604;900922-55715;50191265;1483634-900922;48.44470597548743, 2.777468490230977;48.44469692850947, 2.7774414844916993
;;61495;1350736;55707;849646-1350736;30714;1431645-849646;50191146;1483854-1431645;48.40008211697654, 2.713954993952247;48.40007308783379, 2.7139415324819764
;;61495;1350736;58123;1350735-1350736;30769;30769-1350735;50191264;1637352-30769;48.399825996544315, 2.7122135293008163;48.39981693441083, 2.7121865578495212
;;61495;1350736;55711;1350734-1350736;30577;30577-1350734;50191221;1641095-30577;48.399328294704944, 2.711027338107107;48.399328228853605, 2.71100031766843
;;61574;61574;55670;55670-61574;30478;1431710-55670;50190880;1641237-1431710;48.41563170270667, 2.7388453232058647;48.41562267649645, 2.7388318534787377
;;485795;1432008;412399;1219457-1432008;30708;1432003-1219457;50191231;1641090-1432003;48.39382209462335, 2.8527259389569113;48.39382207784281, 2.852712430085195
;;479901;1350447;413630;1350446-1350447;411739;426936-1350446;50191181;1641112-426936;48.415943481537745, 2.725518321359258;48.41594345026427, 2.7255048068606174
;;426239;849586;45772;45772-849586;30532;1431919-45772;50191170;1641115-1431919;48.48694435004498, 2.6932363538868214;48.48694431509543, 2.693222821128778
;;479240;1239953;42951;1239952-1239953;30583;1239949-1239952;50191160;1483826-1239949;48.40473751737257, 2.70103941566092;48.40473748330984, 2.7010259040579574
;;479240;1239953;424526;1190751-1239953;30579;1190752-1190751;50191055;1484034-1190752;48.40565689669402, 2.701723301392147;48.405647832214605, 2.7016963287579436
;;61780;61780;55752;55752-61780;30785;1229830-55752;50193064;1750679-1229830;48.49767588517849, 2.803272986300846;48.4976668444455, 2.8032459488571213
;;61658;1094466;473367;1375378-1094466;471659;1077101-1375378;50117669;1608881-1077101;48.44277426696386, 2.7602772733931404;48.44277426696386, 2.7602772733931404
;;61767;1091661;473279;1091662-1091661;30565;1376264-1091662;50118249;1638741-1376264;48.48702546515588, 2.7509810423223326;48.48702546515588, 2.7509810423223326
;;61767;1091661;473279;1091662-1091661;30566;1376265-1091662;50191100;1483948-1376265;48.48696212446914, 2.7508054146990135;48.48696206768584, 2.750778349104306
;;61763;1088994;473189;1088846-1088994;30550;1088985-1088846;50116310;1639580-1088985;48.48740434721647, 2.695449707423724;48.48740885385987, 2.6954530645459367
;;61474;1271953;47126;1271952-1271953;16174;1271960-1271952;50191054;1641170-1271960;48.39132002316512, 2.8025361590729103;48.391320000666134, 2.8025226508626493
;;61577;61577;58124;58124-61577;30771;30771-58124;50191821;1638034-30771;48.41655656693743, 2.7072565911339406;48.416520847969394, 2.70736490863704
;;61600;1332809;55732;1332808-1332809;30653;1332810-1332808;50191002;1637496-1332810;48.42217996032877, 2.7595467163818386;48.42217090911677, 2.759519725302843
;;61565;61565;47655;47655-61565;30409;1686486-47655;50190984;1641195-1686486;48.41306971814254, 2.7316956749574537;48.41306069110288, 2.7316822071145075
;;61647;1014904;55742;55742-1014904;30688;1431671-55742;50190843;1484412-1431671;48.44036391320391, 2.7561914309383724;48.440363857645835, 2.7561643893435157
;;61647;1014904;462763;1019448-1014904;462762;1466143-1019448;50190977;1641198-1466143;48.438878829412296, 2.7558603087226907;48.438869805294914, 2.755846830113068
;;61700;61700;42541;42541-61700;30642;30642-42541;50190939;1641215-30642;48.46334359264752, 2.857711741730268;48.463343576435896, 2.857698214973902
;;476975;1133422;476974;1133420-1133422;476973;1431722-1133420;50190912;1637548-1431722;48.4784220328745, 2.7099425173091887;48.47842196677998, 2.7099154561650862
;;61920;61920;55753;55753-61920;30722;1431707-55753;50190877;1641240-1431707;48.52709299565184, 2.750858526288896;48.52709296726791, 2.7508449831371196
;;61641;61641;55744;55744-61641;30690;1431701-55744;50190872;1641243-1431701;48.436618609566054, 2.7548297736850316;48.436618581632565, 2.7548162538520935
;;61533;61533;44756;44756-61533;16072;1467292-44756;50190840;1641260-1467292;48.40728382884463, 2.7890448747896746;48.4072838048088, 2.7890313624836702
;;61364;1610083;56125;1610082-1610083;492034;1606589-1610082;50193246;1750501-1606589;48.36202864039858, 2.9902254692815062;48.3620916095091, 2.9901174515905447
;;61502;61502;56077;56077-61502;15935;1363632-56077;50193214;1750532-1363632;48.39898658638445, 2.9840174072315433;48.3989865827394, 2.983990386788042
;;61468;61468;56069;56069-61468;15918;1276103-56069;50193218;1750528-1276103;48.38936150382188, 2.935149287555093;48.38936149643227, 2.9351357798101914
;;61424;995179;44778;44778-995179;15948;1467299-44778;50191546;1640937-1467299;48.38298510877875, 2.8111573627311355;48.382985087261886, 2.8111438566578175
;;61346;61346;56118;56118-61346;16128;1461517-56118;50193202;1750544-1461517;48.34496973441479, 3.016438563769369;48.34496973815774, 3.016411571054598
;;61323;61323;56085;56085-61323;15984;1461493-56085;50193190;1750556-1461493;48.33500608200501, 2.9422195282418335;48.33500606883482, 2.9421925406420586
;;61335;61335;56128;56128-61335;16157;1276136-56128;50193188;1750558-1276136;48.33999249688563, 3.026828222823115;48.33999249994168, 3.02681472774225
;;61366;61366;56060;56060-61366;15898;1554521-56060;50193168;1750578-1554521;48.36409058252035, 2.9571739946719986;48.36410856646248, 2.9571469774975707
;;61507;838021;47157;838004-838021;414454;1349558-838004;50193163;1750583-1349558;48.39954703482651, 2.958063821874197;48.39954702526742, 2.9580368011459544
;;61578;61578;56054;56054-61578;15883;1461480-56054;50193154;1750592-1461480;48.41533284484627, 2.9806878889078043;48.415332842645206, 2.9806743744849062
;;426521;859069;426520;859067-859069;462222;1461477-859067;50193147;1750599-1461477;48.41077966046831, 2.9755680385714207;48.4107796576839, 2.975554525319281
;;61475;61475;56050;56050-61475;15875;1461474-56050;50193145;1750601-1461474;48.391772457020764, 2.9540715437696625;48.391772451787084, 2.954058035403231
;;61386;61386;56126;56126-61386;16155;1559080-56126;50193143;1750603-1559080;48.371298892457524, 2.940599805235549;48.37124485744841, 2.9404918414289427
;;61446;61446;56108;56108-61446;16084;1213203-56108;50191289;1483590-1213203;48.38661136253809, 2.7850756640126435;48.38661131355965, 2.785048650026434
;;482780;1335953;482779;1335951-1335953;482778;1335950-1335951;50193105;1750640-1335950;48.367381952871135, 2.9928438834742654;48.36739094806871, 2.992816878032839
;;61481;61481;56100;56100-61481;16036;1461292-56100;50193104;1750641-1461292;48.39425274337285, 2.9473554003217246;48.39425273737397, 2.9473418913188834
;;61481;61481;56100;56100-61481;16035;1461295-56100;50193103;1750642-1461295;48.39443250777105, 2.946976966818307;48.39443250172905, 2.9469634577693298
;;61380;61380;56017;56017-61380;15782;1428072-56017;50193097;1750646-1428072;48.36756121499, 2.9854716836811646;48.367561213333914, 2.9854581815287564
;;61504;61504;56112;56112-61504;16101;1466796-56112;50191210;1483740-1466796;48.39965334004484, 2.8334032160855873;48.39965330207929, 2.8333761953590595
;;61614;61614;56040;56040-61614;15850;1012576-56040;50193076;1750667-1012576;48.42504033001222, 2.982563173628458;48.42504032802482, 2.9825496567092302
;;61329;61329;56136;56136-61329;16172;1213115-56136;50193066;1750677-1213115;48.337184057982384, 3.032305502910402;48.33718406534113, 3.0322785141891737
;;425737;834854;56028;56028-834854;15813;1213103-56028;50191134;1641132-1213103;48.374826912055376, 2.943202097728668;48.3748269055832, 2.9431885937147184
;;61412;1086012;43144;1086011-1086012;41384;41384-1086011;50024898;412775-41384;48.378641913918145, 2.8974557606073055;48.378641913918145, 2.8974557606073055
;;61460;1349315;56073;1349316-1349315;15925;1349317-1349316;50193030;1750713-1349317;48.388158122459345, 2.9605447649790357;48.3881581134655, 2.9605177501016327
;;61437;61437;42791;42791-61437;7162;1031269-42791;50192998;1750742-1031269;48.38520244095118, 3.0235151325454463;48.38520244630657, 3.0234881191839786
;;61580;61580;56020;56020-61580;15790;15790-56020;50192996;1750744-15790;48.41606298742295, 3.0058923704120994;48.41606298876255, 3.0058653411901255
;;61611;995118;56042;995117-995118;15855;15855-995117;50192961;1750777-15855;48.42404295454645, 2.9964991842709563;48.42404295374565, 2.996472150944899
;;61535;61535;56134;56134-61535;16168;1327041-56134;50192954;1750784-1327041;48.40655233792836, 3.0186062530675026;48.40655234004748, 3.0185927409016498
;;477950;1152754;477949;1152748-1152754;16126;1434314-1152748;50190857;1641250-1434314;48.3771082544816, 2.7937844765460187;48.37710820748732, 2.7937574674319863
;;411422;1119801;411421;1119800-1119801;472008;1078506-1119800;50117241;1110855-1078506;49.138459960948005, 2.490025988970858;49.138459960948005, 2.490025988970858
;;411422;1119801;411421;1119800-1119801;472016;1078540-1119800;50117231;1639154-1078540;49.13869365911341, 2.490009985213925;49.13869365911341, 2.490009985213925
;;411486;1106601;411485;1106600-1106601;472076;1078798-1106600;50117010;1639258-1078798;48.29357463995564, 2.401003399501407;48.29356564289535, 2.401003501781747
;;411441;1091456;411440;1091408-1091456;472060;1078724-1091408;50116998;1639266-1078724;49.26419086584086, 2.4691144176757334;49.26419086584086, 2.4691144176757334
;;411441;1091456;411440;1091408-1091456;471905;1078092-1091408;50117143;1110790-1078092;49.26420860300527, 2.4690592888843415;49.26420860300527, 2.4690592888843415
;;411441;1091456;411440;1091408-1091456;411439;412620-1091408;50024548;412619-412620;49.26410566445266, 2.469092998454444;49.26410566445266, 2.469092998454444
;;63320;1119733;473347;1373475-1119733;416571;1373481-1373475;50184445;1432349-1373481;48.73496470102995, 2.272870473607814;48.73495562441529, 2.2728570022808716
;;63320;1119733;473347;1373475-1119733;492145;1608811-1373475;50152535;1638280-1608811;48.73718577716128, 2.2742537711571558;48.73718577716128, 2.2742537711571558
;;63320;1119733;47940;1119732-1119733;474055;1107288-1119732;50159049;1107287-1107288;48.73491760717025, 2.273999736421483;48.73491760717025, 2.273999736421483
;;60815;1333726;42892;1333721-1333726;8555;1333722-1333721;50205338;1740953-1333722;48.65679182463553, 2.4098519752070953;48.65679175741047, 2.4098383987916945
;;63073;63073;48025;48025-63073;2536;765430-48025;50180398;1772109-765430;48.709915065943505, 2.4415849421879594;48.70992406008498, 2.441584846077343
;;411327;1097251;411326;1097250-1097251;411325;1792005-1097250;50024577;411923-1792005;49.20344503121684, 2.377216522052136;49.203238850237504, 2.376381760770459
;;411327;1097251;411326;1097250-1097251;472762;1081600-1097250;50116182;1200410-1081600;49.203446324990026, 2.377466907917581;49.20344625411182, 2.3774531881438077
;;61450;61450;43218;43218-61450;41383;1100088-43218;50024897;412777-1100088;48.38653495546859, 2.842373741160614;48.38718932137592, 2.8423929998504085
;;66659;1119838;473515;1098766-1119838;427860;1609251-1098766;50203792;1776959-1609251;49.03373200359962, 2.128206241878313;49.03369613814363, 2.1282205203068
;;66659;1119838;43150;1119837-1119838;473006;1082600-1119837;50116280;1295587-1082600;49.03395688238891, 2.1282161419076;49.03396607210755, 2.1282433400787593
;;66123;66123;48900;48900-66123;5156;1591831-48900;50204211;1698338-1591831;48.99980232245865, 2.1493311243173094;48.999784533198664, 2.1493587500075733
;;421238;1453939;421237;748640-1453939;421236;1609071-748640;50204644;1697910-1609071;48.98843600432146, 2.1699178463192244;48.988418021082005, 2.1699181335836584
;;65420;725498;48954;725497-725498;5271;1609059-725497;50204321;1698228-1609059;48.969659075731556, 2.2057452949008627;48.96971257438925, 2.2056761815234283
;;66795;1119543;473125;1087902-1119543;13234;1302665-1087902;50152541;1608804-1302665;49.045254414377744, 2.322542409849343;49.045254414377744, 2.322542409849343
;;73339;73339;43733;43733-73339;19608;927039-43733;50141918;1582251-927039;48.902936675271874, 2.5641137564081924;48.90271270158801, 2.564347531115913
;;59424;59424;49989;49989-59424;7250;1239863-49989;50191588;1483047-1239863;48.34634240172974, 2.4585212623416934;48.346333281575106, 2.458494362113621
;;61293;1607911;49973;49973-1607911;7217;7217-49973;50191364;1641023-7217;48.317380800409715, 2.5705798989869035;48.31738075148009, 2.5705664098986976
;;59472;59472;49982;49982-59472;7398;1466125-49982;50190962;1484186-1466125;48.39534566718616, 2.4965189857149594;48.3953365559952, 2.496492053833056
;;65050;1326693;47621;1326682-1326693;427933;1565496-1326682;50146437;1588099-1565496;48.946636956411254, 2.2375263412670447;48.94666427987093, 2.2375805530498254
;;65065;790581;50113;790579-790581;420614;1359985-790579;50171650;1752623-1359985;48.94767321551478, 2.2435322760633567;48.947664395759205, 2.2435597110342282
;;65065;790581;50113;790579-790581;420615;1359990-790579;50171651;1752622-1359990;48.94771090633765, 2.243804794923905;48.94771090633765, 2.243804794923905
;;65166;1579673;56749;1579672-1579673;17598;1579671-1579672;50171679;1752597-1579671;48.9549171337232, 2.212142665322291;48.95492612567453, 2.212142529083947
;;65199;65199;50103;50103-65199;7522;1359740-50103;50171627;1752646-1359740;48.95722996016436, 2.2871328309533676;48.95722137403879, 2.287201227572867
;;65192;1328477;50072;1328478-1328477;7439;1328482-1328478;50171525;1752737-1328482;48.95652819457373, 2.282554169097937;48.95652860306866, 2.282622441495345
;;65090;65090;51641;51641-65090;7725;1357311-51641;50171869;1752421-1357311;48.94960849702904, 2.188792951679162;48.949680340396135, 2.1887781770606334
;;65268;65268;48995;48995-65268;5366;1592575-48995;50171448;1752805-1592575;48.961775540242506, 2.190078089328864;48.961784808803735, 2.1901189163721764
;;65268;65268;48995;48995-65268;5366;1592575-48995;50204389;1698160-1592575;48.961775540242506, 2.190078089328864;48.96179370844267, 2.1901051205994975
;;65213;65213;52778;52778-65213;11248;1359747-52778;50171444;1752809-1359747;48.95829349900277, 2.1978344345832705;48.958284507096074, 2.1978345733047067
;;65304;1567626;48994;1567625-1567626;5364;1592556-1567625;50171450;1752803-1592556;48.96408062598092, 2.191845002029089;48.96407154209714, 2.1918314854929237
;;65340;65340;50116;50116-65340;7550;1360094-50116;50171656;1752618-1360094;48.96592697215798, 2.23336451707725;48.965900520303194, 2.2334468560329195
;;64317;64317;53844;53844-64317;32215;1360349-53844;50195356;1687180-1360349;48.85799091860788, 2.138207470150381;48.857963351697194, 2.138126145995771
;;64328;64328;53779;53779-64328;32069;1374244-53779;50171966;1752332-1374244;48.859877838528924, 2.139212177530876;48.85984176990039, 2.139199142949219
;;64347;64347;44540;44540-64347;34378;1359905-44540;50195216;1720796-1359905;48.86246977663788, 2.139455606207023;48.862460784010466, 2.1394557547500104
;;64419;64419;53821;53821-64419;32154;1359010-53821;50172072;1752234-1359010;48.875798649281926, 2.1407488282164935;48.87575349095846, 2.140722303888073
;;64685;64685;53786;53786-64685;32086;1358453-53786;50171990;1752312-1358453;48.91219978439174, 2.1772873331624862;48.91220877665791, 2.177287191013847
;;64611;64611;53760;53760-64611;32032;1357645-53760;50171922;1752373-1357645;48.902621472631, 2.1603730033778272;48.902621377009055, 2.160359363246753
;;64611;64611;53760;53760-64611;32033;1371127-53760;50171923;1752372-1371127;48.90246343436361, 2.1609212177544634;48.9024275606135, 2.1609354376319074
;;64618;64618;42558;42558-64618;32034;1371111-42558;50171928;1752367-1371111;48.90263189794994, 2.1365407883267618;48.9026499808753, 2.1365541300985833
;;64618;64618;42558;42558-64618;32035;1357420-42558;50171929;1752366-1357420;48.90257892744873, 2.1366780840481256;48.90257932071457, 2.136732644351789
;;64625;64625;53820;53820-64625;32147;1359445-53820;50172064;1752242-1359445;48.90441228542999, 2.1682701976891448;48.90443027006919, 2.1682699103189615
;;64649;64649;43340;43340-64649;460452;1567468-43340;50172356;1751987-1567468;48.90797616927743, 2.11710615780469;48.907985262051604, 2.1171196467258877
;;64660;1319544;58068;1319543-1319544;32369;1356981-1319543;50171912;1752382-1356981;48.90911535910871, 2.1878687431344748;48.90907058256255, 2.187896728436056
;;64666;64666;53794;53794-64666;32104;1358640-53794;50172007;1752296-1358640;48.90977746009577, 2.1847204063741144;48.909804994039774, 2.18480183614674
;;64793;64793;57556;57556-64793;19899;1357688-57556;50171745;1752543-1357688;48.92686120142967, 2.1776560123512883;48.92687918572009, 2.1776557281012847
;;64842;64842;50145;50145-64842;7619;1357736-50145;50171747;1752541-1357736;48.931026332509624, 2.1765391951615674;48.93099907484125, 2.176498679348375
;;64842;64842;50145;50145-64842;7620;1357740-50145;50171748;1752540-1357740;48.93064622512177, 2.176190337748414;48.930664396977704, 2.176217347994942
;;64874;1320691;47641;47641-1320691;7582;1372374-47641;50171702;1752577-1372374;48.93372320929726, 2.204342046343151;48.93371439839733, 2.204369480598131
;;64956;64956;51648;51648-64956;7736;1360439-51648;50171883;1752407-1360439;48.940649824945375, 2.1938745449494923;48.94067680109393, 2.19387412687243
;;64983;1579668;50114;1579669-1579668;7547;1579670-1579669;50171652;1752621-1579670;48.942704710744806, 2.2135017328942856;48.94269589782158, 2.213529170334647
;;64942;64942;51635;51635-64942;7713;1358349-51635;50171855;1752435-1358349;48.94038623189136, 2.178889249921822;48.940368060801156, 2.1788622336937675
;;59398;59398;50061;50061-59398;7407;1465106-50061;50192255;1476204-1465106;48.305287694527784, 2.4205336272334277;48.305278565472776, 2.4205067545497982
;;61337;61337;58918;58918-61337;36098;1228257-58918;50191416;1640995-1228257;48.34292423463509, 2.60157432061908;48.342924189237834, 2.6015608249576565
;;59392;1219441;480281;1217940-1219441;480280;1217939-1217940;50192108;1659781-1217939;48.27755794288599, 2.4262302747752655;48.27754888032185, 2.426216893980595
;;59407;59407;50060;50060-59407;7405;7405-50060;50192033;1476625-7405;48.31604057059493, 2.4170564821328138;48.31604043774911, 2.417029504979185
;;59407;59407;50060;50060-59407;12913;12913-50060;50192034;1476623-12913;48.31587009387919, 2.4171527939124062;48.31586996105529, 2.4171258168458536
;;59400;59400;49959;49959-59400;7192;845185-49959;50191307;1641046-845185;48.30588367307368, 2.47296326350184;48.305883613021095, 2.472949777458612
;;61305;61305;49972;49972-61305;7215;1466004-49972;50190878;1641239-1466004;48.32133274972024, 2.594142538681444;48.321332703475505, 2.594129048559691
;;59395;59395;49965;49965-59395;7204;1379184-49965;50191664;1638123-1379184;48.29353913405554, 2.4321238416394846;48.293530072262385, 2.4321104557728863
;;61154;61154;49963;49963-61154;7200;7200-49963;50191660;1477295-7200;48.23738549414574, 2.5241029285269065;48.23737638817077, 2.52407607253413
;;61241;61241;49955;49955-61241;7178;1465984-49955;50191643;1660003-1465984;48.27701807471477, 2.528004521826135;48.27701802093251, 2.5279910431090884
;;68878;1225852;52664;1225851-1225852;11043;1420141-1225851;50178097;1657672-1420141;48.94824924696865, 2.8658468414089544;48.948222346011974, 2.8659151752082765
;;68901;1225846;52662;1225845-1225846;11041;1418419-1225845;50178093;1410146-1418419;48.951317276043994, 2.867286218711005;48.95124530647968, 2.8672590950214856
;;71303;71303;42332;42332-71303;28674;1539866-42332;50114580;1607270-1539866;48.86778783303495, 2.3378284931841042;48.86779705207357, 2.3378692727819415
;;71303;71303;42332;42332-71303;29431;1568939-42332;50114464;1586859-1568939;48.86659148805394, 2.337789172568674;48.866600405445745, 2.337775427260471
;;71617;71617;45219;45219-71617;29425;1339019-45219;50114448;1586873-1339019;48.84072137494379, 2.391078800036557;48.84073036801362, 2.3910786949703255
;;71617;71617;45219;45219-71617;37703;1595866-45219;50114433;1607283-1595866;48.84062977935713, 2.390752868155288;48.84062977935713, 2.390752868155288
;;69262;1417838;53404;1417839-1417838;31997;1417847-1417839;50178641;1461186-1417847;49.035490800562094, 2.9293644283401843;49.035481800806814, 2.9293507647709722
