zdc_a,zdb_b,duree_mediane_secondes,nb_observations
60704,60726,452,2
71317,71347,474,4
62500,62512,462,4
69569,69580,456,4
64827,64856,434,6
67861,67872,469,4
61926,61937,467,4
415850,486690,440,4
71674,415663,413,4
60265,422641,427,2
69691,69698,485,2
64912,64935,493,4
70419,70433,449,4
66251,423648,464,6
66969,482561,457,8
71832,73646,468,4
69720,69743,427,4
65222,479274,499,4
72551,72564,441,10
59582,485904,398,4
64958,427056,383,4
70372,482753,413,8
65883,65941,333,2
68851,68857,392,2
65459,65469,405,4
71769,71788,409,8
66783,66836,459,2
66329,66351,438,4
71230,71252,486,4
65580,487073,318,8
63482,63506,357,2
70639,70982,459,2
73282,73911,497,2
65070,65076,453,4
66655,66680,474,6
65550,413213,467,2
69941,69945,482,8
72851,72855,402,2
60106,60112,467,2
62878,62888,456,2
66176,66237,491,4
71303,71313,482,10
63313,63320,423,4
67300,426832,500,2
64516,64526,318,2
69582,69592,486,2
71745,71754,287,4
70169,70170,465,2
71208,482596,484,6
72510,72522,454,4
73056,73057,450,2
72364,416711,482,4
72334,425215,485,2
73214,73215,492,2
70444,70463,477,6
66728,66754,424,8
73218,491774,497,2
64926,64942,362,2
70836,70842,425,4
61914,61915,442,6
69965,70016,484,2
71531,71554,431,6
64919,64949,471,6
63216,67562,430,8
66833,490532,471,6
59577,59579,470,4
69342,415786,407,8
63555,63567,498,2
72945,72948,286,4
59692,59699,370,2
71137,421357,403,8
63660,63667,486,4
62910,62929,400,8
64287,64297,448,8
60668,60685,435,2
72151,72161,481,4
71573,480705,341,12
72008,483403,282,4
73198,73206,340,4
67634,67640,451,2
73620,480748,476,2
66022,66054,462,2
60637,60648,485,2
479071,479074,433,2
479853,482824,384,2
67991,486944,417,2
70541,482493,426,4
63207,63225,457,4
73262,73268,338,4
70702,415638,441,6
63306,63312,442,8
71072,71075,423,4
71291,482794,466,6
64845,64854,429,2
73424,73439,428,6
67300,67315,458,6
61193,61196,391,4
70758,70761,472,6
71958,74044,445,6
68344,68353,440,4
60285,60289,434,2
62722,485816,378,8
422805,485818,285,2
71254,463900,446,2
483553,483554,362,2
64488,64501,466,12
65099,479899,439,8
73399,73406,484,2
59677,462257,343,2
71393,71419,479,8
71603,491734,335,4
66007,66069,478,2
61274,61276,417,8
72633,72638,468,4
71611,71622,484,2
63750,63764,305,2
64745,491119,327,4
70125,70146,441,4
64741,491439,480,2
64441,64447,469,4
66787,473130,390,4
60168,424399,497,2
60227,74160,317,2
70205,70223,417,4
69625,463515,492,4
64401,64412,453,2
70182,70189,497,2
69542,70681,490,2
66757,66768,382,8
71535,73673,428,4
478883,479933,488,6
61208,61217,494,2
63198,480004,489,2
68372,68379,380,8
71473,73849,443,2
72023,72035,486,2
69498,73720,490,6
66145,66217,391,4
63235,63254,362,8
73495,73498,414,6
70284,491384,489,2
73608,479555,333,4
68644,68658,410,6
67539,67540,315,8
70891,74006,482,4
479938,479939,332,4
71188,71197,419,10
60736,60763,423,4
60535,60544,335,2
73044,73053,337,4
64463,64475,366,6
72542,72563,437,14
60538,60561,424,8
63310,69586,458,8
425215,425219,454,2
71170,73641,485,4
61814,491299,421,6
63076,73703,448,4
68489,68504,477,4
71882,71909,484,2
422420,422460,468,4
482098,488509,394,4
59743,59753,391,8
71992,74065,452,2
71775,71776,483,6
71328,412695,501,2
65993,66039,436,4
70987,71006,494,4
62599,67389,492,2
72917,72923,376,8
64108,64132,414,2
62956,62971,475,10
70216,70241,476,8
69521,69525,387,6
68805,68813,413,4
67787,463415,359,8
71028,71043,412,4
72492,72494,488,4
61919,61927,442,4
72051,72085,477,2
64336,480608,392,8
69511,69517,317,6
65831,65912,431,4
74065,496913,366,2
68193,68213,442,4
70510,70524,462,8
69177,69179,465,4
417697,417701,433,6
72014,72032,420,6
70629,491754,475,2
74010,424029,327,4
72752,414420,401,6
71921,71944,494,6
61972,480644,415,2
73224,73227,493,4
71828,423191,449,4
71783,73218,490,2
73854,415644,471,4
70535,70570,475,6
62426,474202,409,8
63485,63491,495,2
71326,482794,447,4
71917,71923,335,4
67202,422285,470,4
66344,66348,241,2
73865,419795,452,12
66953,66969,441,4
73540,480959,486,2
68638,68653,478,6
70443,70471,417,10
60201,415614,420,8
65770,65812,472,4
415738,482826,370,4
61249,61253,485,2
64452,64473,385,6
61193,61195,489,4
73764,422453,420,8
68055,477701,497,4
62804,62862,491,2
70075,412688,489,4
65966,66028,407,2
70994,71008,385,2
66059,66073,501,2
73153,479097,484,4
65547,479955,500,2
69565,74105,399,4
71839,74036,494,4
60157,60158,386,4
70873,70875,422,4
63793,63808,380,8
68624,68632,397,2
71929,71943,373,4
70179,70205,346,4
73435,73442,381,4
60524,60525,484,6
60148,73786,304,4
71719,71732,423,2
65831,482327,330,4
63368,63379,411,4
60912,60924,441,4
70050,70087,490,4
70700,485847,455,2
71042,73654,497,6
70377,73034,469,8
65133,65167,462,2
71415,71445,496,2
63232,63243,469,4
61015,61022,365,8
61442,61453,434,2
62398,62411,410,8
73483,73484,402,2
68498,461880,488,4
491392,491441,466,2
420300,425786,453,8
65072,65080,299,4
60512,488505,458,2
70267,70271,482,2
60537,60570,471,4
73173,73174,312,4
66177,66188,366,2
65633,65644,458,8
72050,72072,492,2
72763,72769,483,6
415574,415598,274,4
64960,64985,438,2
61975,61998,487,2
60641,60686,356,4
60067,60084,475,8
72071,72098,470,2
65885,65956,424,8
69093,69105,487,6
64113,64133,364,4
64656,64671,323,2
491316,491317,368,2
69225,69226,495,4
65615,486941,454,4
60824,60847,395,2
66488,419659,329,4
71338,480614,501,2
70232,70250,498,4
72020,482790,464,6
71971,74043,483,6
479990,482696,393,8
70920,70925,348,4
64689,64698,378,8
72459,72476,490,2
71873,424088,496,4
61525,492096,371,2
71353,71369,463,2
70449,70455,426,10
71032,464034,432,4
72438,72450,453,6
62582,62586,387,8
71310,71315,448,4
69117,73724,439,4
71364,71365,346,6
63701,63710,484,6
64151,64167,482,2
73090,73093,464,8
70605,70646,493,2
72812,72814,441,4
69928,69953,397,8
71071,71072,443,8
64112,64132,463,2
70204,70232,477,4
71243,474150,473,4
61389,425737,446,8
72602,72630,484,4
67131,67133,461,4
65445,485861,476,4
65537,65585,290,8
71387,71940,496,2
71768,71789,476,4
65118,65126,345,4
65304,65322,316,4
71856,71871,482,2
61225,480407,414,4
71310,71325,419,4
72052,72069,420,4
68474,68488,377,8
67515,67517,493,2
60592,60596,420,2
65925,65994,502,4
63737,63763,416,8
60395,60403,486,6
70279,70294,493,2
68380,424727,497,6
62769,424007,383,2
67823,67837,499,6
66146,66184,399,6
63062,63080,486,2
70177,70181,363,4
68614,68617,435,6
72643,73993,462,4
70680,70688,407,2
64931,64994,375,4
69628,69644,396,2
415852,463554,295,8
69514,69522,453,2
64509,64538,439,6
70895,70910,471,2
72586,72609,477,4
70899,70923,469,2
73678,415641,447,2
64035,64053,423,6
70802,70803,450,8
63414,462770,455,4
62148,62161,388,8
71555,482730,403,2
67953,67956,364,2
69162,485516,409,6
64970,481026,364,2
62169,415642,326,4
71618,73164,480,4
63937,490704,473,4
70337,485504,479,8
71367,71405,481,4
65360,65409,470,4
59578,461840,348,4
62380,62386,295,2
71305,71306,493,4
66441,66464,436,4
64765,491440,283,4
73582,425952,399,6
66247,66298,467,6
73534,480959,441,2
60040,60054,450,4
61532,421136,492,4
63296,63304,370,12
62097,425940,456,2
416091,420151,462,6
71104,71118,402,8
63853,63874,478,4
60787,480962,463,4
71329,73646,364,4
65673,65721,364,4
71666,73626,491,5
65093,65115,441,6
70806,70824,448,2
65637,65690,431,8
71434,71447,406,4
64649,64664,462,6
72937,72948,360,4
72002,72023,406,6
71790,71829,350,12
69715,69731,490,2
70784,70796,442,2
69146,69149,467,4
71688,71689,333,8
68576,68591,473,2
69857,486697,482,2
63956,63986,493,6
69996,70031,481,4
73423,73424,448,4
60913,60922,471,2
70239,70288,433,6
64034,64040,300,2
68228,74247,481,6
70966,70971,385,4
66479,66488,476,2
73261,479946,398,8
70927,70938,446,2
62196,62207,473,4
60674,73627,460,2
68412,68421,496,2
73551,424023,269,4
70916,70921,466,2
70064,70119,462,4
71504,427343,296,6
68142,68166,481,2
68232,68236,371,8
73071,73077,477,8
68121,68127,458,6
60241,60257,422,4
67759,476950,461,6
66167,73957,495,2
61252,61253,426,2
71865,73669,488,6
60890,60900,355,4
68761,68770,482,2
70462,70489,493,2
65909,65947,497,2
71782,71800,388,8
65420,419842,498,2
63317,63325,466,6
66031,491911,343,2
71504,74186,497,8
65064,65096,440,2
65683,65727,466,4
70822,70825,363,4
63801,483417,373,4
65616,65636,336,8
71830,71856,375,6
64509,64547,487,2
73414,73424,309,6
72294,74025,470,2
71148,71178,488,2
71264,420150,483,6
65859,73943,500,2
69619,69635,496,4
71334,71343,459,2
416650,421820,329,4
66159,421044,396,4
62923,62953,430,8
65152,494524,403,8
73000,425800,316,8
61343,61347,281,2
64550,462230,396,2
61538,421136,332,4
73299,73307,496,2
73503,74017,461,4
68631,68641,345,2
66073,73759,343,4
70058,70072,391,8
60362,60382,316,8
70974,70975,466,7
67365,422984,381,2
69474,420177,482,4
62120,425940,337,2
73561,73566,483,4
64825,491445,346,4
69667,493244,292,8
66393,482773,377,2
71702,71724,488,2
61527,424527,410,4
67941,67953,301,4
71215,482799,480,4
69894,69931,420,8
424789,424793,501,2
63321,425937,448,4
64805,491445,498,2
66855,490530,479,4
60391,415269,496,4
64719,64742,482,2
63368,63378,443,6
67782,67784,473,2
64407,483242,430,2
63784,63786,392,8
67512,419816,491,2
67520,67528,481,4
72050,72051,350,4
61463,61472,497,2
72373,426600,354,4
73699,462531,481,2
64158,64176,411,8
69287,69288,406,4
71477,73848,498,2
67858,496644,342,4
73221,73232,483,2
70847,70858,412,4
68560,68571,470,2
70576,463655,462,4
64959,64983,331,4
64561,64577,453,4
70869,73814,378,4
65912,482327,439,2
70947,70951,436,4
71867,416674,462,4
61004,61010,372,4
65810,481027,345,8
71494,422805,453,2
61013,485919,289,4
74091,483316,477,2
68408,68436,500,2
73337,73345,496,2
72345,72351,366,8
71048,71066,449,4
72742,73494,487,2
73437,73444,354,4
494973,494974,442,2
69502,69505,371,8
71890,71908,475,8
73959,73960,473,8
66335,491905,489,6
69032,478159,427,4
65883,65906,478,4
65095,65103,436,8
73258,73259,381,4
73661,479932,439,8
69301,69313,467,2
64340,479930,403,4
65520,65522,457,4
71732,71736,380,6
71006,479937,366,22
59717,74069,404,8
72158,72177,498,2
71688,71691,434,4
73233,73238,411,4
64123,64128,430,4
73274,73277,423,6
68487,496640,422,4
68042,68044,487,4
68422,68423,379,8
73274,424908,397,2
64814,64844,409,10
70821,70828,438,2
72488,72505,463,4
63994,64003,325,8
64193,64203,418,8
71052,73891,252,8
65392,65408,274,4
71559,71568,458,4
71884,71892,494,2
60617,60649,484,2
73125,73135,453,6
70922,73712,464,2
64754,64765,476,4
72430,72442,446,6
65063,65075,386,4
63356,63358,432,2
72528,72576,460,4
71972,463588,467,8
59671,485845,481,2
71424,71448,473,4
72444,72447,494,4
69676,69689,376,2
60689,492180,498,2
70230,70253,382,8
72469,72478,483,8
60968,74050,490,2
63704,63728,442,6
60846,60867,447,8
71548,72081,448,12
65650,65670,390,8
68442,68456,467,2
65387,426166,403,8
65134,494524,442,8
60672,60705,465,6
60747,60752,476,4
74086,485836,358,4
73399,73401,425,2
63526,63554,493,2
69210,74087,438,6
65728,65736,338,4
474161,481661,415,2
65542,65543,427,10
68899,68902,542,2
72673,72684,499,4
66106,66160,472,4
69702,69710,493,2
64913,64937,470,4
65382,65437,395,8
65965,66050,401,6
73293,73296,294,2
60264,60289,409,6
70526,70548,423,8
70881,70893,501,2
67945,67947,464,4
66579,66598,467,6
71116,73659,408,4
72999,73903,451,8
62928,422398,404,4
62900,416606,469,2
68136,463420,407,6
65468,65500,451,2
65026,65040,438,2
72059,72097,416,10
73925,478518,425,4
60059,60092,402,8
71423,71453,484,4
71271,71272,497,2
70682,479927,497,2
69863,69880,469,6
63548,63550,461,4
72020,72023,360,6
65972,65973,428,4
71859,71872,454,4
60531,60549,396,8
69539,477794,487,2
66353,66356,487,4
71793,71804,428,8
69087,73928,483,2
62422,62429,459,8
72080,72086,393,4
64903,421007,404,4
66154,419830,433,8
71881,71886,453,10
68095,74016,390,4
65096,65109,436,4
60928,60952,347,2
65080,65149,491,2
65923,65966,444,4
63708,63740,458,4
70834,70835,360,2
66052,427474,445,8
73080,73084,436,4
69541,70685,403,4
63143,63153,422,2
68271,73196,489,6
60207,60227,416,2
73202,73208,478,6
72058,72080,454,2
71352,71363,356,18
461864,482602,500,2
491325,491326,376,2
70893,70895,394,4
64656,64657,439,2
68784,425008,485,4
71567,479958,501,2
73534,73541,480,4
69919,482720,483,2
62339,62341,482,2
67984,68006,483,2
68332,426624,496,2
70230,492986,462,6
72791,426396,355,6
68614,68626,497,4
65023,65053,487,2
59836,427073,476,4
64172,425951,483,6
69748,73914,492,6
419035,483575,408,8
65956,65997,490,2
72111,480353,498,2
73416,73419,344,2
64562,64573,268,2
463796,463802,339,2
71081,495913,482,2
60951,60952,494,2
71156,478845,468,4
71373,71395,411,2
60037,60039,443,4
72181,72205,484,2
61232,61237,454,4
73665,492967,367,10
64042,64052,271,2
67291,67300,495,2
66727,66767,472,4
70248,70283,412,2
71818,74036,439,6
68608,68616,275,4
66252,66268,489,4
71885,71895,456,7
64424,483237,387,2
61430,412042,473,4
68901,68914,463,2
74373,421885,491,4
71736,71744,441,4
70479,482860,430,2
71955,491758,365,4
69831,69848,439,8
65257,416443,435,2
66493,491907,324,4
63628,63641,413,4
65690,65699,497,2
427235,477563,381,4
65169,491452,290,8
65126,65153,379,8
66596,491327,491,4
71210,73657,410,6
70635,421970,446,4
62931,62974,442,4
68834,68858,467,4
72609,72629,433,4
73330,73338,489,2
61784,61790,467,2
65582,73940,478,14
71063,71092,488,4
72903,72910,485,2
73873,415673,426,8
65368,65384,429,2
73669,463796,479,6
65741,65771,483,4
72323,72327,449,4
59606,59615,454,2
73107,73114,496,2
71099,71119,472,6
71313,71326,485,2
67464,421297,340,8
416071,420857,432,8
60270,60279,426,8
72781,72782,466,4
73553,424023,386,2
72406,72409,426,8
71183,73657,463,6
71341,71343,435,8
416518,416538,382,2
66001,66051,485,4
63682,63694,344,8
60174,492631,473,2
60740,74145,323,4
73273,73275,481,2
62200,62207,445,8
70158,70164,467,4
73379,73380,368,2
73177,496943,475,2
71240,71260,485,4
72977,73902,498,2
73281,73284,310,4
416638,416647,410,2
71509,71528,478,6
66528,66557,485,6
71237,71260,465,2
60938,60943,498,2
72116,72126,452,4
66932,66948,385,4
71525,71548,463,2
71753,71759,480,4
68694,68703,455,4
70135,417846,398,4
69618,69628,439,4
63309,412722,448,6
71004,71022,492,2
65130,65146,396,2
70634,425793,411,4
65104,65121,408,2
66713,66744,489,4
70935,412723,409,8
64638,64657,473,4
67389,67406,381,2
73512,73515,421,4
69331,423625,428,2
70087,70106,446,4
70445,73898,348,8
68873,68892,471,2
60773,60791,376,2
69765,69778,479,2
72927,74119,404,8
65249,65273,354,2
73743,492039,435,2
60135,60157,465,4
70462,70464,338,8
71467,73662,403,8
71006,464034,500,2
65847,482770,374,4
71494,485818,351,2
71812,491774,492,8
63954,63960,397,4
65146,65172,411,2
491905,496892,371,2
70421,70428,426,4
71210,71243,409,6
71511,71556,442,6
65772,65840,479,2
65376,65417,444,2
65168,65216,442,4
59910,59912,476,4
70307,70335,470,8
70829,483410,373,8
61194,61199,438,8
63587,63592,439,4
71505,71533,418,4
66455,66482,478,2
68890,68914,467,2
72023,73798,475,8
66941,488409,485,6
62491,62502,470,4
66686,473133,471,4
71869,71935,482,2
59934,426171,439,2
70321,480546,249,6
64940,64944,415,8
479937,482821,409,2
65544,423617,380,8
69806,69809,364,2
60251,60261,426,6
66481,66503,467,8
481080,487094,416,2
420820,420835,408,8
73096,73099,489,8
69603,69620,472,2
72114,72115,466,2
69106,69117,394,4
72965,479925,494,2
62620,485921,408,6
61839,61856,482,2
61751,61765,496,2
72888,73770,305,4
70921,73886,397,2
74055,482449,475,2
66894,66907,429,4
62599,62600,478,2
67416,67433,459,6
59675,59682,486,2
68033,68058,479,2
60596,60621,434,2
69506,69511,349,2
68680,461884,475,4
71744,71760,460,8
70933,70942,479,4
73144,73151,442,8
71753,491697,499,2
73492,73501,491,2
60363,60371,462,4
67267,67275,461,2
63032,63077,474,6
72641,479756,449,2
73047,73052,438,8
425008,427097,401,4
64521,73714,460,2
61935,61945,494,4
61018,62606,497,2
70967,424844,277,4
68444,68484,445,2
72834,72838,459,4
62766,62854,495,2
67461,480713,425,4
63758,63797,427,8
70795,70799,445,4
66688,411743,469,4
73351,495203,478,4
72139,72154,473,4
73023,73028,453,8
71655,420237,323,8
69472,425791,476,4
67856,67877,463,2
64447,64471,462,2
69613,69614,384,2
71754,73802,492,2
62649,62678,390,4
69670,69676,337,8
61845,491300,409,2
64493,73601,372,4
63425,420253,426,4
70268,70272,336,4
71898,490790,475,2
66432,66444,469,2
70261,482857,388,8
61493,61509,438,4
66123,66141,475,4
71651,424718,483,4
69315,73725,446,4
65779,65822,396,8
65328,65361,443,4
73293,73298,363,4
64862,64870,344,12
60169,60193,487,2
71458,71465,444,8
66783,66826,453,2
70308,486692,398,4
66056,66103,455,6
72078,72089,498,2
73684,412440,403,4
68509,68528,486,2
71528,71534,498,2
63615,73808,459,4
71477,71493,270,6
64102,64119,272,8
60355,60358,449,4
65196,65215,485,2
71159,71170,481,4
64447,64464,458,2
71303,482793,310,4
72651,72653,483,2
71095,415816,425,2
68462,68474,493,2
60656,60692,417,8
70112,70121,436,2
71491,71508,406,10
68487,68508,498,2
64064,479874,430,4
71786,412439,335,12
72870,72873,460,4
70646,70663,404,16
73220,73231,494,2
72626,72631,466,2
73024,73032,455,4
64375,488408,415,2
72028,73304,472,2
72122,420779,465,4
67876,67890,455,4
71898,71923,479,8
71430,71446,488,2
64880,491435,461,4
70701,479912,486,4
71267,73841,484,2
71929,71944,487,2
71074,464000,499,2
65402,65411,451,2
62045,481659,367,2
63751,63779,499,2
72113,72132,433,2
63425,63428,416,4
71680,71696,368,2
73256,73261,444,4
60690,462100,372,4
62718,62748,466,2
71311,73665,474,6
416454,478933,321,4
65154,487954,481,2
71590,71596,473,4
71677,71702,472,4
69278,69287,497,2
65856,65928,491,12
63575,63590,451,8
62008,425877,454,2
64123,64144,439,2
61603,480603,460,4
64626,64632,382,2
74190,419830,460,4
64556,64562,447,2
68813,495057,337,4
72080,72118,467,2
70978,71007,443,4
69505,69509,460,4
68425,463438,370,4
64502,64513,462,4
62606,62640,462,4
64537,64551,374,2
70205,485506,386,4
71194,71213,451,4
67853,496644,498,2
63703,412739,491,2
63158,63180,474,2
67987,67989,294,2
64907,64926,403,4
68954,68974,430,2
72144,72168,482,4
67426,67433,495,2
70235,70252,385,8
479941,486386,493,4
64155,64162,373,8
67858,67861,479,4
73264,73266,493,2
66318,420962,434,2
413765,414341,415,8
61888,61899,471,4
72289,72324,482,4
70694,70696,449,8
60203,60224,425,4
71535,71536,383,4
71249,71263,469,2
70532,482860,284,2
62755,424093,365,4
72911,73966,473,2
71725,71734,481,4
70469,70502,430,6
66272,421034,462,4
62487,62491,373,8
71192,463543,386,2
70263,70288,490,2
70876,71422,427,2
62732,62766,467,2
73684,426758,481,4
72037,72419,422,6
70910,70923,435,2
64368,485900,442,2
71854,71863,323,4
60301,60310,338,4
72569,72585,399,2
66515,488099,431,4
69343,69349,360,4
62927,62969,445,2
69791,426139,473,4
71440,71479,458,4
70958,72117,405,2
72478,72492,483,4
70284,70317,394,6
70424,70444,449,6
66122,66186,489,4
67418,67426,481,4
62858,62902,471,4
62689,73767,449,4
60802,73737,499,2
63217,490540,381,4
67524,419816,462,2
65708,65819,473,4
68572,68586,405,6
64136,483416,458,4
65085,65120,439,2
67267,74100,342,4
72229,485810,440,2
70638,70665,424,6
71522,71523,433,4
61987,73939,488,2
69051,424021,453,4
71628,463520,418,8
73822,73823,460,6
60276,60288,337,4
68346,68376,411,4
64460,477622,457,4
70473,70503,474,4
61987,480644,353,4
59778,59785,455,8
71459,71473,395,2
72783,72785,394,4
74047,74048,483,2
64822,64845,396,4
63960,69491,498,2
63073,422926,490,2
65200,482067,318,4
65950,420954,495,2
73962,73963,476,4
72790,72794,499,2
70465,70505,461,2
73114,73115,483,4
65361,65382,477,4
65040,65092,470,6
73533,73538,452,4
65564,65599,411,4
65836,487070,453,4
70956,423192,479,4
63145,63159,376,4
66956,462549,456,4
479365,479376,365,8
71273,415744,472,2
72066,479938,478,4
63635,63656,480,4
67839,67842,474,4
64863,64882,418,4
60487,60489,489,2
480610,486036,450,2
65905,481668,343,4
71875,71877,458,2
70165,70202,495,4
70190,478864,373,4
65614,482818,341,2
72087,72100,377,8
66188,66251,481,2
68173,68174,488,4
65609,478853,414,16
71239,71247,497,2
66106,66119,476,4
63869,69487,482,10
71975,71979,498,2
65406,65434,482,6
66939,66948,449,2
65339,65420,467,4
69269,423849,441,4
62060,62071,294,4
60962,60971,495,2
70383,479914,398,2
61525,61536,450,2
64436,64453,440,8
70053,70091,476,6
63058,63091,379,2
66930,66942,458,4
68544,68567,427,2
63643,63651,353,8
71570,426135,466,2
70581,70616,474,2
68894,485321,456,4
70944,70950,466,4
65810,423055,490,4
65916,65969,450,8
67872,496644,328,4
67688,491773,300,8
72936,72950,443,4
69352,69361,470,2
65808,65873,494,2
412724,423140,420,2
64789,491441,414,6
68006,68016,274,2
69864,486693,466,8
62536,62546,458,2
415670,462127,501,2
73621,415618,454,4
63541,63557,496,2
62217,62219,421,4
64437,64447,497,4
72952,72961,500,6
71174,71188,394,8
70891,482831,434,2
72814,72817,489,2
483614,483620,472,4
66263,66276,491,2
72408,426396,475,4
66177,427474,372,4
65644,482817,472,4
63347,63350,351,8
72231,74021,416,8
64526,64551,484,2
62364,416128,342,2
71463,71481,486,2
483666,483667,391,2
72219,415680,384,6
65865,65887,422,2
71201,71214,447,4
66761,66771,464,4
70020,70037,341,10
64060,64087,498,2
64849,64852,455,4
60762,60768,460,4
64526,64537,418,2
70123,70162,480,4
65955,491308,470,4
70401,70464,454,8
71550,481055,457,6
62057,62079,495,2
70632,70664,387,6
62161,425141,396,4
70922,73886,226,2
65425,65433,409,2
71067,71069,458,4
72552,72560,440,4
71359,71410,458,4
67190,67195,469,8
70819,478953,467,4
61003,61015,478,6
72608,73403,447,2
63407,63412,447,8
65094,478355,439,8
67956,67965,479,2
70936,70948,501,2
65076,73982,368,2
65382,65418,467,8
66165,66176,362,8
72497,482718,360,6
73132,73140,382,4
70095,70110,463,8
64080,64108,493,2
66147,66186,483,4
66519,66545,456,4
61194,61204,496,2
67274,422258,362,2
422211,426828,1073,2
63486,63517,433,4
68089,485844,466,4
60843,74224,474,2
70012,70049,446,2
73589,423702,488,2
70455,479954,466,2
64801,64811,351,2
60540,60545,405,8
71433,71440,458,2
73115,73123,405,4
72222,72227,499,2
65892,65905,433,2
68445,68473,396,8
71060,71071,460,8
72487,482838,494,2
424508,488096,351,2
70689,70693,499,2
415852,463543,552,2
73286,73288,474,2
480583,483415,366,2
60872,73740,485,2
71172,473100,488,2
67652,485896,349,8
73491,480873,481,2
68506,68519,493,2
65171,482067,298,2
72187,479983,477,6
64602,487807,455,4
70544,482835,433,6
71161,71179,479,6
66115,66174,470,4
70650,70678,470,6
65535,65582,470,4
65519,65567,493,4
70437,479914,495,4
69579,69582,453,4
65858,65894,405,4
65154,482067,473,2
72008,72017,478,2
72145,72159,456,4
72214,74022,444,4
63254,486992,476,4
61054,61060,494,4
59578,426557,413,4
63439,63450,449,2
62496,62500,385,4
70656,491747,483,2
70782,70789,431,2
70900,483236,333,4
68876,68883,395,2
65589,65625,487,4
67790,67800,359,2
73399,73403,415,2
62832,62872,366,4
71426,71469,468,4
73174,73182,357,6
71871,71879,303,12
416610,424720,492,2
65601,65610,307,8
71784,71797,493,2
71178,71192,426,2
73041,73043,404,8
64946,64950,364,4
64418,64428,488,4
62123,487791,409,2
70089,70115,487,2
62225,62229,478,2
62875,62904,457,6
71265,71285,492,2
60594,60630,480,4
61559,61565,261,2
63827,63834,417,4
71566,414773,353,8
69803,69817,425,2
70940,70944,478,8
62892,62908,500,2
62215,62219,264,4
66737,66755,338,4
60558,412655,450,8
65080,65093,491,6
60670,60677,296,2
422243,491315,389,4
73045,73054,459,6
63280,69569,363,8
72517,72528,476,4
64869,64885,373,6
482775,485871,432,4
68895,73758,383,4
68760,68767,366,2
72892,72895,450,4
70922,70923,483,2
60605,60617,283,4
72689,72693,463,4
71723,73850,424,2
71313,482793,469,2
64676,64696,391,8
60264,60285,351,4
71048,481039,396,4
66853,66873,402,4
421238,486685,424,2
65222,479866,312,4
65544,65567,487,4
70900,70917,483,4
72034,73668,391,4
70158,426107,420,6
67852,67860,498,2
61570,477676,354,4
63255,482565,461,2
60504,60517,354,8
62619,62623,446,2
68589,483591,290,4
71999,74065,390,4
71271,73644,464,2
486685,486686,359,2
67821,67847,488,4
73236,73239,471,2
65005,65025,499,2
62636,491451,497,4
71095,71125,427,2
424727,491425,309,8
73198,73201,414,2
66879,66883,476,2
69403,69408,486,2
72759,73511,436,6
64936,64938,468,2
68497,483590,440,6
69466,69470,482,4
67279,67295,480,2
63607,63630,492,2
61855,61868,488,4
60932,60946,481,8
73850,415745,444,4
479756,479907,357,2
70232,73005,457,2
68873,487098,492,2
71424,71427,413,4
64116,64147,403,4
71191,71210,492,2
71053,71072,496,2
69686,69701,445,8
70918,70928,480,2
64998,65050,486,4
69958,69985,429,6
65219,72392,410,2
66037,480583,475,4
61740,61742,432,2
60930,485783,460,2
63989,477549,484,4
70024,70058,452,6
64782,64793,403,2
71553,72050,367,2
65325,65350,427,8
66166,66190,257,2
66372,66389,367,2
71350,71355,484,10
61390,426785,379,4
66116,66166,463,4
59562,478855,493,4
73360,73370,465,4
64211,64217,458,8
70159,70210,471,2
70654,414770,404,4
70403,70418,479,4
70164,426107,481,6
70528,70566,484,4
70179,70215,477,4
72088,491920,485,4
71891,71896,450,4
71949,71962,352,2
60304,60311,470,4
66141,492156,362,4
63270,416569,432,6
73401,73402,475,2
72007,72022,463,2
64691,64692,483,2
67265,422258,492,2
68736,68741,483,2
72421,72422,468,6
492887,492888,406,4
66882,426015,371,4
60061,492041,256,2
63719,63749,416,4
69938,69948,376,2
72631,473099,367,2
72810,72813,379,4
65219,74257,417,4
68868,68886,377,2
71980,73286,422,2
70723,70725,466,4
65469,496932,443,2
64749,64898,382,4
71842,74036,424,4
63745,420144,477,4
72042,72048,419,6
73551,73553,424,4
67837,67851,388,8
70832,70837,501,2
70377,70402,370,8
70501,70525,477,2
65692,65716,371,4
73603,488405,464,4
70980,71004,415,2
70901,70903,491,2
60878,60882,491,6
68401,68425,498,2
412436,479957,369,4
65015,65024,373,4
64757,64773,501,2
66391,66417,340,2
71660,71664,431,4
64923,64960,330,2
73368,73372,416,2
71461,71478,315,8
72522,427645,407,2
60969,60999,465,4
64978,65015,485,2
72618,415632,484,2
71710,71738,489,2
69315,69319,407,4
69026,69030,442,2
65221,65256,299,4
71632,71635,483,4
73384,73386,459,4
62730,62767,493,6
72614,72630,441,8
72293,74057,231,4
71734,71752,443,2
63294,492258,493,6
72569,72570,412,2
68806,68826,499,2
60929,60968,448,4
68344,419945,483,2
64377,485900,366,2
59915,59919,403,2
70801,70805,498,2
71054,74019,491,4
72636,479756,475,2
71118,495913,368,8
421820,421823,476,4
67811,67826,479,6
68022,68040,417,2
70531,478739,452,4
65115,65122,444,8
70564,73075,355,4
69406,69409,395,2
64874,64904,465,4
64942,64971,366,2
70221,70258,492,4
61366,61372,445,4
71696,71716,447,2
63632,427329,494,4
