zdc_a,zdb_b,duree_mediane_secondes,nb_observations
66892,426015,498,2
68531,68543,405,4
71313,71337,460,16
71582,71589,480,8
60286,60307,481,12
73642,478842,431,8
63390,63400,405,8
70172,70189,494,4
72928,74119,477,8
64806,64833,402,8
71889,463759,458,16
72408,72414,486,18
69472,424078,376,10
71836,71837,420,4
69558,69568,466,16
70511,494519,460,12
70215,70246,478,6
65645,65678,399,4
474317,478935,385,8
70630,478742,493,4
64749,64762,312,6
71967,74043,450,16
71149,71156,488,4
70652,70979,468,14
65069,480008,373,8
73805,73872,381,6
63777,63792,446,8
69362,69367,444,8
64741,415615,419,16
462742,482853,340,24
70186,70218,474,2
63719,420742,349,12
63322,485712,377,8
420463,424238,432,10
71137,412992,466,10
73203,73214,484,4
62966,62988,436,8
71290,71302,485,12
66794,66834,471,18
72523,72539,413,8
477285,478648,410,8
71449,71467,486,6
61848,61854,317,4
60873,60894,432,4
72765,72772,413,8
70163,423879,428,18
72462,72463,352,38
72034,73800,398,16
72382,480000,314,24
73561,73563,380,8
416650,416653,367,2
71153,71165,440,10
59767,59776,309,8
70466,70512,387,12
71304,71315,467,2
473253,479901,334,4
66460,66472,452,6
61223,61226,455,4
72231,72250,474,4
60481,425920,487,4
71108,71139,458,16
71265,73797,527,20
65135,65152,375,8
72644,73994,379,16
424396,424422,439,6
71032,71040,461,4
61904,61917,467,8
72322,72326,468,8
477254,480754,369,2
70827,70834,325,2
72313,72325,453,8
66429,482773,470,4
66492,66502,345,8
72271,74025,436,4
66001,66087,486,6
65291,478521,396,8
71593,71614,487,4
68307,68316,370,8
63973,415335,490,2
415522,425238,432,6
68544,68562,354,2
73236,73237,392,2
71858,416674,451,2
427022,427072,501,2
65476,65515,481,4
65134,65152,372,8
68796,74193,433,12
60430,60431,431,8
72084,72089,424,4
71176,71190,388,12
71981,71996,413,8
73854,479939,487,2
72357,74368,400,16
70191,70195,442,8
424727,491426,419,8
59580,485433,337,2
62702,62703,478,2
73038,73044,391,4
65937,65956,410,8
68034,68046,407,4
69468,424078,315,8
72017,72038,489,4
69466,424078,438,12
63098,63130,337,8
62290,74223,481,4
71641,71660,346,6
70734,70742,395,8
67814,67822,337,8
69225,69230,348,8
66041,74094,413,8
71535,74003,498,2
66481,66482,418,4
62023,425877,373,2
59669,74020,333,8
71446,71475,456,6
65305,478347,396,16
72895,495456,367,8
63420,63427,484,4
73298,73301,364,8
68814,68827,463,6
62564,62571,427,4
61702,61705,224,8
68388,68395,485,8
64500,64504,393,10
66879,66899,470,4
62834,62843,299,8
62557,62564,479,2
62153,62166,408,8
62546,62551,324,4
64816,64823,444,4
479955,482086,463,4
71694,463633,458,14
72652,72665,478,12
70057,70060,415,20
71223,415625,535,10
72293,480604,468,6
66962,66969,477,8
72069,72074,338,8
72791,462755,461,8
62636,491450,422,4
65773,65820,386,8
71060,71072,396,12
69863,69886,371,14
61283,61284,447,2
67858,478849,332,4
486690,486692,365,4
62112,474161,494,2
63831,424800,392,6
70306,74030,430,8
71106,71114,444,16
61966,61981,373,8
70538,70552,399,8
64613,64618,437,8
71785,71807,476,18
71866,71884,430,2
66756,66787,418,4
72153,73864,372,8
71938,463588,423,8
477695,477698,488,2
491384,491386,352,2
461840,485904,366,8
70003,70017,463,12
65938,65963,369,8
65241,65292,478,4
67778,477707,409,4
71259,71273,465,14
62606,62625,388,8
71121,71136,458,8
70949,423192,411,12
70503,70505,482,10
70248,493243,357,10
70999,71014,483,8
66481,66509,462,8
64549,64550,341,4
63360,63368,453,8
66788,66810,426,6
72377,478524,437,4
70089,70124,467,6
69048,69065,419,20
65461,65477,358,4
71676,491799,331,2
72237,74014,335,12
66833,66849,420,10
62328,487788,405,4
73192,73194,320,8
68164,68178,423,8
64200,64201,361,16
70972,73752,401,16
68026,68034,385,8
68888,68904,427,8
65319,72413,460,6
70915,70921,382,2
67181,419670,390,8
69883,69900,458,2
71104,71117,457,4
62741,62760,477,4
68827,68834,406,6
66254,66267,379,4
69978,69986,438,8
60148,60157,332,4
70583,70622,467,4
71151,71164,409,8
71881,490782,440,36
70011,412729,423,2
66514,419673,498,2
70499,70518,440,8
68494,478346,349,16
70188,485506,436,8
63739,63757,280,8
72327,484179,345,12
71099,474405,454,14
63488,63501,385,8
66128,425731,388,8
68494,68512,418,8
68848,68852,325,8
60215,60227,459,2
60304,60326,412,4
71059,71076,435,8
69532,69533,497,2
71333,71340,417,6
70322,479475,440,6
61573,473253,342,8
62810,415545,409,8
63968,63974,466,4
63025,73736,350,6
412992,413486,461,10
73621,73648,379,4
70223,70257,472,2
60649,60686,460,2
65539,65542,453,8
72767,482786,326,8
71076,482706,405,12
64797,64799,468,4
64825,64842,345,8
66505,66517,316,8
72899,72905,387,8
64289,64292,425,4
71272,415681,445,12
67705,67714,347,8
68542,68568,418,2
72600,72619,462,14
69954,69956,374,8
70680,70690,420,4
63996,64002,313,8
424007,478505,462,18
62972,425790,455,16
68427,68458,399,10
71515,71528,452,12
66635,66640,359,12
59939,427092,460,4
72168,72182,464,16
72130,73707,416,4
68379,68398,443,8
61453,61459,366,2
70874,70879,481,2
72702,72712,418,12
64019,64031,397,12
67403,485892,305,2
70090,70105,446,12
72690,72692,429,4
68937,485318,278,12
67771,67773,391,2
60265,60283,357,2
68347,68356,471,4
64092,64110,469,6
70660,70979,484,6
73287,490708,262,2
72699,72711,481,6
71057,464022,433,14
71900,463596,437,4
60894,483603,479,8
70431,70463,420,16
61555,482755,399,4
70629,70646,466,6
62401,474202,472,4
65069,65097,487,2
63827,63836,435,6
71467,71478,355,8
70728,73750,469,6
65388,65416,447,6
64909,64927,421,12
71951,71979,465,14
65732,65814,465,8
70888,70895,405,16
62671,62689,461,8
71351,71353,357,12
65906,462241,362,12
64452,477620,491,4
66551,66577,443,4
73192,73202,457,8
62706,419392,458,4
68883,487100,353,4
70467,70480,424,4
74019,74034,464,2
71172,415738,421,4
69038,69049,279,4
421007,488509,409,4
71601,71614,366,20
426731,427092,484,8
60594,60601,464,4
71928,71947,422,4
71137,413486,394,6
63751,427087,383,12
66787,66834,496,2
71372,71382,358,4
70812,70813,401,4
65923,480583,453,16
63834,73735,382,24
65756,73943,443,8
72759,72763,453,12
65430,65489,468,4
70941,70948,430,6
71257,71297,264,8
69475,425792,462,2
60240,74110,459,4
65167,65176,395,2
70480,70516,478,2
473100,482826,391,16
69741,69747,312,4
66642,421719,494,2
63744,63762,495,2
66823,413521,284,12
73239,73243,408,2
71528,71535,497,2
415681,415749,439,18
72120,420661,368,24
70998,71030,494,4
71035,483446,485,8
66118,66120,492,2
74003,424926,487,4
60843,60861,319,2
68230,485314,463,4
63585,63588,446,14
71595,71601,466,10
71992,496913,343,2
74376,491428,369,8
62391,62396,361,8
71402,71424,458,4
71406,71411,404,4
70845,70856,480,10
69474,69476,416,8
70902,412736,375,56
62302,62311,466,8
64108,64115,317,2
71395,71419,359,8
62002,73939,501,2
61543,61552,349,6
66109,66120,368,8
63703,427240,398,8
63110,63127,403,8
64988,65013,434,6
62910,62967,496,2
66310,66339,461,4
60837,60858,387,4
64095,64114,364,8
70201,70229,400,16
69829,73764,238,12
65254,65294,494,4
63672,63706,464,8
70088,70106,391,4
68548,68560,442,2
60515,60540,483,6
67913,463369,436,8
61995,61996,455,6
60854,60861,482,2
70614,70652,495,4
64878,474388,447,14
64492,64508,444,6
68418,68446,428,8
60381,60400,433,8
69087,69100,421,8
492983,492985,394,8
70909,483400,483,6
418916,420742,491,4
61346,61347,466,4
63321,63329,438,12
415737,422291,369,2
63779,427087,353,12
72682,72696,482,2
71228,74042,267,6
62740,62741,385,8
427072,480828,426,6
72728,73494,350,8
63942,63950,436,16
61010,61034,450,12
67423,67432,413,6
72024,482832,465,20
68065,68070,400,8
65557,422339,501,2
70798,478953,348,4
59835,59837,481,8
71778,71787,359,14
70614,70643,465,8
63489,63520,424,8
73418,73425,493,4
62419,62434,494,2
420300,424094,469,8
73891,412434,442,10
65191,65227,448,12
70644,70671,438,30
66758,66772,488,6
71834,423140,459,10
71843,71863,415,4
71184,480709,466,12
65548,65573,364,16
72792,72795,395,8
68209,68230,443,8
69923,480872,462,12
67916,67925,460,4
70978,71006,424,22
66125,66161,320,4
62686,62699,416,14
69689,69700,485,4
65008,65046,476,12
62268,62271,456,16
71279,71292,442,14
64657,483235,314,2
62037,425773,372,8
71291,73635,445,6
66149,427474,294,8
71527,415520,495,2
61460,61471,449,8
60740,60742,357,4
65280,65318,448,8
71600,71615,500,2
66318,420963,374,2
59563,59566,347,10
61973,61983,464,2
71889,491793,490,8
66136,496894,397,8
69054,69063,499,4
71246,71267,392,6
71599,71614,453,12
65577,65601,487,4
70363,463621,408,8
60819,462034,366,8
71237,479968,296,12
63946,63947,461,4
65987,66054,474,6
71222,71231,447,12
60819,491428,252,8
68375,68384,305,2
72150,482783,324,8
73481,480715,403,6
68942,68952,382,8
70471,73898,358,6
72089,462742,430,10
71061,71062,486,4
60452,60475,378,8
71410,474149,449,10
63027,63049,322,12
64364,64371,441,4
71589,479994,411,12
73036,73041,501,2
71479,71500,413,12
72092,420151,450,4
72033,72038,409,8
70675,70676,485,4
71866,71875,366,4
64689,64699,486,2
70502,461505,478,14
73425,73698,393,8
65627,65664,316,4
65469,65509,356,8
71278,71290,479,6
72396,72402,430,36
68902,68911,369,4
71183,71191,494,2
66084,66147,466,6
63225,480004,385,4
62790,62851,379,8
62872,62927,413,8
66791,66815,346,4
66159,66215,414,8
70255,70280,412,18
68332,68335,445,8
72006,482352,437,8
70625,70668,430,4
64943,64980,455,14
70975,70976,479,14
71739,71761,457,4
62153,62156,391,8
65120,65134,399,4
73329,73330,432,24
64989,73984,470,4
63294,63314,485,8
68952,68955,474,2
60525,412655,476,8
64909,64936,472,8
72400,72403,342,8
63275,63286,326,8
71290,492980,438,4
71249,479968,456,2
62055,481464,362,8
71486,73661,324,16
60725,60741,341,12
72978,73001,434,8
60289,426772,435,8
65093,65122,403,8
71839,491705,393,4
66393,66411,349,4
62174,62178,313,8
71508,73878,387,16
68562,68570,379,2
71106,495913,315,24
425849,427089,413,4
68903,68908,408,8
68840,68860,499,2
63927,63953,441,10
66611,484393,330,8
72126,480353,355,34
61367,61372,435,4
72448,72459,380,6
62705,62722,427,6
60636,60662,459,8
64888,493250,247,8
66323,482863,328,2
71086,71099,462,8
70781,70788,458,4
426842,426846,422,4
63036,73736,426,8
70611,70651,489,8
72372,72374,358,16
68796,73452,411,14
73619,415625,431,16
65794,65798,346,2
68725,68739,464,2
461843,485904,392,8
62888,62896,324,4
420237,481056,397,8
65655,65662,391,4
70643,427178,443,6
60156,60162,381,2
61410,482340,261,20
61856,61863,355,4
70208,70217,453,4
71023,71054,464,14
73149,478844,368,8
71756,71765,381,12
71218,74042,428,12
68974,68981,339,24
66884,66903,410,6
71150,71172,862,4
70956,423172,466,12
72446,72456,467,12
73430,73437,428,6
70656,70676,442,14
73460,73927,393,4
63958,63969,343,8
71400,71412,429,36
69661,69669,411,8
62517,62531,461,6
71561,71567,398,16
71747,71776,445,4
71625,71632,398,8
61029,485920,455,4
415648,415670,473,8
72313,73822,365,16
66087,66126,486,4
60915,482864,493,6
71124,73659,400,8
65196,65218,455,6
62831,62879,451,2
70041,70088,501,2
72428,479939,411,8
71328,71341,487,6
65162,65179,358,8
69711,418842,489,8
65369,65414,492,6
72525,72576,476,8
73148,73154,444,8
72256,73975,485,4
71421,71439,460,12
71273,71282,372,18
71459,482782,427,4
415527,415528,464,14
73020,73025,402,8
70471,70532,476,2
70966,70968,388,10
69742,69758,427,8
66517,420355,401,4
73203,73206,301,4
73246,73250,445,8
59664,59670,482,2
71199,482596,452,34
61983,62003,464,10
69700,415869,305,6
73495,73500,466,8
71337,420241,451,34
63948,63971,442,16
69923,69945,484,6
72701,72704,456,4
71158,71188,488,2
65488,422319,206,4
66089,66167,414,4
59477,59493,383,2
74047,485722,460,2
65512,425774,357,8
60899,60913,418,16
65808,65825,421,2
71262,71275,369,6
64790,64799,412,8
71138,71184,462,20
71731,71749,426,6
65537,65621,485,6
72985,72986,385,4
67921,67930,416,4
64543,64556,453,4
68216,68218,467,8
417529,478001,351,14
70448,70493,482,4
71346,71358,488,4
60794,462038,415,8
72350,72360,397,8
70005,70012,494,2
60686,73805,369,4
73251,73255,396,8
71513,482833,472,8
65107,65135,396,8
415614,422633,494,4
63283,492258,219,4
72612,72614,415,8
63310,63317,374,16
66892,424508,481,2
69863,69877,439,8
73642,479997,362,8
72599,72625,420,4
70337,70379,486,4
59752,426727,409,2
65857,65884,433,12
71310,71312,336,4
68766,68773,465,8
72278,478707,436,4
60994,62610,444,4
64938,64973,429,4
72267,479852,362,10
72905,72914,339,8
70041,70050,483,10
71014,492984,310,2
70168,70184,409,2
63900,425945,402,12
73171,73177,439,8
71200,71205,390,2
72613,72629,378,4
60685,60713,337,4
71345,71363,410,6
73668,424920,469,4
62929,62967,441,8
66075,427474,488,10
71537,72016,496,2
62495,62496,466,6
61970,412676,498,2
73579,73580,325,6
63059,63085,444,8
65219,65252,422,2
63712,63743,425,14
71048,71065,390,2
69206,69210,321,8
69734,69748,374,8
71541,424926,458,8
73230,73237,452,2
66340,482863,454,4
65638,65821,456,8
72227,73976,412,4
67147,67153,494,2
64529,64530,285,4
73058,73063,301,16
62705,485816,466,2
65014,65018,357,6
70274,70301,460,10
69679,69681,468,4
72073,424723,495,4
70658,70978,335,12
67617,67626,468,4
63586,63596,451,12
422276,491303,415,8
72737,72751,353,8
65929,65969,361,8
71406,480344,490,4
478620,482697,325,12
59689,59692,376,2
63775,416744,408,8
73485,73486,378,4
71517,415520,458,36
60930,74183,289,2
72214,72231,489,4
68867,68883,356,8
68488,68506,411,12
59855,482862,476,8
71232,71252,395,4
70095,415113,399,4
68746,68753,443,2
71282,479068,378,18
73162,73171,470,8
70894,70905,446,4
62301,492206,425,8
70396,70419,436,20
72887,72891,444,8
66037,492156,446,2
70748,70753,463,8
71840,73646,386,10
66572,66586,411,8
68242,73746,482,2
72420,482354,382,8
67280,74100,297,8
62265,62266,374,12
65796,65819,451,16
66708,66723,397,8
68647,68662,481,2
65028,65039,452,8
64891,64904,363,8
60855,60868,234,4
61997,425877,433,2
59859,482862,451,8
422756,496892,388,4
68535,68550,404,8
73856,415098,444,2
68242,73197,390,8
64640,64657,388,4
68953,68970,418,8
67255,67267,472,4
70855,70861,474,14
71944,71958,420,16
70286,485504,451,16
69348,423789,415,8
63671,63696,413,6
71113,71129,482,12
71892,71909,482,8
62133,62146,430,8
72437,72454,484,4
73324,478648,418,8
65069,65092,416,8
71642,71650,461,4
70027,70101,484,8
70629,70663,483,2
65598,486946,393,12
72511,72519,456,20
66923,462549,429,2
73941,73942,402,8
61250,61252,333,2
73864,420776,384,4
70010,70014,490,4
60422,60441,479,26
60819,74376,332,8
73412,73416,490,2
65952,65959,455,4
72984,73000,475,8
72926,72932,379,8
486729,488507,380,2
71911,415648,477,8
64932,64943,451,8
60220,60233,479,8
64933,491421,273,8
71887,71907,336,16
59546,483394,461,8
63507,63514,484,6
66306,66310,313,4
61049,424612,335,8
478876,478906,475,4
66565,66590,363,8
60216,60221,351,8
69582,69599,451,4
71318,412695,415,16
62370,62374,444,8
70263,492986,457,12
69802,69826,380,14
61215,425771,380,2
72904,72914,432,8
73248,73256,460,4
479365,491126,347,8
64856,64878,496,4
63672,74082,460,4
72737,427777,461,2
64407,479911,390,2
70358,70373,410,6
61428,61429,452,4
63537,63549,387,8
71655,71672,408,8
59865,59867,455,8
70217,70244,370,8
66325,66346,418,8
71258,71269,361,2
64530,64549,468,8
63818,63826,409,16
69786,483713,469,4
73729,480612,390,8
71926,482353,456,4
63894,73721,491,6
65753,65769,398,8
64362,64369,410,4
72198,490784,424,4
67989,68008,372,4
66065,491914,178,4
72414,72415,428,10
71510,485871,474,8
65256,65282,444,8
61371,61375,445,8
70815,70839,469,4
63419,63439,456,4
70729,70732,303,6
70619,425793,391,2
67310,462471,382,8
72606,72612,412,8
64068,64113,408,8
71585,73649,458,4
64122,64146,448,8
62926,62972,404,4
62722,62746,429,4
66503,66528,482,4
71312,71325,484,4
60819,493456,424,8
68908,485318,472,4
68916,68939,406,16
71216,73639,398,39
60480,488612,366,8
63304,69586,413,12
69601,69609,353,8
71038,71048,428,4
68850,423829,458,8
60107,60137,399,16
69186,69192,410,8
74014,426541,490,2
69905,69928,371,8
69730,69738,386,16
65828,65879,361,8
72735,72757,406,4
69684,69693,482,2
63207,63211,381,4
66004,66065,484,4
63230,63237,363,8
60666,60698,368,8
61828,61850,368,2
63889,63911,464,8
71654,412726,399,4
464034,482821,350,2
70886,412736,476,4
66250,424028,373,2
70317,485504,460,8
68153,68162,497,4
68928,68933,427,8
67428,67432,405,4
70107,70135,439,12
65145,65168,332,4
73455,73457,454,8
63729,73919,450,6
61190,61192,499,4
66998,67010,452,4
70438,70456,438,10
64904,64911,349,8
71992,72019,438,2
71860,71865,443,8
68405,68417,500,2
65463,65507,493,2
64821,64859,447,8
70071,70079,430,12
71461,71467,284,8
71434,73793,470,14
68207,485314,392,8
68242,73196,442,4
62539,62544,419,2
72323,484179,434,20
64697,64709,463,14
70508,70531,371,8
69717,69734,463,8
64902,64936,427,4
71818,71842,349,2
64547,64557,373,12
72326,72333,497,6
64016,64037,382,4
66026,66047,351,12
72449,72450,341,20
63756,63766,458,6
68267,420662,363,4
68526,68540,368,8
70675,70988,468,14
60930,485781,297,6
70100,70116,387,26
65958,66018,459,8
71200,71210,470,2
71130,73638,431,12
65189,65213,441,4
65606,65638,439,6
64787,64794,380,8
68972,68983,308,4
72270,72273,437,14
60350,60371,454,8
62693,62752,432,4
71225,71247,430,6
60515,60533,403,8
65495,65559,360,4
69709,69714,480,4
60841,415426,401,4
60733,60745,379,4
412687,464026,374,6
69556,69565,465,6
65195,479271,316,8
64798,64804,275,2
62700,62754,468,8
463633,481056,463,8
65154,65171,335,4
73677,73700,486,4
73625,479895,392,36
69805,69852,485,6
62380,62388,460,2
60864,60866,371,24
73851,424718,399,8
60271,60282,351,8
70313,483874,348,20
71447,71481,439,6
70532,70547,390,6
59584,426985,381,8
70947,70954,447,8
66733,485819,338,2
71780,71799,436,20
70421,70464,367,4
70285,493243,442,2
71527,71546,468,4
60605,60649,423,4
72438,72449,446,6
70397,70428,447,2
71504,71528,452,26
72068,482909,435,8
71953,71975,459,4
71018,479953,432,10
65810,74092,431,6
70572,70585,302,4
73618,73619,453,8
72124,72139,467,4
61447,61453,487,4
64100,64145,498,4
64302,64315,491,4
65788,65816,433,12
73521,73528,496,8
63258,63261,418,14
59551,425686,401,8
62739,483814,440,2
62760,62812,498,4
61378,61379,486,4
60705,60729,437,6
67282,67286,435,8
73508,496049,393,2
73452,73723,478,4
67831,67837,341,8
70489,70515,438,12
65404,65410,439,8
73620,415625,408,40
67533,67537,375,8
69538,69540,334,12
70811,70823,400,42
66280,66336,456,8
73605,480549,348,8
71850,71868,426,6
67610,67616,424,8
72082,72091,457,4
62864,62874,355,12
63018,63076,500,2
70517,70532,367,26
66114,420959,441,4
64812,64839,484,6
72052,74003,421,16
70443,70458,319,6
73295,73296,419,4
71119,71150,476,6
64999,483241,357,8
73542,73557,385,8
62062,62075,489,4
69866,69885,421,8
72916,73966,477,8
61790,61796,436,4
64775,64789,435,6
72397,480352,473,20
72018,72027,429,2
68498,493516,485,2
71779,71808,470,6
70599,478861,432,8
65421,65424,419,10
70179,70223,428,8
60982,60998,451,12
67691,67693,456,8
64271,64285,430,8
66699,66710,405,8
60978,61004,309,12
62953,62992,446,8
70831,70832,401,12
71528,71536,415,14
72270,491329,465,6
62312,492206,484,6
73966,426634,256,8
68129,482351,364,66
72433,72443,433,6
60335,60342,313,4
462742,480726,401,32
73005,73012,453,8
64589,416745,464,28
61997,62008,427,2
69982,70033,392,6
64950,421011,466,4
62116,62125,449,8
71223,415852,478,10
68411,68444,465,4
60330,60332,423,16
66829,66855,483,6
63474,63507,427,10
71687,71710,421,20
71322,462072,483,6
70505,70550,474,8
416545,490783,403,4
63799,74090,473,16
64598,64602,329,4
64118,64134,467,8
63581,63601,458,8
63864,63874,387,8
72451,464035,454,12
67615,67623,406,8
70768,70774,398,16
71241,474150,469,14
70568,70571,420,8
71013,71026,477,4
71350,71366,467,36
69480,69487,474,14
67545,67553,302,4
66820,493509,469,14
66613,479555,458,2
62637,62659,316,8
73857,420820,335,28
70492,70562,433,4
69930,69931,397,4
70193,70228,448,4
