ARRONDISSEMENT;TYPE;STATUT;ADRESSE;HORAIRE;ACCES_PMR;RELAIS_BEBE;URL_FICHE_EQUIPEMENT;geo_shape;geo_point_2d;gestionnaire;source;complement_adresse
75020;Sanisette;En service;29 z rue saint-fargeau;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.402133000083452, 48.87157400006918], ""type"": ""Point""}";48.87157400006918, 2.402133000083452;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75013;Sanisette;En service;54m bd auguste blanqui;24/24h;Oui;Non;;"{""coordinates"": [2.349431999860653, 48.82948800034881], ""type"": ""Point""}";48.82948800034881, 2.349431999860653;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75018;Sanisette;En service;13 rue henri huchard;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3340709996599873, 48.89904699985777], ""type"": ""Point""}";48.89904699985777, 2.3340709996599873;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75004;Sanisette;En service;10b rue de moussy;24/24h;Oui;Non;;"{""coordinates"": [2.3558229999089435, 48.85783900005621], ""type"": ""Point""}";48.85783900005621, 2.3558229999089435;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75019;Sanisette;En service;100 av de flandre;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3772510001708542, 48.890968999662405], ""type"": ""Point""}";48.890968999662405, 2.3772510001708542;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75020;Sanisette;En service;5 av de la porte de montreuil;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.4115299997084336, 48.853777000113496], ""type"": ""Point""}";48.853777000113496, 2.4115299997084336;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75003;Sanisette;En service;2 rue des quatre fils;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.36070300013047, 48.860068000390896], ""type"": ""Point""}";48.860068000390896, 2.36070300013047;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75007;Sanisette;En service;11 v pl vauban;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.311350000458147, 48.853583000261125], ""type"": ""Point""}";48.853583000261125, 2.311350000458147;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75012;Sanisette;En service;124 av du general michel bizot;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.4046250000370883, 48.840437999723655], ""type"": ""Point""}";48.840437999723655, 2.4046250000370883;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75015;Sanisette;En service;1 v pl de la republique de panama;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.308885999428817, 48.846033999806316], ""type"": ""Point""}";48.846033999806316, 2.308885999428817;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75016;WC;Hors service;1 place des etats unis;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/square-thomas-jefferson-2606;"{""coordinates"": [2.2947040778061325, 48.867765583257565], ""type"": ""Point""}";48.867765583257565, 2.2947040778061325;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75018;Sanisette;En service;136 rue des poissonniers;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3529850000351793, 48.8963399997984], ""type"": ""Point""}";48.8963399997984, 2.3529850000351793;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75020;Sanisette;En service;2 rue elisa borey;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3897559999677913, 48.8662639998932], ""type"": ""Point""}";48.8662639998932, 2.3897559999677913;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75008;Sanisette;En service;2 av marceau;24/24h;Oui;Non;;"{""coordinates"": [2.300204999518594, 48.86520000007258], ""type"": ""Point""}";48.86520000007258, 2.300204999518594;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75010;Sanisette;En service;12bv pl de la republique;24/24h;Oui;Non;;"{""coordinates"": [2.3634090001921604, 48.86840899962093], ""type"": ""Point""}";48.86840899962093, 2.3634090001921604;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75011;Sanisette;En service;53 rue richard lenoir;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.380934000066133, 48.857198000446246], ""type"": ""Point""}";48.857198000446246, 2.380934000066133;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75011;Sanisette;En service;195 bd voltaire;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.387873999429428, 48.85326799962916], ""type"": ""Point""}";48.85326799962916, 2.387873999429428;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75014;Sanisette;En service;76 rue vercingetorix;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3155799994518778, 48.83561300041891], ""type"": ""Point""}";48.83561300041891, 2.3155799994518778;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75014;Sanisette;En service;86 av du maine;06h00 - 23h59;Oui;Non;;"{""coordinates"": [2.322328000088415, 48.838127000206434], ""type"": ""Point""}";48.838127000206434, 2.322328000088415;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75015;Sanisette;En service;185 bd lefebvre;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.303363000332393, 48.82827099964057], ""type"": ""Point""}";48.82827099964057, 2.303363000332393;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75017;WC;Hors service;147 rue cardinet;Horaires du parc;Non;Non;;"{""coordinates"": [2.315752564171945, 48.89010284437884], ""type"": ""Point""}";48.89010284437884, 2.315752564171945;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75006;Sanisette;En service;75 bd saint-germain;24/24h;Oui;Non;;"{""coordinates"": [2.34281200042014, 48.85139700039018], ""type"": ""Point""}";48.85139700039018, 2.34281200042014;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75007;WC;En service;105 rue du bac;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-des-missions-etrangeres-2463;"{""coordinates"": [2.324502929972812, 48.85240888991868], ""type"": ""Point""}";48.85240888991868, 2.324502929972812;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75014;Sanisette;En service;15 av du general leclerc;06h00 - 23h59;Oui;Non;;"{""coordinates"": [2.3308930005580017, 48.8323179998504], ""type"": ""Point""}";48.8323179998504, 2.3308930005580017;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75015;Sanisette;En service;22 pl dupleix;24/24h;Oui;Non;;"{""coordinates"": [2.295117000147868, 48.85105900025366], ""type"": ""Point""}";48.85105900025366, 2.295117000147868;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75011;Sanisette;En service;54 bd richard lenoir;07h00 - 19h30;Oui;Non;;"{""coordinates"": [2.372018999818233, 48.859369999830044], ""type"": ""Point""}";48.859369999830044, 2.372018999818233;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75012;Sanisette;En service;50 rue crozatier;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3801900004553467, 48.84871000017086], ""type"": ""Point""}";48.84871000017086, 2.3801900004553467;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75020;WC;Hors service;40 rue le vau;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-emmanuel-fleury-2720;"{""coordinates"": [2.4110869068483605, 48.869910694027446], ""type"": ""Point""}";48.869910694027446, 2.4110869068483605;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75018;Sanisette;En service;135 rue damremont;24/24h;Oui;Non;;"{""coordinates"": [2.3382690006224656, 48.8965549996813], ""type"": ""Point""}";48.8965549996813, 2.3382690006224656;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75018;Sanisette;En service;0 s cite falaise;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3345859997408973, 48.89642000005421], ""type"": ""Point""}";48.89642000005421, 2.3345859997408973;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75020;Sanisette;En service;1 rue vitruve;06h00 - 22h00;Non;Non;;"{""coordinates"": [2.40135999995666, 48.85596999974226], ""type"": ""Point""}";48.85596999974226, 2.40135999995666;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75010;Sanisette;En service;21 rue de saint-quentin;06h00 - 22h00;Non;Non;;"{""coordinates"": [2.3555700002109496, 48.87826000013855], ""type"": ""Point""}";48.87826000013855, 2.3555700002109496;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75013;Sanisette;En service;15 v bd auguste blanqui;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.353364999561522, 48.83064100039682], ""type"": ""Point""}";48.83064100039682, 2.353364999561522;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75017;Sanisette;En service;20 bd des batignolles;24/24h;Oui;Non;;"{""coordinates"": [2.325236000174818, 48.883118000401375], ""type"": ""Point""}";48.883118000401375, 2.325236000174818;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75018;WC;En service;156 rue marcadet;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/square-leon-serpollet-2665;"{""coordinates"": [2.339101315132686, 48.89225644637529], ""type"": ""Point""}";48.89225644637529, 2.339101315132686;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75001;WC;En service;136 voie georges pompidou;10h00 - 22h00;Oui;Non;;"{""coordinates"": [2.345928474585103, 48.85742584289672], ""type"": ""Point""}";48.85742584289672, 2.345928474585103;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75012;WC;En service;2 carrefour de la pyramide;Horaires du parc;Oui;Oui;https://www.paris.fr/lieux/parc-floral-de-paris-1;"{""coordinates"": [2.4407682089981737, 48.83992843351192], ""type"": ""Point""}";48.83992843351192, 2.4407682089981737;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75013;Sanisette;En service;122 bd de l'hopital;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3578050001911746, 48.83481400020258], ""type"": ""Point""}";48.83481400020258, 2.3578050001911746;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75014;Sanisette;En service;16 av de la porte de vanves;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3041339997620978, 48.82552100015474], ""type"": ""Point""}";48.82552100015474, 2.3041339997620978;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75018;Sanisette;En service;70 rue de la chapelle;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3595610006604915, 48.89525799997793], ""type"": ""Point""}";48.89525799997793, 2.3595610006604915;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75019;Sanisette;En service;213 av jean jaures;24/24h;Oui;Non;;"{""coordinates"": [2.3930770004901785, 48.888967999902704], ""type"": ""Point""}";48.888967999902704, 2.3930770004901785;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75020;WC;En service;148 rue de bagnolet;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/jardin-de-l-hospice-debrousse-16194;"{""coordinates"": [2.406993131337986, 48.86235983215094], ""type"": ""Point""}";48.86235983215094, 2.406993131337986;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75020;WC;En service;2 rue de buzenval;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/square-sarah-bernhardt-1774;"{""coordinates"": [2.40370184146147, 48.849620046843484], ""type"": ""Point""}";48.849620046843484, 2.40370184146147;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75005;Sanisette;En service;16 w rue buffon;08h00 - 17h00;Oui;Non;;"{""coordinates"": [2.3606220006197094, 48.84433299987727], ""type"": ""Point""}";48.84433299987727, 2.3606220006197094;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75010;Sanisette;En service;2 rue de mazagran;06h00 - 06h02;Non;Non;;"{""coordinates"": [2.3512069999291474, 48.87027700036826], ""type"": ""Point""}";48.87027700036826, 2.3512069999291474;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75010;Sanisette;En service;81b bd de la villette;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3708719998770422, 48.87743100005244], ""type"": ""Point""}";48.87743100005244, 2.3708719998770422;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75011;Sanisette;En service;96 rue oberkampf;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.37761300023142, 48.86576100043247], ""type"": ""Point""}";48.86576100043247, 2.37761300023142;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75012;Sanisette;En service;12 rue de lyon;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.37180299975841, 48.847455999950604], ""type"": ""Point""}";48.847455999950604, 2.37180299975841;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75015;Sanisette;En service;1 rue jean rey;24/24h;Oui;Non;;"{""coordinates"": [2.2898729994070504, 48.85555399956984], ""type"": ""Point""}";48.85555399956984, 2.2898729994070504;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75016;WC;En service;93 avenue de l' hippodrome;Horaires du parc;Non;Oui;https://www.paris.fr/lieux/parc-de-bagatelle-1808;"{""coordinates"": [2.24571855392109, 48.868443030700334], ""type"": ""Point""}";48.868443030700334, 2.24571855392109;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75017;Sanisette;En service;3 av de la porte des ternes;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.2829540000409247, 48.8811389996345], ""type"": ""Point""}";48.8811389996345, 2.2829540000409247;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75010;Urinoir;En service;74v quai de valmy;24/24h;Non;Non;;"{""coordinates"": [2.3644474054843485, 48.87207827833964], ""type"": ""Point""}";48.87207827833964, 2.3644474054843485;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75010;Sanisette;En service;11 pl de la bataille de stalingrad;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.368730999528819, 48.88358300007065], ""type"": ""Point""}";48.88358300007065, 2.368730999528819;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75015;Sanisette;En service;22 rue du commandant rene mouchotte;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3200149997476203, 48.83865000033367], ""type"": ""Point""}";48.83865000033367, 2.3200149997476203;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75015;Sanisette;En service;92 rue desnouettes;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.2841089999091544, 48.834632999567155], ""type"": ""Point""}";48.834632999567155, 2.2841089999091544;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75004;WC;En service;6v quai de bourbon;10h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3539016527283474, 48.853549579130835], ""type"": ""Point""}";48.853549579130835, 2.3539016527283474;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75009;Sanisette;En service;51 bd marguerite de rochechouart;24/24h;Oui;Non;;"{""coordinates"": [2.341430000449094, 48.882332000210475], ""type"": ""Point""}";48.882332000210475, 2.341430000449094;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75012;Sanisette;En service;8 rue joseph chailley;06h00 - 23h58;Oui;Non;;"{""coordinates"": [2.4039959996640956, 48.83323699980999], ""type"": ""Point""}";48.83323699980999, 2.4039959996640956;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75015;Sanisette;En service;2 pl falguiere;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3098449997509936, 48.83641799985991], ""type"": ""Point""}";48.83641799985991, 2.3098449997509936;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75015;Sanisette;En service;5 pl violet;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.290481000526719, 48.84481099995824], ""type"": ""Point""}";48.84481099995824, 2.290481000526719;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75018;Sanisette;En service;90 w rue de la chapelle;06h00 - 22h00;Non;Non;;"{""coordinates"": [2.3594679996442203, 48.896914000104445], ""type"": ""Point""}";48.896914000104445, 2.3594679996442203;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75018;WC;En service;16 rue de jessaint;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-alain-bashung-15429;"{""coordinates"": [2.3560931672956853, 48.88506257517637], ""type"": ""Point""}";48.88506257517637, 2.3560931672956853;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75019;Sanisette;En service;60 av de flandre;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3737530005285743, 48.88817900034023], ""type"": ""Point""}";48.88817900034023, 2.3737530005285743;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75019;Sanisette;En service;8 bd d'algerie;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.4004340002685676, 48.88066700014851], ""type"": ""Point""}";48.88066700014851, 2.4004340002685676;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75020;Sanisette;En service;1 rue de buzenval;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.402572999497757, 48.84911200033021], ""type"": ""Point""}";48.84911200033021, 2.402572999497757;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75009;Sanisette;En service;11 av trudaine;21h59 - 22h00;Oui;Non;;"{""coordinates"": [2.3454389995445704, 48.88170100015116], ""type"": ""Point""}";48.88170100015116, 2.3454389995445704;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75013;WC;En service;1 rue charles bertheau;Horaires du parc;Non;Non;https://www.paris.fr/lieux/jardin-baudricourt-2853;"{""coordinates"": [2.3643766938524524, 48.82304802120928], ""type"": ""Point""}";48.82304802120928, 2.3643766938524524;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75015;WC;En service;2 rue de la montagne de la fage;Horaires du parc;Non;Non;https://www.paris.fr/lieux/parc-andre-citroen-1791;"{""coordinates"": [2.2761964354273543, 48.84174621365813], ""type"": ""Point""}";48.84174621365813, 2.2761964354273543;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75016;Sanisette;En service;16 av du general sarrail;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.2559780002277843, 48.845887999766205], ""type"": ""Point""}";48.845887999766205, 2.2559780002277843;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75017;WC;En service;147 rue cardinet;Horaires du parc;Oui;Non;;"{""coordinates"": [2.3144877004250732, 48.89161847331643], ""type"": ""Point""}";48.89161847331643, 2.3144877004250732;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75019;WC;En service;7 rue botzaris;Horaires du parc;Non;Non;https://www.paris.fr/lieux/parc-des-buttes-chaumont-1757;"{""coordinates"": [2.3873090506008023, 48.88106418703482], ""type"": ""Point""}";48.88106418703482, 2.3873090506008023;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75020;WC;En service;1 rue le vau;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-severine-1776;"{""coordinates"": [2.4097626243737658, 48.86626191493033], ""type"": ""Point""}";48.86626191493033, 2.4097626243737658;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75007;Sanisette;En service;1 v av du docteur brouardel;24/24h;Oui;Non;;"{""coordinates"": [2.295900999560928, 48.855115999955316], ""type"": ""Point""}";48.855115999955316, 2.295900999560928;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75010;Sanisette;En service;1 v bd de la villette;24/24h;Oui;Non;;"{""coordinates"": [2.3766129993778713, 48.87225799975622], ""type"": ""Point""}";48.87225799975622, 2.3766129993778713;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75011;Sanisette;En service;47 v bd voltaire;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.371021999418347, 48.86339400003775], ""type"": ""Point""}";48.86339400003775, 2.371021999418347;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75014;Sanisette;En service;80 bd brune;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.315764999477494, 48.825257999699474], ""type"": ""Point""}";48.825257999699474, 2.315764999477494;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75014;Sanisette;En service;40 av reille;24/24h;Oui;Non;;"{""coordinates"": [2.3385550002226787, 48.82444800030104], ""type"": ""Point""}";48.82444800030104, 2.3385550002226787;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75016;Lavatory;En service;1 av des nations unies;10h00-18h00;Non;Non;;"{""coordinates"": [2.28976020891041, 48.86001453233371], ""type"": ""Point""}";48.86001453233371, 2.28976020891041;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75018;WC;Hors service;5 rue des amiraux;Horaires du parc;Non;Non;https://www.paris.fr/lieux/jardin-henri-sauvage-ex-square-amiraux-boinod-2702;"{""coordinates"": [2.3523880408452515, 48.894122158005445], ""type"": ""Point""}";48.894122158005445, 2.3523880408452515;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75018;Sanisette;En service;47 av de la porte de clignancourt;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.343965999536896, 48.89920699989907], ""type"": ""Point""}";48.89920699989907, 2.343965999536896;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75001;WC;En service;32 rue berger;Horaires du parc;Oui;Non;;"{""coordinates"": [2.3463609754114185, 48.862250005118426], ""type"": ""Point""}";48.862250005118426, 2.3463609754114185;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75002;Sanisette;En service;117 rue montmartre;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.343226999493932, 48.86876100022834], ""type"": ""Point""}";48.86876100022834, 2.343226999493932;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75012;WC;En service;113 avenue daumesnil;Horaires du parc;Oui;Oui;https://www.paris.fr/lieux/square-philippe-farine-ex-square-du-mail-gatbois-2601;"{""coordinates"": [2.381996875345674, 48.84435659522636], ""type"": ""Point""}";48.84435659522636, 2.381996875345674;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75015;Sanisette;En service;76 rue brancion;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.302731999726336, 48.83193400009531], ""type"": ""Point""}";48.83193400009531, 2.302731999726336;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75013;Sanisette;En service;156 av de choisy;24/24h;Oui;Non;;"{""coordinates"": [2.35847500032991, 48.82820400038698], ""type"": ""Point""}";48.82820400038698, 2.35847500032991;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75014;WC;Hors service;72 rue du moulin vert;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-alberto-giacometti-2866;"{""coordinates"": [2.320531757502638, 48.83134761087849], ""type"": ""Point""}";48.83134761087849, 2.320531757502638;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75015;Sanisette;En service;73 qu jacques chirac;24/24h;Oui;Non;;"{""coordinates"": [2.291110000602172, 48.85724500040771], ""type"": ""Point""}";48.85724500040771, 2.291110000602172;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75018;Sanisette;En service;17 rue rene binet;24/24h;Oui;Non;;"{""coordinates"": [2.3405330004326794, 48.8992760000466], ""type"": ""Point""}";48.8992760000466, 2.3405330004326794;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75018;Sanisette;En service;16 pl saint-pierre;24/24h;Oui;Non;;"{""coordinates"": [2.3427400006679586, 48.88447100021972], ""type"": ""Point""}";48.88447100021972, 2.3427400006679586;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75008;Sanisette;En service;51 bd de courcelles;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.304040999956061, 48.87923899966627], ""type"": ""Point""}";48.87923899966627, 2.304040999956061;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75011;Sanisette;En service;133 av parmentier;24/24h;Oui;Non;;"{""coordinates"": [2.371148999796178, 48.86969599974975], ""type"": ""Point""}";48.86969599974975, 2.371148999796178;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75014;Sanisette;En service;34 bd edgar quinet;24/24h;Oui;Non;;"{""coordinates"": [2.3268410003738786, 48.840455999570636], ""type"": ""Point""}";48.840455999570636, 2.3268410003738786;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75015;WC;En service;43 rue blomet;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-de-l-oiseau-lunaire-ex-blomet-2519;"{""coordinates"": [2.30558818110809, 48.84213546483047], ""type"": ""Point""}";48.84213546483047, 2.30558818110809;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75019;WC;En service;7 rue botzaris;Horaires du parc;Non;Non;https://www.paris.fr/lieux/parc-des-buttes-chaumont-1757;"{""coordinates"": [2.3807900741875963, 48.87685545505606], ""type"": ""Point""}";48.87685545505606, 2.3807900741875963;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75010;Sanisette;En service;3 rue ambroise pare;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.353240999831761, 48.88182600016088], ""type"": ""Point""}";48.88182600016088, 2.353240999831761;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75011;Sanisette;En service;6 imp truillot;24/24h;Oui;Non;;"{""coordinates"": [2.374601999852079, 48.86058300021109], ""type"": ""Point""}";48.86058300021109, 2.374601999852079;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
