Nom de l'arrêt;Coordonnées OSM;ArTGeopoint;ID ArR;id_arr;ArTId;Code de ligne (OSM);Distance (km);Distance (m);Geo Shape;wheelchair;source:wheelchair;ArTName;Zone de transport;bench;bin;lit;shelter;tactile_paving;FournisseurId;FournisseurName;ArTTown;ArTPostalRegion;ArTPublicCode
Pointe à l'Ange;48.829292,1.994033;48.8292991102551, 1.994049894112986;5700;5700;50186844;;0.0;0;"{""type"": ""Point"", ""coordinates"": [1.994033, 48.829292]}";;;Pointe à l'Ange;5;no;no;yes;no;no;529;SAINT-QUENTIN-EN-YVELINES;Villepreux;78674;-
Rosière;48.6221257,2.3136788;48.62212171385605, 2.3136504833250817;411635;411635;50189379;227-01;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3136788, 48.6221257]}";no;STIF 2018-07;Rosière;5;;;;;;525;CŒUR D’ESSONNE;Brétigny-sur-Orge;91103;-
Branly;48.6036256,2.3059069;48.60365398698719, 2.305876480287341;411608;411608;50192856;227-01;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3059069, 48.6036256]}";no;STIF 2018-07;Branly;5;yes;yes;yes;yes;no;525;CŒUR D’ESSONNE;Brétigny-sur-Orge;91103;-
ZI Limousin;48.5941512,2.3028608;48.59414579460867, 2.3028156321186883;411569;411569;50189480;4531;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3028608, 48.5941512]}";no;STIF 2018-07;Z.I Limousin;5;yes;yes;;yes;;525;CŒUR D’ESSONNE;Brétigny-sur-Orge;91103;-
Sablière;48.6194235,2.3101229;48.61940276738973, 2.310131415397;477053;477053;50189401;227-01;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3101229, 48.6194235]}";no;STIF 2018-07;Sablière;5;;;;no;;525;CŒUR D’ESSONNE;Brétigny-sur-Orge;91103;-
Bois de Châtres;48.5996059,2.2863546;48.59961686441372, 2.2864135334759235;411606;411606;50192864;227-02B;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2863546, 48.5996059]}";;;Bois de Châtres;5;yes;yes;yes;yes;no;525;CŒUR D’ESSONNE;Brétigny-sur-Orge;91103;-
Van de Walle;48.6003263,2.2896255;48.6003106177823, 2.2896048787308487;35288;35288;50189450;227-02B;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2896255, 48.6003263]}";;;Van de Walle;5;yes;yes;yes;yes;no;525;CŒUR D’ESSONNE;Brétigny-sur-Orge;91103;-
Châtaigneraie;48.8069791,1.9470414;48.80696616393168, 1.947025273362053;424099;424099;50186545;6;0.0;0;"{""type"": ""Point"", ""coordinates"": [1.9470414, 48.8069791]}";;;Châtaigneraie;5;no;no;;no;;529;SAINT-QUENTIN-EN-YVELINES;Plaisir;78490;-
Abel Guyet;48.8281874,1.945503;48.82821523753951, 1.945492642678908;"13919;13918";13919;50202511;"8;50";0.0;0;"{""type"": ""Point"", ""coordinates"": [1.945503, 48.8281874]}";;;Abel Guyet;5;no;no;;no;;538;LIGNES ILE-DE-FRANCE OUEST;Plaisir;78490;-
Pont de Saint-Cloud - Albert Kahn;48.8410842,2.2268713;48.84107683072396, 2.2268623056326544;427159;427159;50195204;"17;460;126;160;175;467;52;72";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2268713, 48.8410842]}";no;STIF 2019-01;Pont de Saint-Cloud A.Kahn;2;yes;yes;yes;yes;no;528;GRAND VERSAILLES;Boulogne-Billancourt;92012;-
Métro Pont de Sèvres;48.8300661,2.2295884;48.83005883171252, 2.229559508830947;5934;5934;50202789;17;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2295884, 48.8300661]}";;;Métro Pont de Sèvres;2;yes;;yes;yes;;538;LIGNES ILE-DE-FRANCE OUEST;Boulogne-Billancourt;92012;-
Lavoir;48.8350861,2.0426338;48.835076008104764, 2.0425907069845017;32817;32817;50186612;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.0426338, 48.8350861]}";;;Lavoir;5;no;;yes;no;no;529;SAINT-QUENTIN-EN-YVELINES;Rennemoulin;78518;-
Beynes Mairie (La Poste);48.8569306,1.8756052;48.85695357110954, 1.8755875731017728;32443;32443;50200999;12;0.0;0;"{""type"": ""Point"", ""coordinates"": [1.8756052, 48.8569306]}";;;Mairie - Poste;5;yes;yes;;yes;;530;CENTRE ET SUD YVELINES;Beynes;78062;-
Blanc Soleil;48.8588123,1.9078926;48.858827238338854, 1.9079474963847336;5611;5611;50199720;5312;0.0;0;"{""type"": ""Point"", ""coordinates"": [1.9078926, 48.8588123]}";;;Blanc Soleil;5;no;no;;no;;530;CENTRE ET SUD YVELINES;Beynes;78062;-
Haut Village;48.8523434,1.8026904;48.85236067182265, 1.802674964631073;35501;35501;50202673;78 Express;0.0;0;"{""type"": ""Point"", ""coordinates"": [1.8026904, 48.8523434]}";;;Haut Village;5;yes;;no;yes;no;538;LIGNES ILE-DE-FRANCE OUEST;Autouillet;78036;-
Grésillons - Félix Éboué;48.916961,2.306799;48.91694920483985, 2.3068015478998776;"41409;27721";27721;50218591;"N154;177";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.306799, 48.916961]}";yes;STIF 2019-01;Grésillons - Félix Éboué;3;yes;yes;;yes;;542;BOUCLE NORD DE SEINE;Asnières-sur-Seine;92004;-
Moque Panier;48.8403082,1.8799165;48.84030093463269, 1.8799120012895354;29135;29135;50201185;B;0.0;0;"{""type"": ""Point"", ""coordinates"": [1.8799165, 48.8403082]}";;;Moque Panier;5;yes;;;yes;;530;CENTRE ET SUD YVELINES;Beynes;78062;-
Pompidou;48.8094015,2.0427409;48.80942585582776, 2.042734783895493;12981;12981;50195201;"40;43";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.0427409, 48.8094015]}";;;Pompidou;5;;;;;;528;GRAND VERSAILLES;Fontenay-le-Fleury;78242;-
Fer Rouge;48.8376085,2.1552854;48.837633846646135, 2.1552888011157387;34335;34335;50194812;426;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.1552854, 48.8376085]}";;;Fer Rouge;4;yes;;;yes;no;528;GRAND VERSAILLES;Vaucresson;92076;-
Villepreux;48.8407759,2.1468671;48.8407487566974, 2.146845011218316;4160;4160;50195414;"9;105;106";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.1468671, 48.8407759]}";no;STIF 2018-07;Villepreux;4;;;;;;528;GRAND VERSAILLES;Vaucresson;92076;-
Plaine de Neauphle;48.7853292,1.9874005;48.78530537202511, 1.98737102866272;5883;5883;50186740;"10;78 EXPRES;78;463";0.0;0;"{""type"": ""Point"", ""coordinates"": [1.9874005, 48.7853292]}";yes;STIF 2018-07;Plaine de Neauphle;5;yes;yes;;yes;;529;SAINT-QUENTIN-EN-YVELINES;Trappes;78621;-
Centre Commercial Brigitte;48.8264818,1.9482428;48.82650304667562, 1.9481836041305203;5790;5790;50202541;"17;8;M";0.0;0;"{""type"": ""Point"", ""coordinates"": [1.9482428, 48.8264818]}";;;Centre Commercial Brigitte;5;yes;no;no;no;no;538;LIGNES ILE-DE-FRANCE OUEST;Plaisir;78490;-
Église;48.8164621,1.9483681;48.81644885544331, 1.948345555027749;5795;5795;50186554;"10;6;JV";0.0;0;"{""type"": ""Point"", ""coordinates"": [1.9483681, 48.8164621]}";;;Église;5;yes;yes;;yes;no;529;SAINT-QUENTIN-EN-YVELINES;Plaisir;78490;-
Arletty;48.8037569,2.011318;48.80376445387556, 2.0113038452519687;"21070;20750";20750;50194630;"11;41;415";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.011318, 48.8037569]}";"yes;no";"STIF 2018-05;STIF 2019-01";Arletty;5;yes;yes;;yes;;528;GRAND VERSAILLES;Bois-d'Arcy;78073;-
Clos Marquet;48.9142109,1.7323533;48.91419991129723, 1.7323828779699184;25038;25038;50202566;78 Express;0.0;0;"{""type"": ""Point"", ""coordinates"": [1.7323533, 48.9142109]}";;;Clos Marquet;5;no;no;yes;no;no;538;LIGNES ILE-DE-FRANCE OUEST;Arnouville-lès-Mantes;78020;-
Place Foch (La Poste);48.802859,1.9010316;48.8028647979621, 1.9010721158747736;5751;5751;50201363;"18;78 EXPRES;7;M;P;V;78";0.0;0;"{""type"": ""Point"", ""coordinates"": [1.9010316, 48.802859]}";;;Place Foch (La Poste);5;yes;yes;;no;;530;CENTRE ET SUD YVELINES;Jouars-Pontchartrain;78321;-
Bois de la Garenne;48.7720322,2.0615514;48.77202329777659, 2.0615191274161577;20953;20953;50186178;FA;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.0615514, 48.7720322]}";;;Bois de la Garenne;5;yes;yes;;yes;;529;SAINT-QUENTIN-EN-YVELINES;Guyancourt;78297;-
Buffon;48.812048,2.0499459;48.81201986039544, 2.049959284090971;9879;9879;50194680;43;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.0499459, 48.812048]}";yes;STIF 2018-05;Buffon;5;yes;;;no;;528;GRAND VERSAILLES;Fontenay-le-Fleury;78242;-
Église de Tremblay-sur-Mauldre;48.7780814,1.8766164;48.77807310165846, 1.8766204237884612;5887;5887;50200178;"5;V";0.0;0;"{""type"": ""Point"", ""coordinates"": [1.8766164, 48.7780814]}";;;Église;5;;;;;;530;CENTRE ET SUD YVELINES;Le Tremblay-sur-Mauldre;78623;-
Centre Commercial Parly 2;48.8286881,2.118172;48.828650760083036, 2.1181635777674286;4068;4068;50174037;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.118172, 48.8286881]}";;;Centre Commercial Parly 2;4;yes;yes;;yes;;532;SAINT GERMAIN BOUCLES DE SEINE;Chesnay-Rocquencourt;78158;-
Michel-Ange;48.8212914,1.9262251;48.82132490043302, 1.9262086405857044;25007;25007;50186582;"7;BL;DF;M";0.0;0;"{""type"": ""Point"", ""coordinates"": [1.9262251, 48.8212914]}";;;Michel Ange;5;yes;yes;;yes;;529;SAINT-QUENTIN-EN-YVELINES;Plaisir;78490;-
États-Unis Université;48.8080178,2.1442177;48.808009564135496, 2.1441806011602704;4214;4214;50194802;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.1442177, 48.8080178]}";yes;STIF 2018-07;États-Unis Université;4;yes;yes;yes;yes;no;528;GRAND VERSAILLES;Versailles;78646;-
Rond-Point du Petit Saint-Cloud;48.8292236,1.9515705;48.82923985290255, 1.9515477337236156;425584;425584;50168733;;0.0;0;"{""type"": ""Point"", ""coordinates"": [1.9515705, 48.8292236]}";;;Rond-Point du Petit Saint-Cloud;5;no;yes;;no;;534;POISSY - LES MUREAUX;Plaisir;78490;-
Rond-Point du Petit Saint-Cloud;48.8292236,1.9515705;48.829195009126785, 1.951562258519699;425584;425584;50210067;;0.0;0;"{""type"": ""Point"", ""coordinates"": [1.9515705, 48.8292236]}";;;Rond-Point du Petit Saint-Cloud;5;no;yes;;no;;529;SAINT-QUENTIN-EN-YVELINES;Plaisir;78490;-
Ergal Rond-Point;48.785397,1.9326191;48.7853955160236, 1.9326240845468872;5740;5740;50200213;"5206;5214;5219;TàD";0.0;0;"{""type"": ""Point"", ""coordinates"": [1.9326191, 48.785397]}";;;Ergal Rond Point;5;no;yes;;yes;;530;CENTRE ET SUD YVELINES;Jouars-Pontchartrain;78321;-
Provence;48.808425,2.1405146;48.80841505267453, 2.1405245737131993;17557;17557;50195241;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.1405146, 48.808425]}";yes;;Provence;4;yes;yes;yes;yes;no;528;GRAND VERSAILLES;Versailles;78646;-
Beauvau Rémilly;48.8113366,2.1348042;48.811341901067244, 2.1348113160878026;4129;4129;50194642;"1;3;5;111;Nuit1";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.1348042, 48.8113366]}";yes;STIF 2018-07;Beauvau Rémilly;4;yes;yes;yes;yes;no;528;GRAND VERSAILLES;Versailles;78646;-
Marcel Cerdan;48.7923506,1.9659548;48.79235309631433, 1.9659023234116595;20854;20854;50186130;;0.0;0;"{""type"": ""Point"", ""coordinates"": [1.9659548, 48.7923506]}";yes;STIF 2018-05;Marcel Cerdan;5;yes;yes;;yes;;529;SAINT-QUENTIN-EN-YVELINES;Élancourt;78208;-
Jacques Tati;48.8036752,2.0047066;48.80366457909812, 2.0046883156554465;20748;20748;50194967;"41;415";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.0047066, 48.8036752]}";no;STIF 2019-01;Jacques Tati;5;no;no;;no;;528;GRAND VERSAILLES;Bois-d'Arcy;78073;-
Sainte-Apolline;48.7956224,1.9540097;48.79561351385055, 1.954007036511553;461835;461835;50186602;"CSP;JV;M";0.0;0;"{""type"": ""Point"", ""coordinates"": [1.9540097, 48.7956224]}";;;Sainte-Apolline;5;;;;;;529;SAINT-QUENTIN-EN-YVELINES;Plaisir;78490;-
Village;48.7709702,2.0648149;48.77096093594386, 2.064831232731552;4440;4440;50201831;"FA;467;455 Montigny - Collège Saint-François d'Assise";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.0648149, 48.7709702]}";;;Village;5;yes;yes;;yes;;530;CENTRE ET SUD YVELINES;Guyancourt;78297;-
États-Unis Université;48.8081524,2.1439137;48.80813351733803, 2.1439062273561427;4213;4213;50230684;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.1439137, 48.8081524]}";yes;STIF 2018-05;États-Unis - Université;4;yes;yes;yes;yes;no;541;DEFENSE SEINE OUEST;Versailles;78646;-
Cheval Blanc;48.7989459,1.9097114;48.798941670930304, 1.9097458938866672;17561;17561;50199952;"18;P;V";0.0;0;"{""type"": ""Point"", ""coordinates"": [1.9097114, 48.7989459]}";;;Cheval Blanc;5;yes;no;;yes;no;530;CENTRE ET SUD YVELINES;Jouars-Pontchartrain;78321;-
Jean Moulin;48.7961721,1.9705885;48.796162150339434, 1.9705781791164174;425493;425493;50186121;"67;15;6;475";0.0;0;"{""type"": ""Point"", ""coordinates"": [1.9705885, 48.7961721]}";;;Jean Moulin;5;no;no;;no;;529;SAINT-QUENTIN-EN-YVELINES;Élancourt;78208;-
Chemin Vert;48.7988556,2.0317302;48.798831720793984, 2.0317106317326945;20790;20790;50185987;"51;415";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.0317302, 48.7988556]}";;;Chemin Vert;5;no;no;no;no;no;529;SAINT-QUENTIN-EN-YVELINES;Bois-d'Arcy;78073;-
Z.A. Sainte-Apolline;48.7983024,1.9525545;48.798298745732254, 1.952510020121582;5840;5840;50186610;6;0.0;0;"{""type"": ""Point"", ""coordinates"": [1.9525545, 48.7983024]}";;;ZA Sainte Apolline;5;;;;;;529;SAINT-QUENTIN-EN-YVELINES;Plaisir;78490;-
Gros Caillou;48.8262656,1.9794996;48.82625242720272, 1.9794649868640601;5684;5684;50186052;;0.0;0;"{""type"": ""Point"", ""coordinates"": [1.9794996, 48.8262656]}";;;Gros Caillou;5;;;;yes;;529;SAINT-QUENTIN-EN-YVELINES;Les Clayes-sous-Bois;78165;-
Lamartine;48.8184883,1.9178701;48.81846117711041, 1.9178367402580032;23096;23096;50186575;"5184;5201;5289;5327;Soir";0.0;0;"{""type"": ""Point"", ""coordinates"": [1.9178701, 48.8184883]}";;;Lamartine;5;yes;yes;;yes;;529;SAINT-QUENTIN-EN-YVELINES;Plaisir;78490;-
Erich Von Stroheim;48.8057808,2.0117181;48.805773365236256, 2.011687878458823;"10003;21071";10003;50194793;"11;41;415";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.0117181, 48.8057808]}";yes;;Erich Von Stroheim;5;yes;yes;;yes;;528;GRAND VERSAILLES;Bois-d'Arcy;78073;-
Erich Von Stroheim;48.8058649,2.011867;48.80585553954968, 2.0118361045566258;"10003;21071";21071;50185990;"11;41;415";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.011867, 48.8058649]}";yes;;Erich Von Stroheim;5;no;no;;no;;529;SAINT-QUENTIN-EN-YVELINES;Bois-d'Arcy;78073;-
Reinette;48.8110951,2.0463934;48.811092166218266, 2.0464082814634947;19886;19886;50195262;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.0463934, 48.8110951]}";;;Reinette;5;yes;yes;yes;no;yes;528;GRAND VERSAILLES;Fontenay-le-Fleury;78242;-
Saint-Louis;48.8048978,1.9017486;48.80489455065305, 1.9017237981513477;5757;5757;50202881;"14;18;78 EXPRES;7;M;P;V";0.0;0;"{""type"": ""Point"", ""coordinates"": [1.9017486, 48.8048978]}";;;Saint-Louis;5;no;;;no;;538;LIGNES ILE-DE-FRANCE OUEST;Jouars-Pontchartrain;78321;-
Saint-Louis;48.8048978,1.9017486;48.804903418319455, 1.901709994755541;5757;5757;50201661;"14;18;78 EXPRES;7;M;P;V";0.0;0;"{""type"": ""Point"", ""coordinates"": [1.9017486, 48.8048978]}";;;Saint-Louis;5;no;;;no;;530;CENTRE ET SUD YVELINES;Jouars-Pontchartrain;78321;-
Henri Matisse;48.782456,2.055024;48.782468489099294, 2.05500240202008;21027;21027;50186219;"FA;468;458";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.055024, 48.782456]}";;;Henri Matisse;5;yes;yes;yes;yes;no;529;SAINT-QUENTIN-EN-YVELINES;Guyancourt;78297;-
Centre-Village;48.8411954,1.8179462;48.84117059995181, 1.8179346736884974;5965;5965;50199866;"78 EXPRES;78";0.0;0;"{""type"": ""Point"", ""coordinates"": [1.8179462, 48.8411954]}";;;Centre Village;5;;;;;;530;CENTRE ET SUD YVELINES;Auteuil;78034;-
Les Deux Ponts;48.7976214,2.0590064;48.79760162960342, 2.0590031775756206;20629;20629;50186617;"11;FA;401;77";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.0590064, 48.7976214]}";;;Les Deux Ponts;5;yes;yes;yes;yes;yes;529;SAINT-QUENTIN-EN-YVELINES;Saint-Cyr-l'École;78545;-
Place de la Loi;48.8149208,2.1291669;48.814916460737166, 2.1291546888838315;34625;34625;50195174;"1;2;9;19;111;EX01";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.1291669, 48.8149208]}";no;STIF 2019-01;Place de la Loi;4;yes;yes;yes;yes;no;528;GRAND VERSAILLES;Versailles;78646;-
Maison des Bois;48.7966203,1.9441006;48.79663286015703, 1.9441161621367333;5948;5948;50202775;;0.0;0;"{""type"": ""Point"", ""coordinates"": [1.9441006, 48.7966203]}";;;Maison des Bois;5;yes;yes;;yes;;538;LIGNES ILE-DE-FRANCE OUEST;Plaisir;78490;-
Jean-Jacques Rousseau;48.8139438,1.9464009;48.813922016752, 1.9463672973491293;5805;5805;50186571;;0.0;0;"{""type"": ""Point"", ""coordinates"": [1.9464009, 48.8139438]}";;;Jean-Jacques Rousseau;5;no;;;no;;529;SAINT-QUENTIN-EN-YVELINES;Plaisir;78490;-
République - Gare Saint-Cyr;48.7995483,2.070492;48.79956198203318, 2.070445178824751;"12349;20631";12349;50217113;"11;44;FA;10";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.070492, 48.7995483]}";;;République Gare St-Cyr;5;yes;;;yes;;529;SAINT-QUENTIN-EN-YVELINES;Saint-Cyr-l'École;78545;-
Bois-d'Arcy, Église;48.8021495,2.0176082;48.802125192012014, 2.017570899958573;5643;5643;50185989;"415;41";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.0176082, 48.8021495]}";no;STIF 2019-01;Église;5;yes;;;yes;;529;SAINT-QUENTIN-EN-YVELINES;Bois-d'Arcy;78073;-
Mairie de Mantes la Ville;48.9783788,1.7138832;48.97836146057474, 1.7138900951326288;5970;5970;50201039;"G;60;78;M";0.0;0;"{""type"": ""Point"", ""coordinates"": [1.7138832, 48.9783788]}";yes;STIF 2018-05;Mairie;5;;;;;yes;530;CENTRE ET SUD YVELINES;Mantes-la-Ville;78362;-
Gare de Saint-Cloud;48.8449531,2.2176096;48.84496491392075, 2.2176067566389035;24920;24920;50229770;"460;467;160;15";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2176096, 48.8449531]}";no;STIF 2019-01;Gare de Saint-Cloud;3;yes;yes;;yes;no;541;DEFENSE SEINE OUEST;Saint-Cloud;92064;-
Gare Routière de Mantes-la-Ville;48.9877632,1.7047957;48.98777880686867, 1.7048157032991553;5759;5759;50202053;"5234;7818";0.0;0;"{""type"": ""Point"", ""coordinates"": [1.7047957, 48.9877632]}";;;Gare Routière de Mantes-la-Ville;5;yes;yes;yes;yes;yes;530;CENTRE ET SUD YVELINES;Mantes-la-Ville;78362;-
Place de la Loi;48.8150733,2.1284395;48.815046295265134, 2.1284579606905893;4123;4123;50195173;"EX01;2;5;9;19;111";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.1284395, 48.8150733]}";no;STIF 2019-01;Place de la Loi;4;yes;yes;yes;yes;no;528;GRAND VERSAILLES;Versailles;78646;-
Rond-Point des Saules;48.7845072,2.0579863;48.78448882538512, 2.0579874511622873;21029;21029;50201529;FA;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.0579863, 48.7845072]}";;;Rond-Point des Saules;5;yes;separate;;yes;;530;CENTRE ET SUD YVELINES;Guyancourt;78297;-
Turpault;48.8014516,2.0324941;48.8014464113407, 2.032492636256199;5653;5653;50195389;"50;51";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.0324941, 48.8014516]}";;;Turpault;5;no;no;;no;no;528;GRAND VERSAILLES;Bois-d'Arcy;78073;-
Turpault;48.8014516,2.0324941;48.80145518392542, 2.032465242599525;5653;5653;50186009;"50;51";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.0324941, 48.8014516]}";;;Turpault;5;no;no;;no;no;529;SAINT-QUENTIN-EN-YVELINES;Bois-d'Arcy;78073;-
Les Vignettes;48.8693966,1.7994964;48.86942714449033, 1.7995286377001092;18083;18083;50200911;78 EXPRES;0.0;0;"{""type"": ""Point"", ""coordinates"": [1.7994964, 48.8693966]}";;;Les Vignettes;5;no;;;no;;530;CENTRE ET SUD YVELINES;Thoiry;78616;-
Les Vignettes;48.8693966,1.7994964;48.86939921123326, 1.7994338450411898;18083;18083;50202742;78 EXPRES;0.0;0;"{""type"": ""Point"", ""coordinates"": [1.7994964, 48.8693966]}";;;Les Vignettes;5;no;;;no;;538;LIGNES ILE-DE-FRANCE OUEST;Thoiry;78616;-
Pasteur;48.7735507,1.9835791;48.773535195037866, 1.9835713570827027;25018;25018;50186735;"5;441;401;402";0.0;0;"{""type"": ""Point"", ""coordinates"": [1.9835791, 48.7735507]}";;;Pasteur;5;yes;yes;;yes;;529;SAINT-QUENTIN-EN-YVELINES;Trappes;78621;-
Pont de Saint-Cloud - Albert Kahn;48.8408143,2.2272069;48.84080924445008, 2.2272069094305254;27091;27091;50229371;"52;72;126;160;175;460;467;Hourtoule17";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2272069, 48.8408143]}";no;STIF 2019-01;Pont de Saint-Cloud - Albert Kahn;2;yes;no;yes;yes;no;541;DEFENSE SEINE OUEST;Boulogne-Billancourt;92012;-
Hôpital André Mignot;48.8296104,2.1282549;48.82960625734352, 2.1282690336400036;"4275;32626";4275;50172324;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.1282549, 48.8296104]}";yes;STIF 2018-07;Hôpital André Mignot;4;yes;yes;;yes;;533;ARGENTEUIL - BOUCLES DE SEINE;Chesnay-Rocquencourt;78158;-
Hôpital André Mignot;48.8296104,2.1282549;48.829624044529865, 2.1282414909392475;"4275;32626";4275;50194943;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.1282549, 48.8296104]}";yes;STIF 2018-07;Hôpital André Mignot;4;yes;yes;;yes;;528;GRAND VERSAILLES;Chesnay-Rocquencourt;78158;-
Trois Communes;48.8118406,1.8960411;48.81184034920587, 1.8960892674363155;5773;5773;50201760;"5206;5214;5219;5289;5327;7818;TàD";0.0;0;"{""type"": ""Point"", ""coordinates"": [1.8960411, 48.8118406]}";;;Trois Communes;5;yes;yes;;yes;;530;CENTRE ET SUD YVELINES;Neauphle-le-Château;78442;-
Général Leclerc;48.8424469,2.2084356;48.842422382717004, 2.208447494738273;34320;34320;50229768;"15;460;467;160";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2084356, 48.8424469]}";no;STIF 2019-01;Général Leclerc;3;no;yes;yes;no;no;541;DEFENSE SEINE OUEST;Saint-Cloud;92064;-
Collège Passy - Buzenval;48.859478,2.1824743;48.85949783041357, 2.182494917330734;34393;34393;50172188;"111;141;163;467";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.1824743, 48.859478]}";yes;STIF 2019-01;Passy-Buzenval;3;yes;yes;yes;yes;no;533;ARGENTEUIL - BOUCLES DE SEINE;Rueil-Malmaison;92063;-
Mendès France;48.7722343,2.0794333;48.77221668915804, 2.07943707127091;9965;9965;50186235;"FA;439";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.0794333, 48.7722343]}";;;Mendès France;5;yes;yes;;yes;;529;SAINT-QUENTIN-EN-YVELINES;Guyancourt;78297;-
Île-de-Loisirs - Golf;48.7838987,1.9923317;48.78388980283783, 1.9922848413694656;5879;5879;50186708;"10;78 EXPRES;78;100;463";0.0;0;"{""type"": ""Point"", ""coordinates"": [1.9923317, 48.7838987]}";no;STIF 2018-07;Ile de Loisirs - Golf;5;yes;yes;;yes;no;529;SAINT-QUENTIN-EN-YVELINES;Trappes;78621;-
Lycée - Gare RD11;48.8143666,1.8746155;48.814346934818985, 1.8745587757201518;5929;5929;50202751;;0.0;0;"{""type"": ""Point"", ""coordinates"": [1.8746155, 48.8143666]}";;;RD11 - Lycée;5;no;yes;;no;;538;LIGNES ILE-DE-FRANCE OUEST;Villiers-Saint-Frédéric;78683;-
Théâtre Montansier;48.8089901,2.1252648;48.80899670848368, 2.125236450412185;477553;477553;50195375;"2;111;EX01";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.1252648, 48.8089901]}";no;STIF 2019-01;Théâtre Montansier;4;yes;no;yes;yes;no;528;GRAND VERSAILLES;Versailles;78646;-
