Nom de l'arrêt;Coordonnées OSM;ArTGeopoint;ID ArR;id_arr;ArTId;Code de ligne (OSM);Distance (km);Distance (m);Geo Shape;wheelchair;source:wheelchair;ArTName;Zone de transport;bench;bin;lit;shelter;tactile_paving;FournisseurId;FournisseurName;ArTTown;ArTPostalRegion;ArTPublicCode
Mendès France;49.0231525,2.0278505;49.023177981827104, 2.02788319828669;8811;8811;50203928;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.0278505, 49.0231525]}";;;Mendès France;5;yes;yes;;yes;;502;CERGY-PONTOISE CONFLUENCE;Vauréal;95637;-
Avenue de l'Est;49.0314592,2.088556;49.03149516891741, 2.088543446946386;8772;8772;50203196;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.088556, 49.0314592]}";;;Avenue de l'Est;5;;;;yes;;502;CERGY-PONTOISE CONFLUENCE;Pontoise;95500;-
Gare de Ballancourt;48.53221,2.3714899;48.53220558415937, 2.371472552327608;11802;11802;50116189;"223;224;226;201";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3714899, 48.53221]}";no;STIF 2019-01;Ballancourt;5;;;;;;1;SNCF;Ballancourt-sur-Essonne;91045;-
Les Dix Arpents;49.0199418,2.1084419;49.01990936042912, 2.1084216628285737;8764;8764;50203474;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.1084419, 49.0199418]}";;;Les Dix Arpents;5;;;;yes;;502;CERGY-PONTOISE CONFLUENCE;Éragny;95218;-
La Patelle;49.0244463,2.125507;49.02443228450391, 2.125504564882516;8913;8913;50203527;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.125507, 49.0244463]}";;;La Patelle;5;;;;;;502;CERGY-PONTOISE CONFLUENCE;Herblay;95306;-
Planètes;48.8092087,2.4581714;48.80923338154569, 2.4581553335180373;7783;7783;50234669;"281;372";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.4581714, 48.8092087]}";yes;STIF 2019-01;Planètes;3;;;;;;546;POMPADOUR;Maisons-Alfort;94046;-
Jean Maréchal;48.7780777,2.0380858;48.77806088095532, 2.03805694192202;20618;20618;50186388;"401;414;460;466";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.0380858, 48.7780777]}";yes;STIF 2018-07;Jean Maréchal;5;yes;yes;yes;yes;no;529;SAINT-QUENTIN-EN-YVELINES;Montigny-le-Bretonneux;78423;-
La Remise;48.7671607,2.0396885;48.76716404554153, 2.0397408764956;20738;20738;50186422;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.0396885, 48.7671607]}";;;La Remise;5;yes;;;yes;;529;SAINT-QUENTIN-EN-YVELINES;Montigny-le-Bretonneux;78423;-
Lycée Descartes;48.7648341,2.0373034;48.76480586582948, 2.037307985770875;4409;4409;50186392;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.0373034, 48.7648341]}";;;Lycée Descartes;5;yes;yes;;yes;no;529;SAINT-QUENTIN-EN-YVELINES;Montigny-le-Bretonneux;78423;-
Lycée Descartes;48.7653016,2.0379103;48.76526912655599, 2.0378708944958914;20737;20737;50200942;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.0379103, 48.7653016]}";;;Lycée Descartes;5;yes;;;yes;no;530;CENTRE ET SUD YVELINES;Montigny-le-Bretonneux;78423;-
Maison du Grand Cèdre;48.8030197,2.3383287;48.803026822397406, 2.338296668389138;12410;12410;50236084;"323;380;v4";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3383287, 48.8030197]}";yes;map 323;Maison du Grand Cèdre;2;yes;yes;yes;yes;no;547;SEINE ORLY;Arcueil;94003;-
Carrefour Pleyel;48.9200598,2.3439079;48.92005388540739, 2.3439045199925714;34133;34133;50232359;"139;274;N44";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3439079, 48.9200598]}";yes;STIF 2019-01;Carrefour Pleyel;3;yes;yes;;yes;;543;PLAINE SAINT-DENIS;Saint-Denis;93066;-
Vauvenargues;48.894094,2.3319275;48.89408775753657, 2.331970148677361;26564;26564;50231503;31;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3319275, 48.894094]}";;;Vauvenargues;1;yes;no;yes;yes;no;543;PLAINE SAINT-DENIS;Paris 18e;75118;-
Vauvenargues;48.8940074,2.3332141;48.8940137411286, 2.3332122595901894;26565;26565;50231531;Line 31;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3332141, 48.8940074]}";;;Vauvenargues;1;yes;no;yes;yes;no;543;PLAINE SAINT-DENIS;Paris 18e;75118;-
Cimetière Parisien;48.9077355,2.3442779;48.90772638424585, 2.3442645513486426;15138;15138;50232143;"line 255;255";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3442779, 48.9077355]}";yes;STIF 2019-01;Cimetière Parisien;2;no;no;yes;no;no;543;PLAINE SAINT-DENIS;Saint-Ouen;93070;-
Les Ardoines RER;48.7840595,2.4076284;48.784053598871424, 2.4076505537204826;27153;27153;50181302;"182;N133";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.4076284, 48.7840595]}";yes;STIF 2019-01;Les Ardoines;3;yes;yes;yes;yes;no;520;VAL D’YERRES VAL DE SEINE;Vitry-sur-Seine;94081;-
Angélique Compoint;48.897902,2.336067;48.89789668594785, 2.3360678784300632;26004;26004;50122124;341;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.336067, 48.897902]}";yes;STIF 2018-07;Angélique Compoint;1;;;;yes;;59;RATP;Paris 18e;75118;-
Victor Hugo;49.0747663,2.0280924;49.074750297242744, 2.028080156375588;"29759;29749";29759;50165333;1116,1130;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.0280924, 49.0747663]}";no;STIF 2019-01;Victor Hugo;5;yes;yes;no;yes;yes;501;VEXIN;Boissy-l'Aillerie;95078;-
Groupe Scolaire Jean Macé;48.7041282,2.2177686;48.704150829699174, 2.2177172481134724;21846;21846;50184550;1;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2177686, 48.7041282]}";;;Groupe Scolaire Jean Macé;4;no;no;no;no;no;100;PARISSACLAYMOBILITES;Palaiseau;91477;-
Groupe Scolaire Jean Macé;48.7043137,2.2174039;48.7043018555869, 2.21742960162125;21845;21845;50176472;1;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2174039, 48.7043137]}";;;Groupe Scolaire Jean Macé;4;no;no;no;no;no;526;PARIS SACLAY;Palaiseau;91477;-
Marceau - Les Chandeliers;48.7038685,2.2299232;48.70385221266976, 2.2298844778254665;21850;21850;50184555;1;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2299232, 48.7038685]}";;;Marceau;4;yes;no;yes;yes;no;100;PARISSACLAYMOBILITES;Palaiseau;91477;-
Boulevard Victor;48.8336722,2.2867372;48.83369606831338, 2.2867106883038106;39817;39817;50198754;80;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2867372, 48.8336722]}";no;STIF 2019-01;Porte de Versailles;1;;;;;;110;RATP CAP EXPERTISES;Paris 15e;75115;-
Hameau;48.835364,2.2892536;48.835366029939856, 2.2892491212799335;24269;24269;50114601;80;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2892536, 48.835364]}";no;STIF 2019-01;Hameau;1;no;no;yes;no;no;59;RATP;Paris 15e;75115;-
Place de la Victoire;48.7112635,2.2445591;48.71129498411185, 2.244589621061068;21854;21854;50176421;1;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2445591, 48.7112635]}";;;Place de la Victoire;4;yes;no;yes;yes;yes;526;PARIS SACLAY;Palaiseau;91477;-
Rue du Parc;48.8855856,2.4441225;48.885586760082425, 2.4441195701299234;27547;27547;50142601;322;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.4441225, 48.8855856]}";yes;STIF 2019-01;Rue du Parc;3;no;;;no;;59;RATP;Noisy-le-Sec;93053;-
Gare de Vaucresson;48.8372229,2.1522533;48.837216572413105, 2.1522436603118895;20412;20412;50230195;"105;426";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.1522533, 48.8372229]}";yes;STIF 2019-01;Vaucresson - Gare SNCF;4;no;yes;;no;;541;DEFENSE SEINE OUEST;Vaucresson;92076;-
Gare de Vaucresson;48.8374003,2.1524759;48.837371091980145, 2.1524727654954483;20411;20411;50230186;"426;460;76";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.1524759, 48.8374003]}";yes;STIF 2019-01;Vaucresson - Gare SNCF;4;yes;yes;;yes;;541;DEFENSE SEINE OUEST;Vaucresson;92076;-
Hôpital Paul Guiraud;48.7884183,2.3592627;48.78843588868468, 2.3592664954205715;23237;23237;50124913;172;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3592627, 48.7884183]}";yes;STIF 2019-01;Hôpital Paul Guiraud;3;no;yes;no;no;no;59;RATP;Villejuif;94076;-
Palaiseau RER - Édouard Branly;48.7164983,2.2485268;48.716482814997676, 2.248524529197247;"11624;492277";11624;50184539;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2485268, 48.7164983]}";;;Palaiseau RER - Edouard Branly;4;yes;yes;;yes;no;100;PARISSACLAYMOBILITES;Palaiseau;91477;-
Amblainvilliers;48.7390742,2.2441832;48.739058958822355, 2.244188040193524;40336;40336;50226008;"294;196";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2441832, 48.7390742]}";no;STIF 2019-01;Amblainvilliers;4;;;;no;;536;MASSY – JUVISY;Verrières-le-Buisson;91645;-
Kennedy–Bellevue;48.7382063,2.2299259;48.73821232740738, 2.2299353674128226;12660;12660;50226409;"1;15;16;294";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2299259, 48.7382063]}";;;Kennedy - Bellevue;4;;;;;;536;MASSY – JUVISY;Igny;91312;-
Louis Ménard;48.9321256,2.5379352;48.93212825641453, 2.5379226987578067;26476;26476;50123819;"N41;147";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.5379352, 48.9321256]}";yes;STIF 2019-01;Louis Ménard;4;no;;;no;no;59;RATP;Sevran;93071;-
Plaisance;48.8314879,2.3135695;48.83148776622107, 2.313550621228533;28235;28235;50227518;"N63;59";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3135695, 48.8314879]}";no;STIF 2019-01;Plaisance;1;yes;no;yes;yes;no;540;CROIX DU SUD;Paris 14e;75114;-
Ruisseau;48.6989277,2.1995201;48.698902928182406, 2.1995057860921055;11394;11394;50176476;1;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.1995201, 48.6989277]}";;;Ruisseau;5;no;no;yes;no;yes;526;PARIS SACLAY;Orsay;91471;-
Sept Îles;48.8989067,2.5469925;48.898898481501604, 2.547056468552605;19075;19075;50222748;602;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.5469925, 48.8989067]}";no;STIF 2019-01;Sept Îles;4;yes;;;yes;;599;GC MARNE ET BRIE;Montfermeil;93047;-
Hugo - Blum;48.8003185,2.4360875;48.800317327999736, 2.436083573643386;421256;421256;50237160;"172;372";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.4360875, 48.8003185]}";yes;STIF 2019-01;Hugo - Blum;3;;;;no;no;547;SEINE ORLY;Maisons-Alfort;94046;-
Hugo - Blum;48.8003185,2.4360875;48.800317327999736, 2.436083573643386;421256;421256;50142296;"172;372";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.4360875, 48.8003185]}";yes;STIF 2019-01;Hugo - Blum;3;;;;no;no;59;RATP;Maisons-Alfort;94046;-
Maisons-Alfort - Alfortville RER;48.8001033,2.4286989;48.80010228982242, 2.4286796409050853;23235;23235;50124923;"172;217";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.4286989, 48.8001033]}";yes;STIF 2019-01;Maisons-Alfort - Alfortville RER;3;yes;yes;yes;yes;no;59;RATP;Maisons-Alfort;94046;-
Camélias;48.7995969,2.4258945;48.799594279101974, 2.4258942698001853;37271;37271;50142445;172;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.4258945, 48.7995969]}";yes;STIF 2019-01;Camélias;3;;;;yes;no;59;RATP;Alfortville;94002;-
Dolet - Zola;48.7989136,2.424096;48.79890219919394, 2.4241184343587503;37272;37272;50236931;172;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.424096, 48.7989136]}";yes;STIF 2019-01;Dolet - Zola;3;;;;yes;;547;SEINE ORLY;Alfortville;94002;-
La Hunière Concorde;48.7094323,2.225264;48.70940825264909, 2.2252903480448003;11610;11610;50176429;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.225264, 48.7094323]}";;;La Hunière - Concorde;4;no;no;no;no;no;526;PARIS SACLAY;Palaiseau;91477;-
Chartres;48.6955388,2.1793487;48.69557276862357, 2.1793520493787244;11387;11387;50176003;"1;8";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.1793487, 48.6955388]}";;;Chartres;5;no;no;yes;no;yes;526;PARIS SACLAY;Orsay;91471;-
Mairie Annexe;48.7484074,2.4353603;48.74840901619952, 2.4353656798885175;17253;17253;50236103;"182;A";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.4353603, 48.7484074]}";yes;STIF 2019-01;Mairie Annexe;4;yes;;;yes;;547;SEINE ORLY;Villeneuve-Saint-Georges;94078;-
Usines Renault;48.7561787,2.426791;48.75617520302173, 2.4267934232172084;17368;17368;50236108;"182;A";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.426791, 48.7561787]}";yes;STIF 2019-01;Usines Renault;4;;;;yes;;547;SEINE ORLY;Villeneuve-Saint-Georges;94078;-
Théophile Ducloux;48.7623237,2.4192955;48.76234480706024, 2.419256748150054;17372;17372;50142329;"182;A";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.4192955, 48.7623237]}";yes;STIF 2019-01;Théophile Ducloux;3;;;;yes;;59;RATP;Choisy-le-Roi;94022;-
Théophile Ducloux;48.7623237,2.4192955;48.76230003691078, 2.4192980600156995;17372;17372;50180236;"182;A";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.4192955, 48.7623237]}";yes;STIF 2019-01;Théophile Ducloux;3;;;;yes;;520;VAL D’YERRES VAL DE SEINE;Choisy-le-Roi;94022;-
Choisy-le-Roi RER;48.7659716,2.409406;48.765975133219435, 2.4094067456273884;420162;420162;50237150;Choisybus;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.409406, 48.7659716]}";no;STIF 2019-01;Gare de Choisy-le-Roi;3;yes;;no;yes;no;547;SEINE ORLY;Choisy-le-Roi;94022;-
La Pie Voleuse - Église;48.7138201,2.2424692;48.71385423827475, 2.242500193147144;21870;21870;50176425;14;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2424692, 48.7138201]}";no;STIF 2019-01;La Pie Voleuse - Église;4;no;no;yes;no;no;526;PARIS SACLAY;Palaiseau;91477;-
Palaiseau RER - Avenue des Alliés;48.7194417,2.2492337;48.71941936019418, 2.249202757332913;11621;11621;50176454;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2492337, 48.7194417]}";;;Palaiseau RER - Avenue des Alliés;4;no;no;no;no;no;526;PARIS SACLAY;Palaiseau;91477;-
Henri de Vilmorin;48.7925728,2.3892704;48.792595269576786, 2.38925833327894;23240;23240;50236243;172;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3892704, 48.7925728]}";yes;STIF 2019-01;Henri de Vilmorin;3;;;;yes;;547;SEINE ORLY;Vitry-sur-Seine;94081;-
Exploradome;48.792938,2.392397;48.792935061372205, 2.3923988722412304;23217;23217;50123340;"172;180";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.392397, 48.792938]}";yes;STIF 2019-01;Exploradôme;3;yes;yes;no;yes;no;59;RATP;Vitry-sur-Seine;94081;-
Colonel Fabien;48.7882882,2.37548;48.78828787592082, 2.375479545570302;23198;23198;50123280;132;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.37548, 48.7882882]}";;;Colonel Fabien;3;no;yes;;no;no;59;RATP;Villejuif;94076;-
Colonel Fabien;48.7881982,2.3756915;48.788208143659965, 2.375711893982654;15199;15199;50123334;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3756915, 48.7881982]}";;;Colonel Fabien;3;yes;yes;yes;yes;no;59;RATP;Vitry-sur-Seine;94081;-
Résidence Fontanges;48.6870023,2.290618;48.68696770294962, 2.290614627543703;27175;27175;50176342;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.290618, 48.6870023]}";yes;STIF 2019-01;Résidence Fontanges;4;yes;;;yes;;526;PARIS SACLAY;Longjumeau;91345;-
Dauphin - Anatole France;48.8050931,2.3636706;48.80510724351905, 2.3636638507485803;427373;427373;50125096;"185;N22;N15";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3636706, 48.8050931]}";yes;STIF 2019-01;Dauphin - Anatole France;3;yes;;;yes;;59;RATP;Villejuif;94076;-
Église;48.6363381,2.7980126;48.636314219099745, 2.7980696959940676;6353;6353;50187401;"01;14;32";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.7980126, 48.6363381]}";;;Église;5;;;;yes;;513;PAYS BRIARD;Guignes;77222;-
Victorien Sardou;48.8651171,2.19744;48.8651121054673, 2.19744268615564;39358;39358;50229537;"141;241";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.19744, 48.8651171]}";yes;STIF 2019-01;Victorien Sardou;3;yes;yes;yes;yes;no;541;DEFENSE SEINE OUEST;Rueil-Malmaison;92063;-
Stalingrad;48.8636027,2.2021641;48.863596714010896, 2.202155227620941;36848;36848;50230279;241;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2021641, 48.8636027]}";yes;STIF 2019-01;Stalingrad;3;yes;yes;yes;yes;no;541;DEFENSE SEINE OUEST;Suresnes;92073;-
Grotius;48.8615187,2.201625;48.861533476810685, 2.201600698763069;36846;36846;50230280;241;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.201625, 48.8615187]}";yes;STIF 2019-01;Grotius;3;no;yes;yes;no;no;541;DEFENSE SEINE OUEST;Suresnes;92073;-
Gare d'Aulnay-sous-Bois;48.9316365,2.4940627;48.93164552900216, 2.494100790125469;19545;19545;50184918;616;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.4940627, 48.9316365]}";no;STIF 2019-01;Gare d'Aulnay-sous-Bois;4;yes;;;yes;;507;TERRES D'ENVOL;Aulnay-sous-Bois;93005;-
Pasteur - Charles Fourier;48.802592,2.4052621;48.802614280575185, 2.4052613523304998;27808;27808;50145764;"217;217";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.4052621, 48.802592]}";yes;STIF 2019-01;Pasteur - Charles Fourier;3;no;no;no;no;no;59;RATP;Vitry-sur-Seine;94081;-
Auguste Delaune - Stade Nautique;48.7844477,2.3612524;48.784444139169, 2.3612481967329684;29878;29878;50144053;v7;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3612524, 48.7844477]}";;;Auguste Delaune - Stade Nautique;3;no;yes;yes;no;no;59;RATP;Villejuif;94076;-
Champguérin;48.9565291,2.2825716;48.95652860306866, 2.282622441495345;7439;7439;50171525;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2825716, 48.9565291]}";;;Champguérin;4;;;;no;;533;ARGENTEUIL - BOUCLES DE SEINE;Argenteuil;95018;-
Place Chauvelot;48.9572264,2.2871401;48.95722137403879, 2.287201227572867;7522;7522;50171627;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2871401, 48.9572264]}";;;Place Chauvelot;4;;;;yes;yes;533;ARGENTEUIL - BOUCLES DE SEINE;Argenteuil;95018;-
Henri Vasseur;48.9502456,2.2624705;48.950246289652874, 2.2624739143981585;7566;7566;50171676;"7;361";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2624705, 48.9502456]}";yes;STIF 2019-01;Henri Vasseur;4;;;;;;533;ARGENTEUIL - BOUCLES DE SEINE;Argenteuil;95018;-
Gare de Sèvres - Rive Gauche;48.8207165,2.2190152;48.820699592230085, 2.2189923838659977;36145;36145;50116796;179;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2190152, 48.8207165]}";yes;STIF 2019-01;Sèvres Rive Gauche;3;yes;yes;yes;yes;no;1;SNCF;Sèvres;92072;-
Place Roosevelt;48.8616256,2.5790857;48.861639774288115, 2.5790710340304273;37826;37826;50219577;213;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.5790857, 48.8616256]}";yes;STIF 2019-01;Place Roosevelt;4;yes;yes;yes;yes;no;509;MARNE ET BRIE;Gournay-sur-Marne;93033;-
Schubert - Paganini;48.8515033,2.4117685;48.851500209002886, 2.4117626649544084;37080;37080;50144744;"CHARONN;La Traverse";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.4117685, 48.8515033]}";yes;STIF 2019-01;Schubert - Paganini;1;;;;no;;59;RATP;Paris 20e;75120;-
Cargo Centre;48.9981955,2.5269351;48.9981980037403, 2.5269214422983213;41403;41403;50225324;"V;23;43;N143;349;100C";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.5269351, 48.9981955]}";yes;;Cargo Centre;5;;;;yes;;539;EXPRESS ROISSY;Tremblay-en-France;93073;-
Les 2 Cèdres;49.0017357,2.5279531;49.00172700938171, 2.5279553459641213;39166;39166;50223020;"23;VB;349;351";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.5279531, 49.0017357]}";yes;STIF 2019-01;Les Deux Cèdres;5;;;;yes;;599;GC MARNE ET BRIE;Roissy-en-France;95527;-
Les 2 Cèdres;49.0017357,2.5279531;49.00173583995354, 2.527914264220139;39166;39166;50225444;"23;VB;349;351";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.5279531, 49.0017357]}";yes;STIF 2019-01;Rue des 2 Cèdres;5;;;;yes;;539;EXPRESS ROISSY;Roissy-en-France;95527;-
Les 2 Cèdres;49.0017357,2.5279531;49.001735947469136, 2.5279415975816946;39166;39166;50196081;"23;VB;349;351";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.5279531, 49.0017357]}";yes;STIF 2019-01;Les Deux Cèdres;5;;;;yes;;508;ROISSY EST;Roissy-en-France;95527;-
La Muette - Boulainvilliers;48.8578135,2.2739779;48.857794707820354, 2.2740186077467115;25385;25385;50228831;22;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2739779, 48.8578135]}";yes;STIF 2019-01;La muette;1;yes;no;no;yes;no;110;RATP CAP EXPERTISES;Paris 16e;75116;-
Kléber - Paul Valéry;48.8691716,2.2918283;48.869170302390266, 2.2918279709755938;39488;39488;50114230;"22;30;N53";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2918283, 48.8691716]}";no;STIF 2019-01;Kléber - Paul Valéry;1;yes;yes;yes;yes;no;59;RATP;Paris 16e;75116;-
Kléber - Paul Valéry;48.8693868,2.2917295;48.86938556364377, 2.2917296152240185;22805;22805;50114245;"22;30;N53";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2917295, 48.8693868]}";no;STIF 2019-01;Kléber - Paul Valéry;1;yes;yes;yes;yes;no;59;RATP;Paris 16e;75116;-
Marguilliers;48.9946125,2.5236154;48.99463280084631, 2.523564907454919;419499;419499;50185153;"22;23;32;43;VB;349;350;351;Express 100;Filéo;N140";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.5236154, 48.9946125]}";yes;STIF 2019-01;Marguilliers;5;;;;yes;;507;TERRES D'ENVOL;Tremblay-en-France;93073;-
Marguilliers;48.9946125,2.5236154;48.99464195550455, 2.5236058194357747;419499;419499;50223070;"22;23;32;43;VB;349;350;351;Express 100;Filéo;N140";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.5236154, 48.9946125]}";yes;STIF 2019-01;Marguilliers;5;;;;yes;;599;GC MARNE ET BRIE;Tremblay-en-France;93073;-
Marguilliers;48.9945744,2.5239315;48.99454423772651, 2.523907351572393;419500;419500;50185152;"23;22;VB;349;350;351;N140;Express 100";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.5239315, 48.9945744]}";;;Marguilliers;5;;;;yes;;507;TERRES D'ENVOL;Tremblay-en-France;93073;-
Deux Cèdres;49.0008945,2.5275283;49.00092517554004, 2.5275662897349664;18974;18974;50223021;"23;V;349;350;Express 100";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.5275283, 49.0008945]}";yes;STIF 2019-01;Les Deux Cèdres;5;;;;yes;;599;GC MARNE ET BRIE;Roissy-en-France;95527;-
Rue des Vignes;49.0045366,2.5479955;49.00453766194644, 2.547966942166924;470644;470644;50196084;"23;V;349;350;Tbus;N140;N143;Express 100";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.5479955, 49.0045366]}";;;Rue des Vignes;5;;;;yes;;508;ROISSY EST;Roissy-en-France;95527;-
André Citroën;48.9541887,2.4766033;48.954160007750424, 2.476594895371136;19228;19228;50184662;"627;609";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.4766033, 48.9541887]}";no;STIF 2018-07;André Citroën;4;;;;;;507;TERRES D'ENVOL;Aulnay-sous-Bois;93005;-
Les Quatre Pavés;48.8513783,2.622398;48.85137909281393, 2.622408118622084;25923;25923;50219332;"220;N34";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.622398, 48.8513783]}";yes;STIF 2019-01;Les Quatre Pavés;5;yes;yes;;yes;no;509;MARNE ET BRIE;Noisiel;77337;-
Les Quatre Pavés;48.8513783,2.622398;48.85137913581796, 2.6224217459544614;25923;25923;50222765;"220;N34";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.622398, 48.8513783]}";yes;STIF 2019-01;Les Quatre Pavés;5;yes;yes;;yes;no;599;GC MARNE ET BRIE;Noisiel;77337;-
Les Quatre Pavés;48.8511796,2.6231552;48.85117461328836, 2.6231591177561944;41699;41699;50222766;"220;421;N34";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.6231552, 48.8511796]}";yes;STIF 2019-01;Les Quatre Pavés;5;yes;yes;yes;yes;no;599;GC MARNE ET BRIE;Noisiel;77337;-
Les Quatre Pavés;48.8511796,2.6231552;48.85117461328836, 2.6231591177561944;41699;41699;50219602;"220;421;N34";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.6231552, 48.8511796]}";yes;STIF 2019-01;Les Quatre Pavés;5;yes;yes;yes;yes;no;509;MARNE ET BRIE;Noisiel;77337;-
Les Bondrolles;48.852089,2.6585889;48.85209034237066, 2.658584815024171;25857;25857;50219320;"220;421";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.6585889, 48.852089]}";yes;STIF 2019-01;Les Bondrolles;5;yes;;;yes;no;509;MARNE ET BRIE;Torcy;77468;-
Cité Scolaire;48.8501891,2.6347297;48.85019422366552, 2.63472218227883;40610;40610;50219588;"211:220;N34";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.6347297, 48.8501891]}";no;STIF 2019-01;Cité Scolaire;5;yes;yes;yes;yes;no;509;MARNE ET BRIE;Torcy;77468;-
Les Bondrolles;48.8525882,2.6589599;48.852576983466356, 2.658935952695182;8247;8247;50223086;"220;421";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.6589599, 48.8525882]}";yes;STIF 2019-01;Les Bondrolles;5;;;;yes;no;599;GC MARNE ET BRIE;Torcy;77468;-
Ferme du Couvent;48.8530592,2.6552425;48.85307009474646, 2.6552667772718244;25858;25858;50219321;"211;220;421";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.6552425, 48.8530592]}";yes;STIF 2019-01;Ferme du Couvent;5;;;;;;509;MARNE ET BRIE;Torcy;77468;-
Jules Ferry;48.8510033,2.6262454;48.85102239666095, 2.6262400445642924;8219;8219;50219209;"220;N34";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.6262454, 48.8510033]}";yes;STIF 2019-01;Jules Ferry;5;yes;no;yes;yes;no;509;MARNE ET BRIE;Noisiel;77337;-
