code_externe,zdc_a,zdc_b,nom_a,nom_b,duree_mediane_secondes,nb_observations
C01494,61677,61682,"Rue des Turlures","Rue des Martyrs",60,11
C01494,61680,61682,"Place la République","Rue des Martyrs",180,8
C01494,61680,61699,"Place la République","Chemin des Ranges",180,15
C01494,61682,61699,"Rue des Martyrs","Chemin des Ranges",120,2
C01494,61699,426123,"Chemin des Ranges","La Brunette",120,17
C01495,60041,60061,"ZI Cochets",Presle,120,228
C01495,60041,60065,"ZI Cochets","Ligne Blanche",120,228
C01495,60061,492041,Presle,"Les Promenades",60,161
C01495,60065,60074,"Ligne Blanche",Poitou,60,63
C01495,60074,60075,Poitou,"Centre Commercial Maison Neuve",120,139
C01495,60074,60101,Poitou,"ZI Languedoc",120,89
C01495,60075,492041,"Centre Commercial Maison Neuve","Les Promenades",240,232
C01495,60075,60081,"Centre Commercial Maison Neuve","Ferme MN",60,138
C01495,60081,492041,"Ferme MN","Les Promenades",180,558
C01495,60081,60101,"Ferme MN","ZI Languedoc",60,420
C01495,60101,60129,"ZI Languedoc","ZI Limousin",60,509
C01495,60129,60160,"ZI Limousin",Moinerie,60,456
C01495,60160,60188,Moinerie,Cossigny,60,509
C01495,60188,60200,Cossigny,Branly,60,509
C01495,60200,60223,Branly,"Maurice Boyau / PMI",60,396
C01495,60223,60247,"Maurice Boyau / PMI",Brétigny,60,509
C01495,60247,473063,Brétigny,"11 Novembre",60,251
C01495,60247,60276,Brétigny,Mairie,180,258
C01495,60276,60331,Mairie,"Léon Blum / Château",120,258
C01495,60288,473063,"Les Halliers","11 Novembre",120,251
C01495,60288,60325,"Les Halliers","La Fontaine",60,251
C01495,60325,60331,"La Fontaine","Léon Blum / Château",60,254
C01495,60325,60362,"La Fontaine",Sablière,120,509
C01495,60349,60393,"ZA Parc",Diderot,120,284
C01495,60362,60382,Sablière,"Louise Michel",60,258
C01495,60382,60398,"Louise Michel",Rosière,60,509
C01495,60393,60395,Diderot,D'Alembert,60,162
C01495,60395,60403,D'Alembert,"Chemin de Brétigny",60,173
C01495,60398,60412,Rosière,Techniparc,60,406
C01495,60403,60407,"Chemin de Brétigny",Condorcet,60,430
C01495,60407,60412,Condorcet,Techniparc,60,79
C01497,60199,60200,"Les Ardrets",Branly,120,332
C01497,60199,60216,"Les Ardrets","Maryse Bastié",60,194
C01497,60200,60223,Branly,"Maurice Boyau / PMI",60,332
C01497,60216,60221,"Maryse Bastié","Quatre-vingts Arpents",60,332
C01497,60221,477077,"Quatre-vingts Arpents","Beau de Rochas",60,332
C01497,60223,473063,"Maurice Boyau / PMI","11 Novembre",60,166
C01497,60223,60247,"Maurice Boyau / PMI",Brétigny,180,166
C01497,60225,477077,"Base Aérienne 217","Beau de Rochas",60,332
C01497,60247,473063,Brétigny,"11 Novembre",240,166
C01498,419299,487096,"Grand Noyer","Caroline Rier",120,142
C01498,60203,60224,"Imprimerie Nationale","Arnaud Massy",60,142
C01498,60224,60251,"Arnaud Massy","Les Petits Bois",120,72
C01498,60247,60248,Brétigny,"Victor Hugo",60,266
C01498,60248,60255,"Victor Hugo",Lycée,60,266
C01498,60251,60256,"Les Petits Bois","Les Trois Parts",60,70
C01498,60253,60255,"La Marinière",Lycée,60,194
C01498,60253,60258,"La Marinière",Mozart,60,266
C01498,60256,60286,"Les Trois Parts","Gabriel Jaillard",60,142
C01498,60258,426772,Mozart,"Les Castors",60,62
C01498,60258,60264,Mozart,Gymnase,60,204
C01498,60264,60285,Gymnase,"Les Roses",60,62
C01498,60264,60289,Gymnase,"Mairie - Église",60,70
C01498,60285,60312,"Les Roses","Clos Méline",60,134
C01498,60286,60307,"Gabriel Jaillard","Les Coccinelles",60,142
C01498,60289,426772,"Mairie - Église","Les Castors",60,62
C01498,60289,60304,"Mairie - Église","Les Biches",60,62
C01498,60289,60311,"Mairie - Église","Rue des Chamois",60,70
C01498,60296,60307,"Rue des Clos","Les Coccinelles",120,142
C01498,60296,60314,"Rue des Clos","Hôtel de Ville",60,72
C01498,60296,60333,"Rue des Clos","Cimetière / Libération",60,70
C01498,60304,60326,"Les Biches","La Rogère",60,62
C01498,60311,60312,"Rue des Chamois","Clos Méline",60,134
C01498,60311,60326,"Rue des Chamois","La Rogère",60,204
C01498,60314,60333,"Hôtel de Ville","Cimetière / Libération",60,72
C01498,60326,60349,"La Rogère","ZA Parc",180,142
C01498,60333,419299,"Cimetière / Libération","Grand Noyer",60,142
C01498,60349,60389,"ZA Parc","Petits Champs",180,142
C01498,60389,74109,"Petits Champs",Plessis,60,69
C01498,74109,487096,Plessis,"Caroline Rier",420,142
C01499,481666,486748,"Saint Just Clémenceau","Place Saint-Jean",300,5
C01499,61942,62011,"La Borde Mairie",Châtillon,120,13
C01499,61942,62070,"La Borde Mairie","Château d'Eau",300,13
C01499,61997,479388,"Porte de Paris","Gare de Melun - Gare routière Sud",900,83
C01499,61997,486748,"Porte de Paris","Place Saint-Jean",180,83
C01499,62007,461808,"Route de Nangis","RD 408",540,152
C01499,62007,481666,"Route de Nangis","Saint Just Clémenceau",300,5
C01499,62007,486748,"Route de Nangis","Place Saint-Jean",240,160
C01499,62007,62032,"Route de Nangis",Courtry,480,13
C01499,62011,62032,Châtillon,Courtry,240,13
C01499,62065,461808,"Rue de la Poste","RD 408",300,152
C01499,62065,62070,"Rue de la Poste","Château d'Eau",60,13
C01499,62065,62136,"Rue de la Poste","Mairie / Salle Polyvalente",240,13
C01499,62066,62139,"Hôpital Léon Binet / Lycée les Pannevelles",Provins,300,4
C01499,62090,62097,"Collège Barthélémy",Gendarmerie,240,152
C01499,62090,62145,"Collège Barthélémy","Pavé du Roy",660,160
C01499,62090,62168,"Collège Barthélémy",Nangis,300,13
C01499,62097,62118,Gendarmerie,Stade,300,152
C01499,62109,62115,Lotissement,"Le Jarrier",180,13
C01499,62109,62136,Lotissement,"Mairie / Salle Polyvalente",60,13
C01499,62115,62118,"Le Jarrier",Stade,120,165
C01499,62118,62134,Stade,"Victor Hugo",300,13
C01499,62134,62168,"Victor Hugo",Nangis,120,13
C01499,62139,62171,Provins,"Ville Haute",360,40
C01499,62145,62159,"Pavé du Roy","Vulaines / RD 619",240,160
C01499,62159,62171,"Vulaines / RD 619","Ville Haute",300,44
C01500,62139,62171,Provins,"Ville Haute",360,180
C01500,62171,62361,"Ville Haute",Église,540,180
C01500,62361,480406,Église,"Rue de Paris",480,180
C01500,67427,480406,"La Fontaine","Rue de Paris",450,180
C01500,67427,67606,"La Fontaine",Mairie,540,180
C01500,67606,421882,Mairie,"Station de Covoiturage",300,180
C01500,68385,421882,"Marne-la-Vallée - Chessy","Station de Covoiturage",1560,180
C01503,62090,62168,"Collège Barthélémy",Nangis,330,2
C01503,62168,62269,Nangis,"Les Loges de Bailly",330,2
C01503,62269,62330,"Les Loges de Bailly",Mairie,150,2
C01503,62330,62414,Mairie,Mairie,120,2
C01503,62414,62483,Mairie,Mélenfroy,210,2
C01503,62483,62518,Mélenfroy,Mairie,180,2
C01505,61414,412042,Montereau,"Place Lepesme",180,28
C01505,61441,412042,"ZI Clomarts","Place Lepesme",360,27
C01505,61441,61492,"ZI Clomarts",CFA,180,5
C01505,61482,412042,"Clos Dion / Rue des Chesnois","Place Lepesme",420,1
C01505,61482,61492,"Clos Dion / Rue des Chesnois",CFA,300,1
C01505,61492,61599,CFA,Bibliothèque,360,6
C01505,61599,61652,Bibliothèque,Orvilliers,300,5
C01505,61652,61684,Orvilliers,Église,300,5
C01505,61684,415704,Église,Église,240,3
C01505,61684,61733,Église,Haussonville,420,25
C01505,61724,415704,EDF,Église,60,3
C01505,61724,61744,EDF,"Chalautre La Reposte",120,3
C01505,61733,61744,Haussonville,"Chalautre La Reposte",300,3
C01505,61733,61755,Haussonville,Thénisy,360,5
C01505,61747,424876,Liberté,"Les Frelons",300,5
C01505,61747,61755,Liberté,Thénisy,180,5
C01505,61903,424876,Viaduc,"Les Frelons",240,28
C01505,61903,61961,Viaduc,"Sainte-Colombe Septveilles",180,5
C01505,61961,62064,"Sainte-Colombe Septveilles","Champbenoist Poigny",300,3
C01505,61961,62171,"Sainte-Colombe Septveilles","Ville Haute",570,2
C01505,62064,482867,"Champbenoist Poigny","Centre Commercial Val du Châtel",120,26
C01505,62139,482867,Provins,"Centre Commercial Val du Châtel",240,26
C01505,62139,62171,Provins,"Ville Haute",510,2
C01506,61684,415704,Église,Église,360,4
C01506,61684,61766,Église,Poste,270,4
C01506,61724,415704,EDF,Église,120,6
C01506,61724,61744,EDF,"Chalautre La Reposte",120,6
C01506,61733,415704,Haussonville,Église,330,2
C01506,61733,61744,Haussonville,"Chalautre La Reposte",300,4
C01506,61744,61766,"Chalautre La Reposte",Poste,330,2
C01506,61766,61800,Poste,Valjouan,210,6
C01506,61800,62090,Valjouan,"Collège Barthélémy",420,5
C01506,62083,62090,"Lycée H. Becquerel","Collège Barthélémy",420,2
C01506,62083,62168,"Lycée H. Becquerel",Nangis,240,1
C01506,62090,62168,"Collège Barthélémy",Nangis,300,5
C01507,61789,61830,Centre,"Maulny Centre",300,7
C01507,61809,61830,"Blunay Mairie","Maulny Centre",120,7
C01507,61809,62000,"Blunay Mairie","La Poste",300,3
C01507,61818,61846,"Puits Godier","Café Pressoir",120,7
C01507,61818,61858,"Puits Godier",Longueville,420,7
C01507,61846,61955,"Café Pressoir","Place de l'Escargot",240,7
C01507,61955,62010,"Place de l'Escargot",Église,300,7
C01507,62000,62010,"La Poste",Église,120,7
C01508,61984,62000,"Quartier de Lattre","La Poste",120,24
C01508,62000,62066,"La Poste","Hôpital Léon Binet / Lycée les Pannevelles",420,24
C01508,62066,62139,"Hôpital Léon Binet / Lycée les Pannevelles",Provins,240,24
C01509,61568,61581,"La Borne Blanche","Place des Buttes",120,12
C01509,61581,61733,"Place des Buttes",Haussonville,720,12
C01509,61733,62090,Haussonville,"Collège Barthélémy",780,9
C01509,62083,62090,"Lycée H. Becquerel","Collège Barthélémy",300,2
C01509,62090,62168,"Collège Barthélémy",Nangis,300,11
C01509,62168,62231,Nangis,"Mairie Annexe",330,12
C01509,62231,477931,"Mairie Annexe",Chantemerle,480,12
C01509,62588,62603,"Lycée Tour des Dames","Saint Nicolas",180,10
C01509,62588,68385,"Lycée Tour des Dames","Marne-la-Vallée - Chessy",,0
C01509,62603,421882,"Saint Nicolas","Station de Covoiturage",840,2
C01509,62603,477931,"Saint Nicolas",Chantemerle,300,12
C01510,424483,426360,"Val Bréon - Cempac / Castorama","Val Bréon - Ikéa",90,2
C01510,424483,479102,"Val Bréon - Cempac / Castorama","Val Bréon - Conforama",90,2
C01510,62499,67473,Bourg,Bourg,420,6
C01510,67427,426360,"La Fontaine","Val Bréon - Ikéa",1500,1
C01510,67427,67507,"La Fontaine",Place,840,10
C01510,67473,67477,Bourg,D204,600,4
C01510,67473,67479,Bourg,Lotissement,120,10
C01510,67477,67489,D204,Fortail,120,10
C01510,67489,67507,Fortail,Place,180,10
C01510,67625,479102,Tournan,"Val Bréon - Conforama",600,1
C01517,62038,62043,"Terrier Rouge","Fontaine aux Ecus",90,132
C01517,62038,62064,"Terrier Rouge","Champbenoist Poigny",120,132
C01517,62043,62053,"Fontaine aux Ecus","Pré Botin",60,132
C01517,62053,62078,"Pré Botin","Maison de Quartier",60,66
C01517,62078,482867,"Maison de Quartier","Centre Commercial Val du Châtel",60,66
C01517,62094,482867,"Avenue de la Voulzie","Centre Commercial Val du Châtel",60,132
C01517,62094,62119,"Avenue de la Voulzie","ZAC des Bordes",120,132
C01517,62119,62139,"ZAC des Bordes",Provins,120,132
C01517,62138,62198,Warnery,"Place du 29e Dragon / Désiré Laurent",150,132
C01517,62138,62209,Warnery,"École des Coudoux",60,66
C01517,62139,415642,Provins,"Place H.Balzac",240,66
C01517,62139,62148,Provins,Tassigny,120,66
C01517,62148,62161,Tassigny,Delort,60,66
C01517,62161,425141,Delort,"Félix Bourquelot",60,66
C01517,62169,415642,"Gare Routière","Place H.Balzac",60,66
C01517,62169,425141,"Gare Routière","Félix Bourquelot",180,48
C01517,62169,62198,"Gare Routière","Place du 29e Dragon / Désiré Laurent",60,114
C01517,62198,425141,"Place du 29e Dragon / Désiré Laurent","Félix Bourquelot",180,18
C01517,62209,62218,"École des Coudoux","Marcel Mougenot",60,132
C01518,62024,62038,Centre,"Terrier Rouge",270,76
C01518,62038,62043,"Terrier Rouge","Fontaine aux Ecus",60,76
C01518,62043,62058,"Fontaine aux Ecus","Prés de la Comtesse",60,76
C01518,62058,62072,"Prés de la Comtesse","Collège Marie Curie",120,76
C01518,62066,62072,"Hôpital Léon Binet / Lycée les Pannevelles","Collège Marie Curie",120,76
C01518,62066,62104,"Hôpital Léon Binet / Lycée les Pannevelles",Bellevues,210,76
C01518,62104,62139,Bellevues,Provins,90,76
C01518,62117,62129,Dromigny,"Ateliers Municipaux",90,76
C01518,62117,62133,Dromigny,"Route de Bray",120,76
C01518,62123,487791,Paraclet,"Denise Marion",,0
C01518,62123,62133,Paraclet,"Route de Bray",120,38
C01518,62123,62146,Paraclet,"Les Sablons",120,38
C01518,62129,62139,"Ateliers Municipaux",Provins,60,76
C01518,62146,62152,"Les Sablons","Général de Gaulle",120,38
C01518,62152,62171,"Général de Gaulle","Ville Haute",240,76
C01519,61851,61938,Mairie,Lotissement,60,28
C01519,61851,61939,Mairie,"Clinique - Patton",120,28
C01519,61939,62175,"Clinique - Patton",Libération,120,28
C01519,62117,62129,Dromigny,"Ateliers Municipaux",60,14
C01519,62117,62150,Dromigny,"Maximilien Michelin",120,14
C01519,62129,62139,"Ateliers Municipaux",Provins,180,14
C01519,62139,425142,Provins,Marais,240,14
C01519,62139,62148,Provins,Tassigny,180,28
C01519,62148,62161,Tassigny,Delort,60,28
C01519,62150,62171,"Maximilien Michelin","Ville Haute",660,7
C01519,62150,62181,"Maximilien Michelin","Table Ronde",120,7
C01519,62161,62175,Delort,Libération,60,28
C01519,62162,62171,"Rue Saint Jean","Ville Haute",120,14
C01519,62162,74250,"Rue Saint Jean","Porte de Jouy",120,14
C01519,62171,74250,"Ville Haute","Porte de Jouy",300,7
C01519,62177,62181,"Place du Châtel","Table Ronde",180,21
C01519,62177,74250,"Place du Châtel","Porte de Jouy",120,21
C01519,62181,425142,"Table Ronde",Marais,180,14
C01520,61851,61938,Mairie,Lotissement,60,32
C01520,61851,61939,Mairie,"Clinique - Patton",60,32
C01520,61939,62175,"Clinique - Patton",Libération,120,32
C01520,62117,62129,Dromigny,"Ateliers Municipaux",60,16
C01520,62117,62150,Dromigny,"Maximilien Michelin",120,16
C01520,62129,62139,"Ateliers Municipaux",Provins,180,16
C01520,62139,425142,Provins,Marais,240,16
C01520,62139,62148,Provins,Tassigny,180,32
C01520,62148,62161,Tassigny,Delort,90,32
C01520,62150,62171,"Maximilien Michelin","Ville Haute",660,8
C01520,62150,62181,"Maximilien Michelin","Table Ronde",120,8
C01520,62161,62175,Delort,Libération,60,32
C01520,62162,62171,"Rue Saint Jean","Ville Haute",120,16
C01520,62162,74250,"Rue Saint Jean","Porte de Jouy",120,16
C01520,62171,74250,"Ville Haute","Porte de Jouy",300,8
C01520,62177,62181,"Place du Châtel","Table Ronde",180,24
C01520,62177,74250,"Place du Châtel","Porte de Jouy",120,24
C01520,62181,425142,"Table Ronde",Marais,180,16
C01521,425945,490704,"Église / Emile Zola","République - La Poste / École Militaire",60,234
C01521,483718,490704,"Quartier Gally","République - La Poste / École Militaire",60,234
C01521,63434,63447,"Marie Curie",Gutenberg,60,106
C01521,63434,63469,"Marie Curie",Béarn,120,233
C01521,63447,416061,Gutenberg,Lavoisier,60,207
C01521,63469,63490,Béarn,"Les Gâtines / Square de Ré",60,196
C01521,63483,63524,Hypermarché,Village,60,233
C01521,63483,73807,Hypermarché,"Rond-point Schwartz",60,229
C01521,63490,63543,"Les Gâtines / Square de Ré",Normandie,60,233
C01521,63507,63514,"Les Pyramides","Lycée des Sept Mares",60,195
C01521,63507,63547,"Les Pyramides","Franche-Comté Bourgogne",60,233
C01521,63514,63543,"Lycée des Sept Mares",Normandie,60,208
C01521,63539,63547,"Nouvelle Amsterdam","Franche-Comté Bourgogne",60,234
C01521,63539,63548,"Nouvelle Amsterdam","La Petite Villedieu",120,234
C01521,63548,63566,"La Petite Villedieu","Les Réaux",60,227
C01521,63566,63593,"Les Réaux","La Passerelle",60,234
C01521,63593,63617,"La Passerelle","Les Templiers",60,232
C01521,63617,63627,"Les Templiers","Youri Gagarine",120,234
C01521,63621,63622,Pasteur,"Le Stade",60,209
C01521,63621,63627,Pasteur,"Youri Gagarine",60,195
C01521,63622,63660,"Le Stade","Paul Langevin",120,232
C01521,63660,63667,"Paul Langevin","Yves Farge",60,230
C01521,63667,63669,"Yves Farge","Hôtel de Ville",180,234
C01521,63669,63677,"Hôtel de Ville","République Paul Vaillant Couturier",60,234
C01521,63677,63692,"République Paul Vaillant Couturier","La Fourche",60,232
C01521,63682,420742,"Jean Maréchal","Place Claudel",60,226
C01521,63682,63700,"Jean Maréchal","Cité Million",360,118
C01521,63692,63700,"La Fourche","Cité Million",60,89
C01521,63715,420742,"Place Etienne Marcel","Place Claudel",60,225
C01521,63715,63727,"Place Etienne Marcel","Fulgence Bienvenüe",60,175
C01521,63727,63812,"Fulgence Bienvenüe","Saint-Quentin en Yvelines - Montigny-le-Bretonneux",120,234
C01521,63812,461532,"Saint-Quentin en Yvelines - Montigny-le-Bretonneux",Denton,60,141
C01521,63835,461532,"Pas du Lac",Denton,60,121
C01521,63835,63867,"Pas du Lac",Saint-Exupéry,120,234
C01521,63867,63879,Saint-Exupéry,"Terrier Blanc",180,234
C01521,63878,425945,"Les Deux Ponts","Église / Emile Zola",60,223
C01521,63878,63879,"Les Deux Ponts","Terrier Blanc",60,213
C01521,63880,73721,"Versailles Chantiers","Versailles Château Rive Gauche",180,234
C01521,63898,63910,"Rue de Satory","Grille de l'Orangerie",60,215
C01521,63898,73721,"Rue de Satory","Versailles Château Rive Gauche",60,213
C01521,63910,63933,"Grille de l'Orangerie","Stand de Tir",60,226
C01521,63924,483718,INRAE,"Quartier Gally",60,234
C01521,63924,63934,INRAE,Ménagerie,60,222
C01521,63933,63945,"Stand de Tir","Les Matelots",60,232
C01521,63934,63945,Ménagerie,"Les Matelots",60,234
C01521,73807,416061,"Rond-point Schwartz",Lavoisier,60,218
C01522,63425,420253,"Golf National","Villaroy Sud",60,2
C01522,63425,63428,"Golf National",Guynemer,90,2
C01522,63428,486939,Guynemer,Odyssée,180,4
C01522,63437,63445,L'Étang,"Technocentre - Trou Berger",180,4
C01522,63437,63451,L'Étang,"Technocentre 60 Arpents",150,4
C01522,63445,420253,"Technocentre - Trou Berger","Villaroy Sud",90,2
C01522,63451,420253,"Technocentre 60 Arpents","Villaroy Sud",450,2
C01522,63502,63511,Cornouaille,Bretagne,60,2
C01522,63502,63526,Cornouaille,Armorique,60,4
C01522,63511,63543,Bretagne,Normandie,180,4
C01522,63516,486939,"Le Corbusier",Odyssée,60,2
C01522,63516,63575,"Le Corbusier","Jean Monnet",120,4
C01522,63526,63554,Armorique,"Îles Glénan",120,4
C01522,63532,63556,Grand'Mare,"La Croix Blanche",60,4
C01522,63539,63548,"Nouvelle Amsterdam","La Petite Villedieu",60,4
C01522,63539,63571,"Nouvelle Amsterdam","Les Nouveaux Horizons",60,4
C01522,63543,63585,Normandie,"Centre Aqualudique Castalia",60,4
C01522,63548,63566,"La Petite Villedieu","Les Réaux",60,4
C01522,63554,63556,"Îles Glénan","La Croix Blanche",60,4
C01522,63566,63593,"Les Réaux","La Passerelle",60,4
C01522,63571,63607,"Les Nouveaux Horizons","Allée de la Garonne",60,4
C01522,63575,63654,"Jean Monnet",D'Alembert,150,4
C01522,63585,424824,"Centre Aqualudique Castalia","La Villeparc",60,4
C01522,63593,63617,"La Passerelle","Les Templiers",60,4
C01522,63607,63632,"Allée de la Garonne","Parc de Coudrays",120,4
C01522,63617,63627,"Les Templiers","Youri Gagarine",150,4
C01522,63621,63622,Pasteur,"Le Stade",60,4
C01522,63621,63627,Pasteur,"Youri Gagarine",60,4
C01522,63622,63631,"Le Stade","Jean Jaurès",120,4
C01522,63631,63669,"Jean Jaurès","Hôtel de Ville",90,4
C01522,63632,63646,"Parc de Coudrays","Le Bois Joli",60,4
C01522,63646,424824,"Le Bois Joli","La Villeparc",60,2
C01522,63654,63700,D'Alembert,"Cité Million",390,2
C01522,63669,63677,"Hôtel de Ville","République Paul Vaillant Couturier",60,4
C01522,63677,63692,"République Paul Vaillant Couturier","La Fourche",60,3
C01522,63692,63700,"La Fourche","Cité Million",,0
C01523,63419,63423,"Général Leclerc","Cité Orly Parc",60,124
C01523,63419,63439,"Général Leclerc",Mairie,60,124
C01523,63423,63426,"Cité Orly Parc","La Verrière",60,124
C01523,63439,63450,Mairie,"Emile Dureuil",60,124
C01523,63450,63461,"Emile Dureuil","Bois de l'Etang",60,124
C01523,63461,63550,"Bois de l'Etang","Chapelle de la Villedieu",180,124
C01523,63550,63566,"Chapelle de la Villedieu","Les Réaux",60,111
C01523,63566,63593,"Les Réaux","La Passerelle",60,102
C01523,63593,63617,"La Passerelle","Les Templiers",60,124
C01523,63615,463850,Observatoire,Trappes,60,61
C01523,63615,73808,Observatoire,"Hôtel d'Agglomération",120,61
C01523,63617,63627,"Les Templiers","Youri Gagarine",120,124
C01523,63621,63622,Pasteur,"Le Stade",60,111
C01523,63621,63627,Pasteur,"Youri Gagarine",60,124
C01523,63622,63660,"Le Stade","Paul Langevin",60,124
C01523,63636,419305,"Allée des Yvelines","Jean Macé",60,121
C01523,63636,63688,"Allée des Yvelines","Place de la Paix",180,124
C01523,63660,495725,"Paul Langevin","Castiglione Del Lago",60,109
C01523,63688,495725,"Place de la Paix","Castiglione Del Lago",60,65
C01523,73808,419305,"Hôtel d'Agglomération","Jean Macé",120,124
C01523,73808,463850,"Hôtel d'Agglomération",Trappes,180,63
C01524,63426,63474,"La Verrière","Centre Commercial",180,327
C01524,63474,63507,"Centre Commercial","Les Pyramides",60,277
C01524,63507,63547,"Les Pyramides","Franche-Comté Bourgogne",60,327
C01524,63547,63571,"Franche-Comté Bourgogne","Les Nouveaux Horizons",60,247
C01524,63571,63630,"Les Nouveaux Horizons","Hôtel de Police",120,327
C01524,63630,63684,"Hôtel de Police","France Miniature",120,327
C01524,63684,63834,"France Miniature","Bruxelles / La Revanche",240,327
C01524,63834,73735,"Bruxelles / La Revanche","Gay Lussac",60,288
C01524,63845,63882,"Mail de l'Europe","De Lattre de Tassigny",60,327
C01524,63845,73735,"Mail de l'Europe","Gay Lussac",60,164
C01524,63864,63874,Pissaloup,Diderot,60,296
C01524,63874,63882,Diderot,"De Lattre de Tassigny",60,327
C01526,63426,63474,"La Verrière","Centre Commercial",240,248
C01526,63474,63507,"Centre Commercial","Les Pyramides",60,166
C01526,63507,63547,"Les Pyramides","Franche-Comté Bourgogne",60,227
C01526,63547,63579,"Franche-Comté Bourgogne","Les Sept Mares",60,248
C01526,63579,63588,"Les Sept Mares","Collège Alexandre Dumas",60,227
C01526,63585,424824,"Centre Aqualudique Castalia","La Villeparc",60,240
C01526,63585,63588,"Centre Aqualudique Castalia","Collège Alexandre Dumas",60,246
C01526,63632,427329,"Parc de Coudrays","Les Elancourtines",60,248
C01526,63632,63646,"Parc de Coudrays","Le Bois Joli",60,248
C01526,63646,424824,"Le Bois Joli","La Villeparc",60,137
C01526,63684,63685,"France Miniature","André Malraux",120,248
C01526,63684,63699,"France Miniature","La Ferme",60,171
C01526,63685,427329,"André Malraux","Les Elancourtines",60,248
C01526,63699,63739,"La Ferme","Pierre Stassinet",60,248
C01526,63718,63739,"Les Côtes","Pierre Stassinet",120,248
C01527,63520,63544,"Lycée Descartes","La Remise",60,351
C01527,63520,63555,"Lycée Descartes","Les Villageoises",180,506
C01527,63537,63549,"Jean Goujon","Collège Saint-François d'Assise",60,504
C01527,63537,63574,"Jean Goujon",Carnac,60,506
C01527,63544,63572,"La Remise","Sourderie - Hôtel de Ville",60,503
C01527,63549,63569,"Collège Saint-François d'Assise","Le Manet",120,506
C01527,63555,63567,"Les Villageoises","Le Clos",60,384
C01527,63567,63569,"Le Clos","Le Manet",120,506
C01527,63572,63578,"Sourderie - Hôtel de Ville","Les Arcades du Lac",60,443
C01527,63574,63600,Carnac,"Le Buisson de la Couldre",60,493
C01527,63578,63601,"Les Arcades du Lac",Bergson,60,484
C01527,63600,63615,"Le Buisson de la Couldre",Observatoire,60,250
C01527,63601,63614,Bergson,"Paul Fort",60,366
C01527,63614,63626,"Paul Fort","Le Hameau",60,432
C01527,63615,463850,Observatoire,Trappes,60,250
C01527,63626,63682,"Le Hameau","Jean Maréchal",120,506
C01527,63682,63719,"Jean Maréchal","Lycée Émilie de Breteuil",60,506
C01527,63715,63719,"Place Etienne Marcel","Lycée Émilie de Breteuil",60,502
C01527,63715,63727,"Place Etienne Marcel","Fulgence Bienvenüe",60,466
C01527,63727,63812,"Fulgence Bienvenüe","Saint-Quentin en Yvelines - Montigny-le-Bretonneux",120,506
C01527,63812,461532,"Saint-Quentin en Yvelines - Montigny-le-Bretonneux",Denton,60,288
C01527,63833,63835,Newton,"Pas du Lac",60,40
C01527,63833,63852,Newton,Niepce,60,109
C01527,63835,461532,"Pas du Lac",Denton,60,290
C01527,63852,63867,Niepce,Saint-Exupéry,60,101
C01528,63364,63365,"Emile Fontanier","Mesnil - Centre / Place du Mesnil",60,192
C01528,63364,63366,"Emile Fontanier","Avenue de Dampierre",60,144
C01528,63365,63374,"Mesnil - Centre / Place du Mesnil","Groupe scolaire Champmesnil",60,195
C01528,63366,63372,"Avenue de Dampierre","Collège Philippe de Champaigne",60,387
C01528,63366,63374,"Avenue de Dampierre","Groupe scolaire Champmesnil",60,137
C01528,63372,63382,"Collège Philippe de Champaigne","Château d'Eau",60,295
C01528,63382,63391,"Château d'Eau","Hopital MGEN",60,172
C01528,63391,63403,"Hopital MGEN","Georges Lapierre",60,298
C01528,63403,63426,"Georges Lapierre","La Verrière",60,387
C01528,63419,63423,"Général Leclerc","Cité Orly Parc",60,381
C01528,63419,63439,"Général Leclerc",Mairie,60,412
C01528,63423,63426,"Cité Orly Parc","La Verrière",60,412
C01528,63439,63450,Mairie,"Emile Dureuil",60,345
C01528,63450,63461,"Emile Dureuil","Bois de l'Etang",60,412
C01528,63461,63465,"Bois de l'Etang","Marc Seguin",120,402
C01528,63465,63477,"Marc Seguin",Fermi,120,402
C01528,63477,63503,Fermi,"Galilée / Kepler",60,359
C01528,63503,63535,"Galilée / Kepler",Copernic,60,402
C01528,63535,63559,Copernic,Hennequin,60,350
C01528,63559,63591,Hennequin,"Emile Clapeyron",60,240
C01528,63591,63603,"Emile Clapeyron","La Mare Savin",60,251
C01528,63603,463850,"La Mare Savin",Trappes,60,402
C01528,63615,463850,Observatoire,Trappes,60,206
C01528,63615,63643,Observatoire,"Chambre de Commerce et d'Industrie",120,225
C01528,63643,63651,"Chambre de Commerce et d'Industrie","Les Bosquets",60,280
C01528,63644,63665,"Les Quatre Pavés","Les Trois Peuples",60,424
C01528,63644,63666,"Les Quatre Pavés","Le Verger Saint-Martin",60,440
C01528,63651,63665,"Les Bosquets","Les Trois Peuples",60,357
C01528,63666,63708,"Le Verger Saint-Martin","Les Blés d'Or",60,440
C01528,63694,420742,"André Malraux","Place Claudel",120,440
C01528,63694,63708,"André Malraux","Les Blés d'Or",60,420
C01528,63715,420742,"Place Etienne Marcel","Place Claudel",60,422
C01528,63715,63727,"Place Etienne Marcel","Fulgence Bienvenüe",60,402
C01528,63727,63812,"Fulgence Bienvenüe","Saint-Quentin en Yvelines - Montigny-le-Bretonneux",180,440
C01528,63812,461532,"Saint-Quentin en Yvelines - Montigny-le-Bretonneux",Denton,60,215
